ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1981,1981-09-20,3,22.074,DEN,,BAL,W 28-10,,,,,,,
2,1981,1981-10-04,5,22.088,DEN,@,OAK,W 17-0,,,,,,,
3,1981,1981-10-25,8,22.109,DEN,@,BUF,L 7-9,,,,,,,
4,1981,1981-11-08,10,22.123,DEN,,CLE,W 23-20,,,,,,,
5,1981,1981-11-15,11,22.130,DEN,@,TAM,W 24-7,,,,,,,
6,1981,1981-12-06,14,22.151,DEN,,KAN,W 16-13,,,,,,,
7,1981,1981-12-13,15,22.158,DEN,,SEA,W 23-13,,,,,,,
8,1981,1981-12-20,16,22.165,DEN,@,CHI,L 24-35,,,,,,,
9,1982,1982-09-12,1,23.066,DEN,,SDG,L 3-23,,,,,,,
10,1982,1982-09-19,2,23.073,DEN,,SFO,W 24-21,,,,,,,
11,1982,1982-11-21,3,23.136,DEN,,SEA,L 10-17,,,,,,,
12,1982,1982-11-28,4,23.143,DEN,@,SDG,L 20-30,,,,,,,
13,1982,1982-12-05,5,23.150,DEN,,ATL,L 27-34,,,,,,,
14,1982,1982-12-12,6,23.157,DEN,@,RAM,W 27-24,,,,,,,
15,1982,1982-12-19,7,23.164,DEN,,KAN,L 16-37,,,,,,,
16,1982,1982-12-26,8,23.171,DEN,@,RAI,L 10-27,,,,,,,
17,1982,1983-01-02,9,23.178,DEN,@,SEA,L 11-13,,,,,,,
18,1983,1983-09-04,1,24.058,DEN,@,PIT,W 14-10,,,,,,,
19,1983,1983-09-11,2,24.065,DEN,@,BAL,W 17-10,,,,,,,
20,1983,1983-09-18,3,24.072,DEN,,PHI,L 10-13,,,,,,,
21,1983,1983-09-25,4,24.079,DEN,,RAI,L 7-22,,,,,,,
22,1983,1983-10-02,5,24.086,DEN,@,CHI,L 14-31,,,,,,,
23,1983,1983-10-09,6,24.093,DEN,@,HOU,W 26-14,,,,,,,
24,1983,1983-10-16,7,24.100,DEN,,CIN,W 24-17,,,,,,,
25,1983,1983-10-23,8,24.107,DEN,,SDG,W 14-6,,,,,,,
26,1983,1983-10-30,9,24.114,DEN,,KAN,W 27-24,,,,,,,
27,1983,1983-11-06,10,24.121,DEN,@,SEA,L 19-27,,,,,,,
28,1983,1983-11-13,11,24.128,DEN,@,RAI,L 20-22,,,,,,,
29,1983,1983-11-20,12,24.135,DEN,,SEA,W 38-27,,,,,,,
30,1983,1983-11-27,13,24.142,DEN,@,SDG,L 7-31,,,,,,,
31,1983,1983-12-04,14,24.149,DEN,,CLE,W 27-6,,,,,,,
32,1983,1983-12-11,15,24.156,DEN,,BAL,W 21-19,,,,,,,
33,1983,1983-12-18,16,24.163,DEN,@,KAN,L 17-48,,,,,,,
34,1984,1984-09-02,1,25.056,DEN,,CIN,W 20-17,,,,,,,
35,1984,1984-09-09,2,25.063,DEN,@,CHI,L 0-27,,,,,,,
36,1984,1984-09-16,3,25.070,DEN,@,CLE,W 24-14,,,,,,,
37,1984,1984-09-23,4,25.077,DEN,,KAN,W 21-0,,,,,,,
38,1984,1984-09-30,5,25.084,DEN,,RAI,W 16-13,,,,,,,
39,1984,1984-10-07,6,25.091,DEN,@,DET,W 28-7,,,,,,,
40,1984,1984-10-15,7,25.099,DEN,,GNB,W 17-14,,,,,,,
41,1984,1984-10-21,8,25.105,DEN,@,BUF,W 37-7,,,,,,,
42,1984,1984-10-28,9,25.112,DEN,@,RAI,W 22-19,,,,,,,
43,1984,1984-11-04,10,25.119,DEN,,NWE,W 26-19,,,,,,,
44,1984,1984-11-11,11,25.126,DEN,@,SDG,W 16-13,,,,,,,
