ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1978,1978-09-03,1,22.289,OAK,@,DEN,L 6-14,,,,,,,,
2,1978,1978-09-10,2,22.296,OAK,@,SDG,W 21-20,,,,,,,,
3,1978,1978-09-17,3,22.303,OAK,@,GNB,W 28-3,,,,,,,,
4,1978,1978-09-24,4,22.310,OAK,,NWE,L 14-21,0,0,,0,1,22,22.00,0
5,1978,1978-10-01,5,22.317,OAK,@,CHI,W 25-19,,,,,,,,
6,1978,1978-10-08,6,22.324,OAK,,HOU,W 21-17,,,,,,,,
7,1978,1978-10-15,7,22.331,OAK,,KAN,W 28-6,,,,,,,,
8,1978,1978-10-22,8,22.338,OAK,@,SEA,L 7-27,0,0,,0,1,19,19.00,0
9,1978,1978-10-29,9,22.345,OAK,,SDG,L 23-27,,,,,,,,
10,1978,1978-11-05,10,22.352,OAK,@,KAN,W 20-10,,,,,,,,
11,1978,1978-11-13,11,22.360,OAK,@,CIN,W 34-21,,,,,,,,
12,1978,1978-11-19,12,23.001,OAK,,DET,W 29-17,,,,,,,,
13,1978,1978-11-26,13,23.008,OAK,,SEA,L 16-17,,,,,,,,
14,1978,1978-12-03,14,23.015,OAK,,DEN,L 6-21,,,,,,,,
15,1978,1978-12-10,15,23.022,OAK,@,MIA,L 6-23,0,0,,0,1,23,23.00,0
16,1978,1978-12-17,16,23.029,OAK,,MIN,W 27-20,0,0,,0,1,56,56.00,0
17,1979,1979-09-02,1,23.288,OAK,@,RAM,W 24-17,,,,,,,,
18,1979,1979-09-09,2,23.295,OAK,@,SDG,L 10-30,1,3,3.00,0,1,53,53.00,0
19,1979,1979-09-16,3,23.302,OAK,@,SEA,L 10-27,0,0,,0,1,10,10.00,0
