ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2004,2004-11-21,10,23.354,IND,@,CHI,W 41-10,,0,0,,0,0,0,,0,,,,3,-3,-1.00,0
2,2004,2004-11-25,11,23.358,IND,@,DET,W 41-9,,1,3,33.33,7,0,0,42.4,0,0,2.33,2.33,0,0,,0
3,2004,2004-12-05,12,24.002,IND,,TEN,W 51-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-4,-1.33,0
4,2004,2005-01-02,16,24.030,IND,@,DEN,L 14-33,,16,25,64.00,168,2,0,110.1,1,8,6.72,8.32,2,2,1.00,0
5,2005,2005-10-09,5,24.310,IND,@,SFO,W 28-3,,0,0,,0,0,0,,0,,,,2,-3,-1.50,0
6,2005,2005-10-17,6,24.318,IND,,STL,W 45-28,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0
7,2005,2005-12-04,12,25.001,IND,,TEN,W 35-3,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0
8,2005,2005-12-24,15,25.021,IND,@,SEA,L 13-28,,22,31,70.97,237,1,0,103.8,2,9,7.65,8.29,3,7,2.33,0
9,2005,2006-01-01,16,25.029,IND,,ARI,W 17-13,,20,30,66.67,207,2,1,94.7,1,5,6.90,6.73,4,0,0.00,0
10,2006,2006-09-17,2,25.288,IND,,HOU,W 43-24,,0,0,,0,0,0,,0,0,,,0,0,,0
11,2006,2006-10-01,4,25.302,IND,@,NYJ,W 31-28,,0,0,,0,0,0,,0,0,,,0,0,,0
12,2007,2007-10-28,7,26.329,IND,@,CAR,W 31-7,,1,2,50.00,9,0,0,62.5,0,0,4.50,4.50,0,0,,0
13,2007,2007-12-09,13,27.006,IND,@,BAL,W 44-20,,3,5,60.00,26,0,0,73.7,0,0,5.20,5.20,2,-2,-1.00,0
14,2007,2007-12-23,15,27.020,IND,,HOU,W 38-15,,3,5,60.00,29,0,0,76.2,0,0,5.80,5.80,3,-1,-0.33,0
15,2007,2007-12-30,16,27.027,IND,,TEN,L 10-16,,11,24,45.83,68,1,0,66.7,2,15,2.83,3.67,1,-1,-1.00,0
16,2008,2008-12-28,16,28.025,IND,,TEN,W 23-0,,22,30,73.33,178,0,0,87.9,0,0,5.93,5.93,5,8,1.60,0
17,2009,2009-10-25,6,28.326,IND,@,STL,W 42-6,,,,,,,,,,,,,,,,
