ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1978,1978-09-03,1,23.261,DEN,,OAK,W 14-6,6,28,4.67,0,0,0,,0,0,0,,0,0,0
2,1978,1978-09-11,2,23.269,DEN,@,MIN,L 9-12,1,3,3.00,0,0,0,,0,0,0,,0,0,0
3,1978,1978-09-17,3,23.275,DEN,,SDG,W 27-14,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0
4,1978,1978-09-24,4,23.282,DEN,@,KAN,W 23-17,19,94,4.95,1,1,0,0.00,0,0,0,,0,1,6
5,1978,1978-10-01,5,23.289,DEN,,SEA,W 28-7,3,21,7.00,1,1,3,3.00,0,0,0,,0,1,6
6,1978,1978-10-08,6,23.296,DEN,@,SDG,L 0-23,1,11,11.00,0,0,0,,0,0,0,,0,0,0
7,1978,1978-10-16,7,23.304,DEN,,CHI,W 16-7,4,14,3.50,0,0,0,,0,0,0,,0,0,0
8,1978,1978-10-22,8,23.310,DEN,@,BAL,L 6-7,3,14,4.67,0,0,0,,0,0,0,,0,0,0
9,1978,1978-10-29,9,23.317,DEN,@,SEA,W 20-17,15,68,4.53,0,1,5,5.00,0,0,0,,0,0,0
10,1978,1978-11-05,10,23.324,DEN,,NYJ,L 28-31,2,2,1.00,0,0,0,,0,0,0,,0,0,0
11,1978,1978-11-12,11,23.331,DEN,@,CLE,W 19-7,5,17,3.40,0,0,0,,0,0,0,,0,0,0
12,1978,1978-11-19,12,23.338,DEN,,GNB,W 16-3,5,15,3.00,0,0,0,,0,0,0,,0,0,0
13,1978,1978-11-23,13,23.342,DEN,@,DET,L 14-17,2,3,1.50,1,0,0,,0,0,0,,0,1,6
14,1978,1978-12-03,14,23.352,DEN,@,OAK,W 21-6,6,18,3.00,0,0,0,,0,0,0,,0,0,0
15,1978,1978-12-10,15,23.359,DEN,,KAN,W 24-3,4,61,15.25,0,2,20,10.00,0,0,0,,0,0,0
16,1978,1978-12-16,16,24.000,DEN,,PIT,L 17-21,2,0,0.00,0,1,9,9.00,0,0,0,,0,0,0
17,1979,1979-09-02,1,24.260,DEN,,CIN,W 10-0,,,,,,,,,,,,,,
18,1979,1979-09-06,2,24.264,DEN,,RAM,L 9-13,,,,,,,,,,,,,,
19,1979,1979-09-16,3,24.274,DEN,@,ATL,W 20-17,4,27,6.75,0,0,0,,0,0,0,,0,0,0
20,1979,1979-09-23,4,24.281,DEN,,SEA,W 37-34,,,,,,,,,,,,,,
21,1979,1979-09-30,5,24.288,DEN,@,OAK,L 3-27,0,0,,0,0,0,,0,1,18,18.00,0,0,0
22,1979,1979-10-07,6,24.295,DEN,,SDG,W 7-0,5,10,2.00,0,0,0,,0,0,0,,0,0,0
23,1979,1979-10-14,7,24.302,DEN,@,KAN,W 24-10,3,6,2.00,0,1,11,11.00,0,0,0,,0,0,0
24,1979,1979-10-22,8,24.310,DEN,@,PIT,L 7-42,1,2,2.00,0,1,15,15.00,0,1,8,8.00,0,0,0
25,1979,1979-10-28,9,24.316,DEN,,KAN,W 20-3,5,26,5.20,0,0,0,,0,0,0,,0,0,0
26,1979,1979-11-04,10,24.323,DEN,,NOR,W 10-3,5,26,5.20,0,0,0,,0,0,0,,0,0,0
27,1979,1979-11-11,11,24.330,DEN,,NWE,W 45-10,5,11,2.20,0,0,0,,0,0,0,,0,0,0
28,1979,1979-11-18,12,24.337,DEN,@,SFO,W 38-28,2,19,9.50,0,0,0,,0,0,0,,0,0,0
29,1979,1979-11-25,13,24.344,DEN,,OAK,L 10-14,3,12,4.00,0,0,0,,0,0,0,,0,0,0
30,1979,1979-12-02,14,24.351,DEN,@,BUF,W 19-16,2,0,0.00,0,0,0,,0,1,5,5.00,0,0,0
31,1979,1979-12-08,15,24.357,DEN,@,SEA,L 23-28,,,,,,,,,,,,,,
32,1979,1979-12-17,16,25.001,DEN,@,SDG,L 7-17,1,4,4.00,0,1,10,10.00,0,0,0,,0,0,0
33,1981,1981-09-06,1,26.264,DEN,,OAK,W 9-7,1,1,1.00,0,0,0,,0,0,0,,0,0,0
34,1981,1981-09-13,2,26.271,DEN,@,SEA,L 10-13,0,0,,0,0,0,,0,0,0,,0,0,
35,1981,1981-09-20,3,26.278,DEN,,BAL,W 28-10,6,13,2.17,0,1,20,20.00,0,0,0,,0,0,0
36,1981,1981-09-27,4,26.285,DEN,,SDG,W 42-24,8,43,5.38,0,0,0,,0,0,0,,0,0,0
37,1981,1981-10-04,5,26.292,DEN,@,OAK,W 17-0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
38,1981,1981-10-11,6,26.299,DEN,,DET,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,
39,1981,1981-10-18,7,26.306,DEN,@,KAN,L 14-28,0,0,,0,0,0,,0,0,0,,0,0,
40,1981,1981-10-25,8,26.313,DEN,@,BUF,L 7-9,0,0,,0,0,0,,0,0,0,,0,0,
41,1981,1981-11-02,9,26.321,DEN,,MIN,W 19-17,6,12,2.00,0,0,0,,0,0,0,,0,0,0
42,1981,1981-11-08,10,26.327,DEN,,CLE,W 23-20,0,0,,0,0,0,,0,0,0,,0,0,
43,1981,1981-11-15,11,26.334,DEN,@,TAM,W 24-7,1,1,1.00,1,1,3,3.00,1,0,0,,0,2,12
44,1981,1981-11-22,12,26.341,DEN,@,CIN,L 21-38,0,0,,0,0,0,,0,1,6,6.00,0,0,0
45,1981,1981-11-29,13,26.348,DEN,@,SDG,L 17-34,1,4,4.00,1,0,0,,0,0,0,,0,1,6
46,1981,1981-12-06,14,26.355,DEN,,KAN,W 16-13,1,2,2.00,1,0,0,,0,0,0,,0,1,6
47,1981,1981-12-13,15,26.362,DEN,,SEA,W 23-13,3,18,6.00,0,1,14,14.00,0,0,0,,0,0,0
48,1981,1981-12-20,16,27.004,DEN,@,CHI,L 24-35,5,17,3.40,0,0,0,,0,1,13,13.00,0,0,0
