ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1972,1972-10-08,4,23.131,BAL,,SDG,L 20-23,,,,,,,,,,,,,,
2,1972,1972-10-15,5,23.138,BAL,,DAL,L 0-21,0,0,,0,1,3,3.00,0,0,0,,0,0,0
3,1972,1972-10-22,6,23.145,BAL,@,NYJ,L 20-24,,,,,,,,,,,,,,
4,1972,1972-10-29,7,23.152,BAL,,MIA,L 0-23,,,,,,,,,,,,,,
5,1972,1972-11-06,8,23.160,BAL,@,NWE,W 24-17,,,,,,,,,,,,,,
6,1972,1972-11-12,9,23.166,BAL,@,SFO,L 21-24,,,,,,,,,,,,,,
7,1972,1972-11-19,10,23.173,BAL,@,CIN,W 20-19,2,15,7.50,1,1,5,5.00,0,0,0,,0,1,6
8,1972,1972-11-26,11,23.180,BAL,,NWE,W 31-0,14,82,5.86,0,2,17,8.50,0,0,0,,0,0,0
9,1972,1972-12-03,12,23.187,BAL,,BUF,W 35-7,10,45,4.50,0,7,69,9.86,1,0,0,,0,1,6
10,1972,1972-12-10,13,23.194,BAL,@,KAN,L 10-24,10,31,3.10,0,3,28,9.33,0,0,0,,0,0,0
11,1972,1972-12-16,14,23.200,BAL,@,MIA,L 0-16,9,42,4.67,0,4,25,6.25,0,0,0,,0,0,0
12,1973,1973-09-16,1,24.109,BAL,@,CLE,L 14-24,0,0,,0,1,8,8.00,0,0,0,,0,0,0
13,1973,1973-09-23,2,24.116,BAL,,NYJ,L 10-34,4,24,6.00,0,3,24,8.00,0,0,0,,0,0,0
14,1973,1973-09-30,3,24.123,BAL,,NOR,W 14-10,22,133,6.05,0,1,5,5.00,0,0,0,,0,0,0
15,1973,1973-10-07,4,24.130,BAL,@,NWE,L 16-24,14,42,3.00,0,1,9,9.00,0,0,0,,0,0,0
16,1973,1973-10-14,5,24.137,BAL,@,BUF,L 13-31,16,56,3.50,0,0,0,,0,0,0,,0,0,0
17,1973,1973-10-21,6,24.144,BAL,@,DET,W 29-27,24,84,3.50,0,1,14,14.00,0,0,0,,0,0,0
18,1973,1973-10-28,7,24.151,BAL,,OAK,L 21-34,15,57,3.80,1,1,3,3.00,0,0,0,,0,1,6
19,1973,1973-11-04,8,24.158,BAL,,HOU,L 27-31,22,83,3.77,0,1,7,7.00,0,0,0,,0,0,0
20,1973,1973-11-11,9,24.165,BAL,@,MIA,L 0-44,8,31,3.88,0,1,-1,-1.00,0,0,0,,0,0,0
21,1973,1973-11-18,10,24.172,BAL,@,WAS,L 14-22,17,54,3.18,0,4,22,5.50,0,0,0,,0,0,0
22,1973,1973-11-25,11,24.179,BAL,,BUF,L 17-24,22,67,3.05,0,1,4,4.00,0,0,0,,0,0,0
23,1973,1973-12-02,12,24.186,BAL,@,NYJ,L 17-20,20,86,4.30,1,1,7,7.00,0,0,0,,0,1,6
24,1973,1973-12-09,13,24.193,BAL,,MIA,W 16-3,35,104,2.97,0,1,11,11.00,0,0,0,,0,0,0
25,1973,1973-12-16,14,24.200,BAL,,NWE,W 18-13,34,142,4.18,0,0,0,,0,0,0,,0,0,0
26,1974,1974-09-15,1,25.108,BAL,@,PIT,L 0-30,9,44,4.89,0,1,5,5.00,0,0,0,,0,0,0
27,1974,1974-09-22,2,25.115,BAL,,GNB,L 13-20,18,63,3.50,0,5,47,9.40,0,0,0,,0,0,0
28,1974,1974-09-29,3,25.122,BAL,@,PHI,L 10-30,7,2,0.29,0,5,43,8.60,0,0,0,,0,0,0
29,1974,1974-10-06,4,25.129,BAL,@,NWE,L 3-42,3,7,2.33,0,6,32,5.33,0,0,0,,0,0,0
30,1974,1974-10-13,5,25.136,BAL,,BUF,L 14-27,20,81,4.05,1,3,13,4.33,0,0,0,,0,1,6
31,1974,1974-10-20,6,25.143,BAL,@,NYJ,W 35-20,40,156,3.90,1,2,6,3.00,0,0,0,,0,1,6
32,1974,1974-10-27,7,25.150,BAL,@,MIA,L 7-17,8,20,2.50,0,3,18,6.00,0,0,0,,0,0,0
33,1974,1974-11-03,8,25.157,BAL,,CIN,L 14-24,16,47,2.94,2,7,64,9.14,0,0,0,,0,2,12
34,1974,1974-11-10,9,25.164,BAL,,DEN,L 6-17,19,38,2.00,0,11,90,8.18,0,0,0,,0,0,0
