ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,22.180,GNB,,DET,W 28-6,,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,,
2,2001,2001-09-24,2,22.195,GNB,,WAS,W 37-0,*,1,1,31,31.00,0,100.0%,31.00,0,0,0.0,,
3,2001,2001-10-07,4,22.208,GNB,@,TAM,L 10-14,,3,2,33,16.50,0,66.7%,11.00,0,0,0.0,,
4,2001,2001-10-14,5,22.215,GNB,,BAL,W 31-23,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,,
5,2001,2001-10-21,6,22.222,GNB,@,MIN,L 13-35,,1,,,,,0.0%,,,,,,
6,2001,2001-11-04,7,22.236,GNB,,TAM,W 21-20,,3,1,9,9.00,0,33.3%,3.00,0,0,0.0,,
7,2001,2001-11-11,8,22.243,GNB,@,CHI,W 20-12,,3,3,18,6.00,0,100.0%,6.00,0,0,0.0,,
8,2001,2001-11-18,9,22.250,GNB,,ATL,L 20-23,,,,,,,0.0%,,,,,,
9,2001,2001-11-22,10,22.254,GNB,@,DET,W 29-27,,2,1,1,1.00,1,50.0%,0.50,1,6,0.0,,
10,2001,2001-12-03,11,22.265,GNB,@,JAX,W 28-21,,3,1,20,20.00,0,33.3%,6.67,0,0,0.0,,
11,2001,2001-12-09,12,22.271,GNB,,CHI,W 17-7,,0,,,,,0.0%,,,,,,
12,2001,2001-12-16,13,22.278,GNB,@,TEN,L 20-26,,2,2,20,10.00,0,100.0%,10.00,0,0,0.0,,
13,2001,2001-12-23,14,22.285,GNB,,CLE,W 30-7,,,,,,,0.0%,,,,,,
14,2001,2001-12-30,15,22.292,GNB,,MIN,W 24-13,,,,,,,0.0%,,,,,,
15,2002,2002-09-08,1,23.179,GNB,,ATL,W 37-34,,2,2,7,3.50,1,100.0%,3.50,1,6,0.0,,
16,2002,2002-09-15,2,23.186,GNB,@,NOR,L 20-35,,3,2,4,2.00,0,66.7%,1.33,0,0,0.0,,
17,2002,2002-09-22,3,23.193,GNB,@,DET,W 37-31,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,,
18,2002,2002-10-13,6,23.214,GNB,@,NWE,W 28-10,*,1,,,,,0.0%,,,,,,
19,2002,2002-10-20,7,23.221,GNB,,WAS,W 30-9,,3,3,17,5.67,0,100.0%,5.67,0,0,0.0,,
20,2002,2002-11-04,8,23.236,GNB,,MIA,W 24-10,,,,,,,0.0%,,,,,,
21,2002,2002-11-10,9,23.242,GNB,,DET,W 40-14,*,1,,,,,0.0%,,,,,,
22,2002,2002-12-29,16,23.291,GNB,@,NYJ,L 17-42,,,,,,,0.0%,,,,,,
23,2003,2003-09-07,1,24.178,GNB,,MIN,L 25-30,,3,2,4,2.00,0,66.7%,1.33,0,0,0.0,,
24,2003,2003-09-14,2,24.185,GNB,,DET,W 31-6,,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,,
25,2003,2003-09-21,3,24.192,GNB,@,ARI,L 13-20,*,3,2,11,5.50,1,66.7%,3.67,1,6,0.0,,
26,2003,2003-09-29,4,24.200,GNB,@,CHI,W 38-23,,0,,,,,0.0%,,,,,,
27,2003,2003-10-05,5,24.206,GNB,,SEA,W 35-13,,,,,,,0.0%,,,,,,
28,2003,2003-10-12,6,24.213,GNB,,KAN,L 34-40,,,,,,,0.0%,,,,,,
29,2003,2003-10-19,7,24.220,GNB,@,STL,L 24-34,,2,2,27,13.50,0,100.0%,13.50,0,0,0.0,,
30,2003,2003-11-02,8,24.234,GNB,@,MIN,W 30-27,,2,1,12,12.00,0,50.0%,6.00,0,0,0.0,,
31,2003,2003-11-10,9,24.242,GNB,,PHI,L 14-17,,0,,,,,0.0%,,,,,,
32,2003,2003-11-16,10,24.248,GNB,@,TAM,W 20-13,,,,,,,0.0%,,,,,,
33,2003,2003-11-23,11,24.255,GNB,,SFO,W 20-10,*,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,,
34,2003,2003-11-27,12,24.259,GNB,@,DET,L 14-22,*,0,,,,,0.0%,,,,,,
35,2003,2003-12-07,13,24.269,GNB,,CHI,W 34-21,,0,,,,,0.0%,,,,,,
36,2003,2003-12-14,14,24.276,GNB,@,SDG,W 38-21,,2,2,6,3.00,0,100.0%,3.00,0,0,0.0,,
37,2003,2003-12-22,15,24.284,GNB,@,OAK,W 41-7,,3,2,4,2.00,1,66.7%,1.33,1,6,0.0,,
38,2003,2003-12-28,16,24.290,GNB,,DEN,W 31-3,,,,,,,0.0%,,,,,,
39,2004,2004-09-13,1,25.184,GNB,@,CAR,W 24-14,,1,1,13,13.00,0,100.0%,13.00,0,0,0.0,,
40,2004,2004-09-19,2,25.190,GNB,,CHI,L 10-21,*,,,,,,0.0%,,,,,,
41,2004,2004-09-26,3,25.197,GNB,@,IND,L 31-45,*,2,,,,,0.0%,,,,,,
42,2004,2004-10-03,4,25.204,GNB,,NYG,L 7-14,,3,1,9,9.00,0,33.3%,3.00,0,0,0.0,,
43,2004,2004-10-11,5,25.212,GNB,,TEN,L 27-48,,1,,,,,0.0%,,,,,,
44,2004,2004-10-17,6,25.218,GNB,@,DET,W 38-10,,1,,,,,0.0%,,,,,,
45,2004,2004-10-24,7,25.225,GNB,,DAL,W 41-20,*,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,,
