ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,24.231,CHI,@,BAL,L 6-17,,,,
2,2001,2001-09-23,2,24.245,CHI,,MIN,W 17-10,,,,
3,2001,2001-10-07,3,24.259,CHI,@,ATL,W 31-3,,,,
4,2001,2001-10-14,4,24.266,CHI,,ARI,W 20-13,,,,
5,2001,2001-10-21,5,24.273,CHI,@,CIN,W 24-0,,,,
6,2001,2001-10-28,6,24.280,CHI,,SFO,W 37-31,,,,
7,2001,2001-11-04,7,24.287,CHI,,CLE,W 27-21,,,,
8,2001,2001-11-11,8,24.294,CHI,,GNB,L 12-20,,,,
9,2001,2002-01-06,16,24.350,CHI,,JAX,W 33-13,,,,
10,2002,2002-09-08,1,25.230,CHI,,MIN,W 27-23,,1,0,0
11,2002,2002-09-15,2,25.237,CHI,@,ATL,W 14-13,,,,
12,2002,2002-09-22,3,25.244,CHI,,NOR,L 23-29,*,1,0,0
13,2002,2002-09-29,4,25.251,CHI,@,BUF,L 27-33,*,,,
14,2002,2002-10-07,5,25.259,CHI,,GNB,L 21-34,,,,
15,2002,2002-10-20,6,25.272,CHI,@,DET,L 20-23,*,,,
16,2002,2002-10-27,7,25.279,CHI,@,MIN,L 7-25,*,,,
17,2002,2002-11-03,8,25.286,CHI,,PHI,L 13-19,,,,
18,2002,2002-11-10,9,25.293,CHI,,NWE,L 30-33,,,,
