ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,23.189,WAS,,ARI,W 27-7,,0,0,,0,,,,,,
2,1995,1995-09-10,2,23.196,WAS,,OAK,L 8-20,,0,0,,0,,,,,,
3,1995,1995-09-17,3,23.203,WAS,@,DEN,L 31-38,,0,0,,0,,,,,,
4,1995,1995-09-24,4,23.210,WAS,@,TAM,L 6-14,,0,0,,0,,,,,,
5,1995,1995-10-01,5,23.217,WAS,,DAL,W 27-23,,0,0,,0,,,,,,
6,1995,1995-10-08,6,23.224,WAS,@,PHI,L 34-37,,0,0,,0,,,,,,
7,1995,1995-10-15,7,23.231,WAS,@,ARI,L 20-24,,0,0,,0,0,0,1.0,0,0,0
8,1995,1995-10-22,8,23.238,WAS,,DET,W 36-30,,0,0,,0,,,,,,
9,1995,1995-10-29,9,23.245,WAS,,NYG,L 15-24,,0,0,,0,,,,,,
10,1995,1995-11-05,10,23.252,WAS,@,KAN,L 3-24,,0,0,,0,,,,,,
11,1995,1995-11-19,11,23.266,WAS,,SEA,L 20-27,,0,0,,0,,,,,,
12,1995,1995-11-26,12,23.273,WAS,,PHI,L 7-14,,0,0,,0,,,,,,
13,1995,1995-12-03,13,23.280,WAS,@,DAL,W 24-17,,0,0,,0,,,,,,
14,1995,1995-12-10,14,23.287,WAS,@,NYG,L 13-20,,0,0,,0,,,,,,
15,1995,1995-12-17,15,23.294,WAS,@,STL,W 35-23,,0,0,,0,,,,,,
16,1995,1995-12-24,16,23.301,WAS,,CAR,W 20-17,,1,0,0.00,0,0,0,0.0,1,0,0
17,1996,1996-09-01,1,24.188,WAS,,PHI,L 14-17,,,,,,,,,,,
18,1996,1996-09-08,2,24.195,WAS,,CHI,W 10-3,,,,,,,,,,,
19,1996,1996-09-15,3,24.202,WAS,@,NYG,W 31-10,,0,0,,0,0,0,0.0,1,4,0
20,1996,1996-09-22,4,24.209,WAS,@,STL,W 17-10,,,,,,,,,,,
21,1996,1996-09-29,5,24.216,WAS,,NYJ,W 31-16,,,,,,,,,,,
22,1996,1996-10-13,6,24.230,WAS,@,NWE,W 27-22,,,,,,,,,,,
23,1996,1996-10-20,7,24.237,WAS,,NYG,W 31-21,,,,,,,,,,,
24,1996,1996-10-27,8,24.244,WAS,,IND,W 31-16,,,,,,,,,,,
25,1996,1996-11-03,9,24.251,WAS,@,BUF,L 13-38,,,,,,,,,,,
26,1996,1996-11-10,10,24.258,WAS,,ARI,L 34-37,,,,,,,,,,,
27,1996,1996-11-17,11,24.265,WAS,@,PHI,W 26-21,,,,,,,,,,,
28,1996,1996-11-24,12,24.272,WAS,,SFO,L 16-19,,,,,,,,,,,
29,1996,1996-11-28,13,24.276,WAS,@,DAL,L 10-21,,,,,,,,,,,
30,1996,1996-12-08,14,24.286,WAS,@,TAM,L 10-24,,,,,,,,,,,
31,1996,1996-12-15,15,24.293,WAS,@,ARI,L 26-27,,,,,,,,,,,
32,1996,1996-12-22,16,24.300,WAS,,DAL,W 37-10,,0,0,,0,0,0,0.0,1,12,0
33,1997,1997-10-13,6,25.229,WAS,,DAL,W 21-16,,,,,,,,,,,
34,1997,1997-10-19,7,25.235,WAS,@,TEN,L 14-28,,,,,,,,,,,
35,1997,1997-10-26,8,25.242,SDG,,IND,W 35-19,,,,,,,,,,,
36,1997,1997-11-02,9,25.249,WAS,@,CHI,W 31-8,,,,,,,,,,,
37,1997,1997-11-09,10,25.256,WAS,,DET,W 30-7,,,,,,,,,,,
38,1997,1997-11-16,11,25.263,WAS,@,DAL,L 14-17,,,,,,,,,,,
39,1997,1997-11-23,12,25.270,WAS,,NYG,T 7-7,,,,,,,,,,,
40,1997,1997-11-30,13,25.277,WAS,,STL,L 20-23,,,,,,,,,,,
41,1997,1997-12-07,14,25.284,WAS,@,ARI,W 38-28,,,,,,,,,,,
42,1998,1998-09-06,1,26.192,SDG,,BUF,W 16-14,,,,,,,,,,,
43,1998,1998-09-13,2,26.199,SDG,@,TEN,W 13-7,,,,,,,,,,,
44,1998,1998-09-20,3,26.206,SDG,@,KAN,L 7-23,,,,,,,,,,,
45,1998,1998-09-27,4,26.213,SDG,,NYG,L 16-34,,,,,,,,,,,
46,1998,1998-10-04,5,26.220,SDG,@,IND,L 12-17,,,,,,,,,,,
47,1998,1998-10-11,6,26.227,SDG,@,OAK,L 6-7,,,,,,,,,,,
48,1998,1998-10-18,7,26.234,SDG,,PHI,W 13-10,,,,,,,,,,,
49,1998,1998-10-25,8,26.241,SDG,,SEA,L 20-27,,,,,,,,,,,
50,1998,1998-11-08,9,26.255,SDG,@,DEN,L 10-27,,,,,,,,,,,
51,1998,1998-11-22,11,26.269,SDG,,KAN,W 38-37,,0,0,,0,0,0,0.0,1,0,0
52,1998,1998-11-29,12,26.276,SDG,,DEN,L 16-31,,,,,,,,,,,
53,1998,1998-12-06,13,26.283,SDG,@,WAS,L 20-24,,,,,,,,,,,
54,1998,1998-12-13,14,26.290,SDG,@,SEA,L 17-38,,0,0,,0,0,0,1.0,0,0,0
55,1998,1998-12-20,15,26.297,SDG,,OAK,L 10-17,,,,,,,,,,,
56,1998,1998-12-27,16,26.304,SDG,@,ARI,L 13-16,,,,,,,,,,,
57,1999,1999-09-19,1,27.205,SDG,@,CIN,W 34-7,,,,,,,,,,,
58,1999,1999-09-26,2,27.212,SDG,,IND,L 19-27,,,,,,,,,,,
59,1999,1999-10-03,3,27.219,SDG,,KAN,W 21-14,,,,,,,,,,,
60,1999,1999-10-10,4,27.226,SDG,@,DET,W 20-10,,,,,,,,,,,
61,1999,1999-10-17,5,27.233,SDG,,SEA,W 13-10,,1,0,0.00,0,0,0,0.0,0,0,0
62,1999,1999-10-24,6,27.240,SDG,,GNB,L 3-31,,,,,,,,,,,
63,1999,1999-10-31,7,27.247,SDG,@,KAN,L 0-34,,,,,,,,,,,
64,1999,1999-11-07,8,27.254,SDG,,DEN,L 17-33,,,,,,,,,,,
65,1999,1999-11-14,9,27.261,SDG,@,OAK,L 9-28,,,,,,,,,,,
66,1999,1999-11-21,10,27.268,SDG,,CHI,L 20-23,,,,,,,,,,,
67,1999,1999-11-28,11,27.275,SDG,@,MIN,L 27-35,,,,,,,,,,,
68,1999,1999-12-05,12,27.282,SDG,,CLE,W 23-10,,,,,,,,,,,
69,1999,1999-12-12,13,27.289,SDG,@,SEA,W 19-16,,,,,,,,,,,
70,1999,1999-12-19,14,27.296,SDG,@,MIA,L 9-12,,,,,,,,,,,
71,1999,2000-01-02,16,27.310,SDG,@,DEN,W 12-6,,,,,,,,,,,
72,2000,2000-09-03,1,28.190,SDG,@,OAK,L 6-9,*,,,,,,,,,,
73,2000,2000-09-10,2,28.197,SDG,,NOR,L 27-28,,,,,,,,,,,
74,2000,2000-09-17,3,28.204,SDG,@,KAN,L 10-42,,,,,,,,,,,
75,2000,2000-09-24,4,28.211,SDG,,SEA,L 12-20,,,,,,,,,,,
76,2000,2000-10-01,5,28.218,SDG,@,STL,L 31-57,,,,,,,,,,,
77,2000,2000-10-08,6,28.225,SDG,,DEN,L 7-21,,,,,,,,,,,
78,2000,2000-10-15,7,28.232,SDG,@,BUF,L 24-27,,,,,,,,,,,
79,2000,2000-10-29,8,28.246,SDG,,OAK,L 13-15,,,,,,,,,,,
80,2000,2000-11-05,9,28.253,SDG,@,SEA,L 15-17,,,,,,,,,,,
81,2000,2000-11-12,10,28.260,SDG,,MIA,L 7-17,,,,,,,,,,,
82,2000,2000-11-19,11,28.267,SDG,@,DEN,L 37-38,,0,0,,0,1,6,0.0,1,75,1
83,2000,2000-11-26,12,28.274,SDG,,KAN,W 17-16,,,,,,,,,,,
84,2000,2000-12-03,13,28.281,SDG,,SFO,L 17-45,,,,,,,,,,,
85,2000,2000-12-10,14,28.288,SDG,@,BAL,L 3-24,,,,,,,,,,,
86,2000,2000-12-17,15,28.295,SDG,@,CAR,L 22-30,,,,,,,,,,,
