ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1964,1964-12-13,14,23.069,SFO,@,DET,L 7-24,1,8,8.00,0
2,1965,1965-09-19,1,23.349,SFO,,CHI,W 52-24,1,15,15.00,0
3,1965,1965-11-07,8,24.033,SFO,@,DAL,L 31-39,1,14,14.00,0
4,1966,1966-09-18,3,24.348,HOU,@,NYJ,L 13-52,1,3,3.00,0
5,1966,1966-10-30,8,25.025,HOU,@,KAN,L 23-48,2,26,13.00,0
6,1966,1966-11-06,9,25.032,HOU,@,OAK,L 23-38,1,12,12.00,0
7,1966,1966-11-13,10,25.039,HOU,@,BOS,L 21-27,3,24,8.00,0
8,1966,1966-11-20,11,25.046,HOU,,BUF,L 20-42,3,40,13.33,0
9,1966,1966-12-04,12,25.060,HOU,,SDG,L 22-28,1,16,16.00,0
10,1966,1966-12-18,14,25.074,HOU,@,MIA,L 28-29,1,10,10.00,0
11,1967,1967-09-24,3,25.354,HOU,@,SDG,L 3-13,1,18,18.00,0
12,1967,1967-10-15,5,26.010,HOU,@,NYJ,T 28-28,1,6,6.00,0
13,1967,1967-11-05,8,26.031,HOU,@,BOS,L 7-18,2,31,15.50,0
