ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2009,2009-12-20,14,24.032,SEA,,TAM,L 7-24,,,0,0,,0,0.0%,,0.0,1,0
2,2009,2009-12-27,15,24.039,SEA,@,GNB,L 10-48,,,,,,,0.0%,,,,
3,2009,2010-01-03,16,24.046,SEA,,TEN,L 13-17,,,,,,,0.0%,,,,
4,2010,2010-09-12,1,24.298,SEA,,SFO,W 31-6,*,,,,,,0.0%,,,,
5,2010,2010-09-19,2,24.305,SEA,@,DEN,L 14-31,,,,,,,0.0%,,,,
6,2010,2010-09-26,3,24.312,SEA,,SDG,W 27-20,,,,,,,0.0%,,,,
7,2010,2010-10-03,4,24.319,SEA,@,STL,L 3-20,,,,,,,0.0%,,,,
8,2010,2010-10-17,5,24.333,SEA,@,CHI,W 23-20,,,,,,,0.0%,,,,
9,2010,2010-10-24,6,24.340,SEA,,ARI,W 22-10,,0,,,,,0.0%,,,,
10,2010,2010-10-31,7,24.347,SEA,@,OAK,L 3-33,,,,,,,0.0%,,,,
11,2010,2010-11-07,8,24.354,SEA,,NYG,L 7-41,*,,,,,,0.0%,,,,
12,2010,2010-11-28,11,25.010,SEA,,KAN,L 24-42,*,,0,0,,0,0.0%,,0.0,1,0
13,2010,2010-12-05,12,25.017,SEA,,CAR,W 31-14,*,,,,,,0.0%,,,,
14,2010,2010-12-12,13,25.024,SEA,@,SFO,L 21-40,*,1,1,-2,-2.00,0,100.0%,-2.00,0.0,0,0
15,2010,2010-12-19,14,25.031,SEA,,ATL,L 18-34,*,,,,,,0.0%,,,,
16,2010,2010-12-26,15,25.038,SEA,@,TAM,L 15-38,*,,,,,,0.0%,,,,
17,2010,2011-01-02,16,25.045,SEA,,STL,W 16-6,*,0,,,,,0.0%,,,,
18,2011,2011-12-18,14,26.030,SEA,@,CHI,W 38-14,,,,,,,0.0%,,,,
19,2011,2011-12-24,15,26.036,SEA,,SFO,L 17-19,,,,,,,0.0%,,,,
20,2011,2012-01-01,16,26.044,SEA,@,ARI,L 20-23,,,,,,,0.0%,,,,
21,2013,2013-09-08,1,27.294,ARI,@,STL,L 24-27,,,,,,,0.0%,,,,
22,2013,2013-09-15,2,27.301,ARI,,DET,W 25-21,,,,,,,0.0%,,,,
23,2013,2013-09-22,3,27.308,ARI,@,NOR,L 7-31,,,,,,,0.0%,,,,
24,2013,2013-09-29,4,27.315,ARI,@,TAM,W 13-10,,,,,,,0.0%,,,,
25,2013,2013-10-06,5,27.322,ARI,,CAR,W 22-6,,,,,,,0.0%,,,,
26,2013,2013-10-13,6,27.329,ARI,@,SFO,L 20-32,,,,,,,0.0%,,,,
27,2013,2013-10-17,7,27.333,ARI,,SEA,L 22-34,,,,,,,0.0%,,,,
28,2013,2013-10-27,8,27.343,ARI,,ATL,W 27-13,,,,,,,0.0%,,,,
29,2013,2013-11-10,9,27.357,ARI,,HOU,W 27-24,,,,,,,0.0%,,,,
30,2013,2013-11-17,10,27.364,ARI,@,JAX,W 27-14,,,,,,,0.0%,,,,
31,2013,2013-11-24,11,28.006,ARI,,IND,W 40-11,,,,,,,0.0%,,,,
32,2013,2013-12-01,12,28.013,ARI,@,PHI,L 21-24,,,,,,,0.0%,,,,
33,2013,2013-12-08,13,28.020,ARI,,STL,W 30-10,,,,,,,0.0%,,,,
34,2013,2013-12-15,14,28.027,ARI,@,TEN,W 37-34,,,,,,,0.0%,,,,
35,2013,2013-12-22,15,28.034,ARI,@,SEA,W 17-10,,,,,,,0.0%,,,,
36,2013,2013-12-29,16,28.041,ARI,,SFO,L 20-23,,,,,,,0.0%,,,,
