ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-10-25,7,22.020,NWE,@,TAM,W 35-7,,1,0,0,,0,0.0%,0.00,1,11,11.00,0,2,44,22.00,0,0,0,,0,0,0,0.0,0,0
2,2009,2009-11-08,8,22.034,NWE,,MIA,W 27-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,2,62,31.00,0,0,0,,0,0,0,0.0,0,0
3,2010,2010-09-12,1,22.342,NWE,,CIN,W 38-24,,5,4,36,9.00,0,80.0%,7.20,0,0,,0,4,184,46.00,1,1,4,4.00,0,1,6,0.0,0,0
4,2010,2010-09-19,2,22.349,NWE,@,NYJ,L 14-28,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,5,123,24.60,0,0,0,,0,0,0,0.0,0,0
5,2010,2010-09-26,3,22.356,NWE,,BUF,W 38-30,*,3,2,43,21.50,0,66.7%,14.33,1,5,5.00,0,6,141,23.50,0,0,0,,0,0,0,0.0,0,0
6,2010,2010-10-04,4,22.364,NWE,@,MIA,W 41-14,*,5,4,39,9.75,0,80.0%,7.80,0,0,,0,3,153,51.00,1,0,0,,0,1,6,0.0,0,0
7,2010,2010-10-17,5,23.012,NWE,,BAL,W 23-20,,4,0,0,,0,0.0%,0.00,1,22,22.00,0,1,19,19.00,0,0,0,,0,0,0,0.0,0,0
8,2010,2010-10-24,6,23.019,NWE,@,SDG,W 23-20,*,3,1,3,3.00,0,33.3%,1.00,0,0,,0,2,45,22.50,0,0,0,,0,0,0,0.0,0,0
9,2010,2010-10-31,7,23.026,NWE,,MIN,W 28-18,,4,3,101,33.67,1,75.0%,25.25,0,0,,0,4,58,14.50,0,0,0,,0,1,6,0.0,0,0
10,2010,2010-11-07,8,23.033,NWE,@,CLE,L 14-34,*,4,1,12,12.00,0,25.0%,3.00,0,0,,0,1,28,28.00,0,0,0,,0,0,0,0.0,0,0
11,2010,2010-11-14,9,23.040,NWE,@,PIT,W 39-26,*,4,2,50,25.00,0,50.0%,12.50,0,0,,0,3,67,22.33,0,0,0,,0,0,0,0.0,0,0
12,2010,2010-11-21,10,23.047,NWE,,IND,W 31-28,,0,0,0,,0,0.0%,,0,0,,0,3,69,23.00,0,0,0,,0,0,0,0.0,0,0
13,2010,2010-11-25,11,23.051,NWE,@,DET,W 45-24,*,2,0,0,,0,0.0%,0.00,1,17,17.00,0,4,69,17.25,0,0,0,,0,0,0,0.0,0,0
14,2010,2010-12-06,12,23.062,NWE,,NYJ,W 45-3,*,1,1,4,4.00,1,100.0%,4.00,1,6,6.00,0,2,42,21.00,0,0,0,,0,1,6,0.0,0,0
15,2010,2010-12-12,13,23.068,NWE,@,CHI,W 36-7,*,3,2,40,20.00,0,66.7%,13.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2010,2010-12-19,14,23.075,NWE,,GNB,W 31-27,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,1,20,20.00,0,0,0,,0,0,0,0.0,0,0
17,2010,2010-12-26,15,23.082,NWE,@,BUF,W 34-3,*,1,0,0,,0,0.0%,0.00,1,12,12.00,0,1,16,16.00,0,0,0,,0,0,0,0.0,0,0
18,2010,2011-01-02,16,23.089,NWE,,MIA,W 38-7,*,3,2,82,41.00,1,66.7%,27.33,0,0,,0,1,23,23.00,0,0,0,,0,1,6,0.0,0,0
19,2011,2011-09-11,1,23.341,CIN,@,CLE,W 27-17,,0,0,0,,0,0.0%,,0,0,,0,4,92,23.00,0,1,15,15.00,0,0,0,0.0,0,0
20,2011,2011-09-18,2,23.348,CIN,@,DEN,L 22-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,29,5.80,0,0,0,0.0,0,0
21,2011,2011-09-25,3,23.355,CIN,,SFO,L 8-13,,0,0,0,,0,0.0%,,0,0,,0,2,50,25.00,0,3,31,10.33,0,0,0,0.0,0,0
22,2011,2011-10-02,4,23.362,CIN,,BUF,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,3,66,22.00,0,7,69,9.86,0,0,0,0.0,0,0
23,2011,2011-10-09,5,24.004,CIN,@,JAX,W 30-20,,0,0,0,,0,0.0%,,0,0,,0,3,76,25.33,0,3,43,14.33,0,0,0,0.0,0,0
24,2011,2011-10-16,6,24.011,CIN,,IND,W 27-17,,0,0,0,,0,0.0%,,0,0,,0,2,55,27.50,0,2,35,17.50,0,0,0,0.0,0,0
25,2011,2011-10-30,7,24.025,CIN,@,SEA,W 34-12,,0,0,0,,0,0.0%,,0,0,,0,4,113,28.25,0,3,73,24.33,1,0,6,0.0,0,0
26,2011,2011-11-06,8,24.032,CIN,@,TEN,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,3,51,17.00,0,5,9,1.80,0,0,0,0.0,0,0
27,2011,2011-11-13,9,24.039,CIN,,PIT,L 17-24,,0,0,0,,0,0.0%,,0,0,,0,2,56,28.00,0,4,48,12.00,0,0,0,0.0,0,0
28,2011,2011-11-20,10,24.046,CIN,@,BAL,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,24,6.00,0,0,0,0.0,0,0
29,2011,2011-11-27,11,24.053,CIN,,CLE,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,4,90,22.50,0,2,-5,-2.50,0,0,0,0.0,0,0
30,2011,2011-12-04,12,24.060,CIN,@,PIT,L 7-35,,0,0,0,,0,0.0%,,0,0,,0,4,103,25.75,0,5,54,10.80,0,0,0,0.0,0,0
31,2011,2011-12-11,13,24.067,CIN,,HOU,L 19-20,,0,0,0,,0,0.0%,,0,0,,0,2,33,16.50,0,0,0,,0,0,0,0.0,0,0
32,2011,2011-12-18,14,24.074,CIN,@,STL,W 20-13,,0,0,0,,0,0.0%,,0,0,,0,4,101,25.25,0,2,71,35.50,0,0,0,0.0,0,0
33,2011,2011-12-24,15,24.080,CIN,,ARI,W 23-16,,0,0,0,,0,0.0%,,0,0,,0,2,40,20.00,0,1,2,2.00,0,0,0,0.0,0,0
34,2011,2012-01-01,16,24.088,CIN,,BAL,L 16-24,,0,0,0,,0,0.0%,,0,0,,0,3,72,24.00,0,4,45,11.25,0,0,0,0.0,0,0
35,2012,2012-09-10,1,24.341,CIN,@,BAL,L 13-44,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,3,64,21.33,0,2,19,9.50,0,0,0,0.0,0,0
36,2012,2012-09-16,2,24.347,CIN,,CLE,W 34-27,,3,3,71,23.67,1,100.0%,23.67,0,0,,0,3,72,24.00,0,0,0,,0,1,6,0.0,0,0
37,2012,2012-09-23,3,24.354,CIN,@,WAS,W 38-31,,0,0,0,,0,0.0%,,0,0,,0,2,45,22.50,0,2,16,8.00,0,0,0,0.0,0,0
38,2012,2012-09-30,4,24.361,CIN,@,JAX,W 27-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,33,11.00,0,0,0,0.0,0,0
39,2012,2012-10-07,5,25.002,CIN,,MIA,L 13-17,,1,0,0,,0,0.0%,0.00,0,0,,0,1,34,34.00,0,0,0,,0,0,0,0.0,0,0
40,2012,2012-10-14,6,25.009,CIN,@,CLE,L 24-34,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,3,61,20.33,0,4,58,14.50,0,0,0,0.0,0,0
41,2012,2012-10-21,7,25.016,CIN,,PIT,L 17-24,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,3,109,36.33,0,0,0,,0,0,0,0.0,0,0
42,2012,2012-11-04,8,25.030,CIN,,DEN,L 23-31,*,6,1,17,17.00,0,16.7%,2.83,0,0,,0,3,106,35.33,0,1,0,0.00,0,0,0,0.0,0,0
43,2012,2012-11-11,9,25.037,CIN,,NYG,W 31-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,2,24,12.00,0,1,7,7.00,0,0,0,0.0,0,0
44,2012,2012-11-18,10,25.044,CIN,@,KAN,W 28-6,,2,1,24,24.00,0,50.0%,12.00,0,0,,0,1,26,26.00,0,3,13,4.33,0,0,0,0.0,0,0
45,2012,2012-11-25,11,25.051,CIN,,OAK,W 34-10,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,25,25.00,0,2,8,4.00,0,0,0,0.0,0,0
46,2012,2012-12-02,12,25.058,CIN,@,SDG,W 20-13,,0,0,0,,0,0.0%,,0,0,,0,3,56,18.67,0,1,16,16.00,0,0,0,0.0,0,0
47,2012,2012-12-09,13,25.065,CIN,,DAL,L 19-20,,0,0,0,,0,0.0%,,0,0,,0,2,55,27.50,0,0,0,,0,0,0,0.0,0,0
48,2012,2012-12-13,14,25.069,CIN,@,PHI,W 34-13,,0,0,0,,0,0.0%,,1,0,0.00,0,3,62,20.67,0,2,17,8.50,0,0,0,0.0,0,0
49,2012,2012-12-23,15,25.079,CIN,@,PIT,W 13-10,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2012,2012-12-30,16,25.086,CIN,,BAL,W 23-17,,5,3,53,17.67,0,60.0%,10.60,0,0,,0,2,56,28.00,0,0,0,,0,0,0,0.0,0,0
51,2013,2013-09-08,1,25.338,CIN,@,CHI,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2013,2013-09-16,2,25.346,CIN,,PIT,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,1,17,17.00,0,4,21,5.25,0,0,0,0.0,0,0
53,2013,2013-09-22,3,25.352,CIN,,GNB,W 34-30,,0,0,0,,0,0.0%,,0,0,,0,4,111,27.75,0,0,0,,0,0,0,0.0,0,0
54,2013,2013-09-29,4,25.359,CIN,@,CLE,L 6-17,,0,0,0,,0,0.0%,,0,0,,0,3,60,20.00,0,2,15,7.50,0,0,0,0.0,0,0
55,2013,2013-10-06,5,26.001,CIN,,NWE,W 13-6,,0,0,0,,0,0.0%,,0,0,,0,1,29,29.00,0,1,7,7.00,0,0,0,0.0,0,0
56,2013,2013-10-13,6,26.008,CIN,@,BUF,W 27-24,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,4,103,25.75,0,1,29,29.00,0,0,0,0.0,0,0
57,2013,2013-10-20,7,26.015,CIN,@,DET,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
58,2013,2013-10-27,8,26.022,CIN,,NYJ,W 49-9,,1,0,0,,0,0.0%,0.00,0,0,,0,4,133,33.25,0,3,19,6.33,0,0,0,0.0,0,0
59,2013,2013-10-31,9,26.026,CIN,@,MIA,L 20-22,,0,0,0,,0,0.0%,,0,0,,0,2,45,22.50,0,6,49,8.17,0,0,0,0.0,0,0
60,2013,2013-11-10,10,26.036,CIN,@,BAL,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,2,50,25.00,0,5,47,9.40,0,0,0,0.0,0,0
61,2013,2013-11-17,11,26.043,CIN,,CLE,W 41-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,12,6.00,0,0,0,0.0,0,0
62,2013,2013-12-01,12,26.057,CIN,@,SDG,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,3,67,22.33,0,1,2,2.00,0,0,0,0.0,0,0
