ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
35,2005,2005-11-06,8,25.267,PHI,@,WAS,L 10-17,*,7,5,57,11.40,0,71.4%,8.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
36,2005,2005-11-14,9,25.275,PHI,,DAL,L 20-21,*,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
37,2005,2005-11-20,10,25.281,PHI,@,NYG,L 17-27,*,7,3,64,21.33,0,42.9%,9.14,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
38,2005,2005-11-27,11,25.288,PHI,,GNB,W 19-14,*,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
39,2005,2005-12-05,12,25.296,PHI,,SEA,L 0-42,*,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
40,2005,2005-12-11,13,25.302,PHI,,NYG,L 23-26,*,6,1,8,8.00,0,16.7%,1.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
41,2005,2005-12-18,14,25.309,PHI,@,STL,W 17-16,*,8,4,26,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
42,2005,2005-12-24,15,25.315,PHI,@,ARI,L 21-27,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
43,2005,2006-01-01,16,25.323,PHI,,WAS,L 20-31,*,11,4,62,15.50,0,36.4%,5.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
44,2006,2006-09-10,1,26.210,PHI,@,HOU,W 24-10,,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
45,2006,2006-09-17,2,26.217,PHI,,NYG,L 24-30,,0,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
46,2006,2006-09-24,3,26.224,PHI,@,SFO,W 38-24,,5,2,31,15.50,0,40.0%,6.20,0,0,,0,0,0,,0,0,0,,,,,,1,28,28.00,0,0,0,,0,0,0,0.0,,
47,2006,2006-10-02,4,26.232,PHI,,GNB,W 31-9,,2,2,75,37.50,2,100.0%,37.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0.0,,
48,2006,2006-10-08,5,26.238,PHI,,DAL,W 38-24,*,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
49,2006,2006-10-15,6,26.245,PHI,@,NOR,L 24-27,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
50,2006,2006-10-22,7,26.252,PHI,@,TAM,L 21-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
51,2006,2006-10-29,8,26.259,PHI,,JAX,L 6-13,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
52,2006,2006-11-12,9,26.273,PHI,,WAS,W 27-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
53,2006,2006-11-19,10,26.280,PHI,,TEN,L 13-31,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,1,18,18.00,0,0,0,,0,0,0,0.0,,
54,2006,2006-11-26,11,26.287,PHI,@,IND,L 21-45,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
55,2006,2006-12-04,12,26.295,PHI,,CAR,W 27-24,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
56,2006,2006-12-10,13,26.301,PHI,@,WAS,W 21-19,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
57,2006,2006-12-17,14,26.308,PHI,@,NYG,W 36-22,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
58,2006,2006-12-25,15,26.316,PHI,@,DAL,W 23-7,,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
59,2006,2006-12-31,16,26.322,PHI,,ATL,W 24-17,*,7,4,52,13.00,0,57.1%,7.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
60,2007,2007-09-09,1,27.209,PHI,@,GNB,L 13-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,4,4,1.00,0,0,0,0.0,,
61,2007,2007-09-17,2,27.217,PHI,,WAS,L 12-20,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
62,2007,2007-09-23,3,27.223,PHI,,DET,W 56-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
63,2007,2007-09-30,4,27.230,PHI,@,NYG,L 3-16,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
64,2007,2007-10-21,6,27.251,PHI,,CHI,L 16-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,1,3,3.00,0,0,0,,0,0,0,0.0,,
65,2007,2007-10-28,7,27.258,PHI,@,MIN,W 23-16,,3,2,63,31.50,0,66.7%,21.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
66,2007,2007-11-04,8,27.265,PHI,,DAL,L 17-38,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
67,2007,2007-11-11,9,27.272,PHI,@,WAS,W 33-25,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
68,2007,2007-11-18,10,27.279,PHI,,MIA,W 17-7,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
69,2007,2007-11-25,11,27.286,PHI,@,NWE,L 28-31,,4,4,88,22.00,2,100.0%,22.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12,0.0,,
70,2007,2007-12-02,12,27.293,PHI,,SEA,L 24-28,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
71,2007,2007-12-09,13,27.300,PHI,,NYG,L 13-16,,3,1,18,18.00,0,33.3%,6.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0.0,,
72,2007,2007-12-16,14,27.307,PHI,@,DAL,W 10-6,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
73,2007,2007-12-23,15,27.314,PHI,@,NOR,W 38-23,,4,2,25,12.50,1,50.0%,6.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0.0,,
74,2007,2007-12-30,16,27.321,PHI,,BUF,W 17-9,,3,2,66,33.00,0,66.7%,22.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
75,2008,2008-09-07,1,28.208,PHI,,STL,W 38-3,,7,5,104,20.80,0,71.4%,14.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
76,2008,2008-09-15,2,28.216,PHI,@,DAL,L 37-41,,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,0,0,,,,,,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
77,2008,2008-09-21,3,28.222,PHI,,PIT,W 15-6,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
78,2008,2008-09-28,4,28.229,PHI,@,CHI,L 20-24,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
79,2008,2008-10-05,5,28.236,PHI,,WAS,L 17-23,,3,1,22,22.00,0,33.3%,7.33,0,0,,0,0,0,,0,0,0,,,,,,1,31,31.00,0,0,0,,0,0,0,0.0,0,0
80,2008,2008-10-12,6,28.243,PHI,@,SFO,W 40-26,,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,0,0,0.0,0,0
81,2008,2008-10-26,7,28.257,PHI,,ATL,W 27-14,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2008,2008-11-02,8,28.264,PHI,@,SEA,W 26-7,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
83,2008,2008-11-09,9,28.271,PHI,,NYG,L 31-36,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2008,2008-11-16,10,28.278,PHI,@,CIN,T 13-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2008,2008-11-23,11,28.285,PHI,@,BAL,L 7-36,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,1
86,2008,2008-11-27,12,28.289,PHI,,ARI,W 48-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2008,2008-12-07,13,28.299,PHI,@,NYG,W 20-14,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
88,2008,2008-12-15,14,28.307,PHI,,CLE,W 30-10,,3,1,10,10.00,1,33.3%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
89,2008,2008-12-21,15,28.313,PHI,@,WAS,L 3-10,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
90,2008,2008-12-28,16,28.320,PHI,,DAL,W 44-6,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
91,2009,2009-09-27,3,29.227,MIN,,SFO,W 27-24,,1,1,32,32.00,1,100.0%,32.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
92,2009,2009-10-05,4,29.235,MIN,,GNB,W 30-23,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2009,2009-10-18,6,29.248,MIN,,BAL,W 33-31,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,1
94,2009,2009-10-25,7,29.255,MIN,@,PIT,L 17-27,*,4,4,18,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
95,2009,2009-11-01,8,29.262,MIN,@,GNB,W 38-26,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2009,2009-11-15,9,29.276,MIN,,DET,W 27-10,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2009,2009-11-22,10,29.283,MIN,,SEA,W 35-9,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
98,2009,2009-11-29,11,29.290,MIN,,CHI,W 36-10,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2009,2009-12-06,12,29.297,MIN,@,ARI,L 17-30,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2009,2009-12-13,13,29.304,MIN,,CIN,W 30-10,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
101,2009,2009-12-20,14,29.311,MIN,@,CAR,L 7-26,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2009,2009-12-28,15,29.319,MIN,@,CHI,L 30-36,,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
103,2009,2010-01-03,16,29.325,MIN,,NYG,W 44-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
104,2010,2010-09-09,1,30.209,MIN,@,NOR,L 9-14,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
105,2010,2010-09-19,2,30.219,MIN,,MIA,L 10-14,*,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
106,2010,2010-09-26,3,30.226,MIN,,DET,W 24-10,*,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
107,2010,2010-10-11,4,30.241,MIN,@,NYJ,L 20-29,,3,1,33,33.00,0,33.3%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
108,2010,2010-10-17,5,30.247,MIN,,DAL,W 24-21,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2010,2010-10-24,6,30.254,MIN,@,GNB,L 24-28,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2010,2010-10-31,7,30.261,MIN,@,NWE,L 18-28,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
111,2010,2010-11-07,8,30.268,MIN,,ARI,W 27-24,,6,4,30,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
112,2010,2010-11-14,9,30.275,MIN,@,CHI,L 13-27,*,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
113,2010,2010-11-21,10,30.282,MIN,,GNB,L 3-31,,4,2,40,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
114,2010,2010-11-28,11,30.289,MIN,@,WAS,W 17-13,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
115,2010,2010-12-13,13,30.304,MIN,,NYG,L 3-21,*,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
116,2010,2011-01-02,16,30.324,MIN,@,DET,L 13-20,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
