ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-09-11,1,23.193,CLE,,CIN,L 13-27,,,,,,,,,,,
2,2005,2005-09-18,2,23.200,CLE,@,GNB,W 26-24,,,,,,,,,,,
3,2005,2005-09-25,3,23.207,CLE,@,IND,L 6-13,,,,,,,,,,,
4,2005,2005-10-09,4,23.221,CLE,,CHI,W 20-10,,,,,,,,,,,
5,2005,2005-10-16,5,23.228,CLE,@,BAL,L 3-16,,,,,,,,,,,
6,2005,2005-10-23,6,23.235,CLE,,DET,L 10-13,,,,,,,,,,,
7,2005,2005-10-30,7,23.242,CLE,@,HOU,L 16-19,,,,,,,,,,,
8,2005,2005-11-06,8,23.249,CLE,,TEN,W 20-14,,,,,,,,,,,
9,2005,2005-11-13,9,23.256,CLE,@,PIT,L 21-34,,,,,,,,,,,
10,2005,2005-11-20,10,23.263,CLE,,MIA,W 22-0,,,,,,,,,,,
11,2005,2005-11-27,11,23.270,CLE,@,MIN,L 12-24,,,,,,,,,,,
12,2005,2005-12-04,12,23.277,CLE,,JAX,L 14-20,,,,,,,,,,,
13,2005,2005-12-11,13,23.284,CLE,@,CIN,L 20-23,,,,,,,,,,,
14,2005,2005-12-18,14,23.291,CLE,@,OAK,W 9-7,,1,0,0.00,0,0.0,,,0,0,0
15,2005,2005-12-24,15,23.297,CLE,,PIT,L 0-41,,,,,,,,,,,
16,2005,2006-01-01,16,23.305,CLE,,BAL,W 20-16,,,,,,,,,,,
17,2006,2006-09-10,1,24.192,CLE,,NOR,L 14-19,*,0,0,,0,0.0,,,1,10,0
18,2006,2006-09-17,2,24.199,CLE,@,CIN,L 17-34,*,,,,,,,,,,
19,2006,2006-09-24,3,24.206,CLE,,BAL,L 14-15,*,,,,,,,,,,
20,2006,2006-10-01,4,24.213,CLE,@,OAK,W 24-21,*,0,0,,0,0.0,,,1,19,0
21,2006,2006-10-08,5,24.220,CLE,@,CAR,L 12-20,*,,,,,,,,,,
22,2006,2006-10-22,6,24.234,CLE,,DEN,L 7-17,*,,,,,,,,,,
23,2006,2006-10-29,7,24.241,CLE,,NYJ,W 20-13,*,0,0,,0,0.0,,,2,7,0
24,2006,2006-11-05,8,24.248,CLE,@,SDG,L 25-32,*,0,0,,0,0.5,,,0,0,0
25,2006,2006-11-12,9,24.255,CLE,@,ATL,W 17-13,*,0,0,,0,0.0,,,1,10,0
26,2006,2006-11-19,10,24.262,CLE,,PIT,L 20-24,*,,,,,,,,,,
27,2006,2006-11-26,11,24.269,CLE,,CIN,L 0-30,*,,,,,,,,,,
28,2006,2006-12-03,12,24.276,CLE,,KAN,W 31-28,*,,,,,,,,,,
29,2006,2006-12-07,13,24.280,CLE,@,PIT,L 7-27,*,,,,,,,,,,
30,2006,2006-12-17,14,24.290,CLE,@,BAL,L 17-27,*,,,,,,,,,,
31,2006,2006-12-24,15,24.297,CLE,,TAM,L 7-22,*,,,,,,,,,,
32,2006,2006-12-31,16,24.304,CLE,@,HOU,L 6-14,*,1,8,8.00,0,0.0,,,0,0,0
33,2007,2007-09-09,1,25.191,CLE,,PIT,L 7-34,*,,,,,,,,,,
34,2007,2007-09-16,2,25.198,CLE,,CIN,W 51-45,*,0,0,,0,0.0,,,1,11,0
35,2007,2007-09-23,3,25.205,CLE,@,OAK,L 24-26,*,,,,,,,,,,
36,2007,2007-09-30,4,25.212,CLE,,BAL,W 27-13,*,,,,,,,,,,
37,2007,2007-10-07,5,25.219,CLE,@,NWE,L 17-34,*,,,,,,,,,,
38,2007,2007-10-14,6,25.226,CLE,,MIA,W 41-31,*,,,,,,,,,,
39,2007,2007-10-28,7,25.240,CLE,@,STL,W 27-20,*,,,,,,,,,,
40,2007,2007-11-04,8,25.247,CLE,,SEA,W 33-30,*,0,0,,0,0.0,,,1,26,0
41,2007,2007-11-11,9,25.254,CLE,@,PIT,L 28-31,*,,,,,,,,,,
42,2007,2007-11-18,10,25.261,CLE,@,BAL,W 33-30,*,0,0,,0,0.0,,,1,0,0
43,2007,2007-11-25,11,25.268,CLE,,HOU,W 27-17,*,,,,,,,,,,
44,2007,2007-12-02,12,25.275,CLE,@,ARI,L 21-27,*,0,0,,0,0.0,,,1,0,0
45,2007,2007-12-09,13,25.282,CLE,@,NYJ,W 24-18,*,0,0,,0,0.5,,,1,0,0
46,2007,2007-12-16,14,25.289,CLE,,BUF,W 8-0,*,,,,,,,,,,
47,2007,2007-12-23,15,25.296,CLE,@,CIN,L 14-19,*,,,,,,,,,,
48,2007,2007-12-30,16,25.303,CLE,,SFO,W 20-7,*,,,,,,,,,,
49,2008,2008-09-07,1,26.189,CLE,,DAL,L 10-28,*,0,0,,0,0.0,5,1,0,0,0
50,2008,2008-10-19,6,26.231,CLE,@,WAS,L 11-14,*,0,0,,0,0.0,10,0,0,0,0
51,2008,2008-10-26,7,26.238,CLE,@,JAX,W 23-17,*,0,0,,0,0.0,5,1,0,0,0
52,2008,2008-11-02,8,26.245,CLE,,BAL,L 27-37,*,0,0,,0,0.0,1,0,0,0,0
53,2008,2008-11-06,9,26.249,CLE,,DEN,L 30-34,*,0,0,,0,0.0,7,1,0,0,0
54,2008,2008-11-17,10,26.260,CLE,@,BUF,W 29-27,*,0,0,,0,0.0,1,1,0,0,0
55,2008,2008-11-23,11,26.266,CLE,,HOU,L 6-16,*,0,0,,0,0.0,3,1,1,20,0
56,2008,2008-11-30,12,26.273,CLE,,IND,L 6-10,*,0,0,,0,0.0,3,0,1,4,0
57,2008,2008-12-07,13,26.280,CLE,@,TEN,L 9-28,*,0,0,,0,0.0,3,2,0,0,0
58,2008,2008-12-15,14,26.288,CLE,@,PHI,L 10-30,*,0,0,,0,0.0,3,0,1,0,0
59,2008,2008-12-21,15,26.294,CLE,,CIN,L 0-14,*,0,0,,0,0.0,4,1,0,0,0
60,2008,2008-12-28,16,26.301,CLE,@,PIT,L 0-31,*,0,0,,0,0.0,3,0,1,3,0
61,2009,2009-09-20,2,27.202,PHI,,NOR,L 22-48,,0,0,,0,0.0,0,0,0,0,0
62,2009,2009-09-27,3,27.209,PHI,,KAN,W 34-14,,0,0,,0,0.0,2,0,0,0,0
63,2009,2009-10-11,4,27.223,PHI,,TAM,W 33-14,,0,0,,0,0.0,0,0,0,0,0
64,2009,2009-10-18,5,27.230,PHI,@,OAK,L 9-13,,0,0,,0,0.0,1,1,0,0,0
65,2009,2009-10-26,6,27.238,PHI,@,WAS,W 27-17,,0,0,,0,0.0,3,1,0,0,0
66,2009,2009-11-01,7,27.244,PHI,,NYG,W 40-17,*,0,0,,0,0.0,5,1,0,0,0
67,2009,2009-11-08,8,27.251,PHI,,DAL,L 16-20,*,0,0,,0,1.0,4,1,0,0,0
68,2009,2009-11-15,9,27.258,PHI,@,SDG,L 23-31,*,0,0,,0,0.0,3,2,0,0,0
69,2009,2009-11-22,10,27.265,PHI,@,CHI,W 24-20,*,0,0,,0,0.0,2,2,1,0,0
70,2009,2009-11-29,11,27.272,PHI,,WAS,W 27-24,*,0,0,,0,0.0,2,2,0,0,0
