ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2016,2016-09-12,1,23.218,PIT,@,WAS,W 38-16,,0,0,0.0,0,0
2,2016,2016-09-18,2,23.224,PIT,,CIN,W 24-16,*,0,0,0.0,1,0
3,2016,2016-09-25,3,23.231,PIT,@,PHI,L 3-34,*,0,0,0.0,1,0
4,2016,2016-10-02,4,23.238,PIT,,KAN,W 43-14,*,0,0,0.0,0,2
5,2016,2016-10-09,5,23.245,PIT,,NYJ,W 31-13,,0,0,0.0,2,0
6,2016,2016-10-16,6,23.252,PIT,@,MIA,L 15-30,*,0,0,0.0,1,2
7,2016,2016-10-23,7,23.259,PIT,,NWE,L 16-27,*,0,0,0.0,1,0
8,2016,2016-11-06,8,23.273,PIT,@,BAL,L 14-21,*,0,0,0.0,0,1
9,2016,2016-11-13,9,23.280,PIT,,DAL,L 30-35,*,0,0,0.0,1,0
10,2016,2016-11-20,10,23.287,PIT,@,CLE,W 24-9,*,1,6,1.0,1,0
11,2016,2016-11-24,11,23.291,PIT,@,IND,W 28-7,*,0,0,1.0,4,1
12,2016,2016-12-04,12,23.301,PIT,,NYG,W 24-14,*,0,0,0.0,2,0
13,2016,2016-12-18,14,23.315,PIT,@,CIN,W 24-20,*,0,0,0.0,0,1
14,2016,2016-12-25,15,23.322,PIT,,BAL,W 31-27,*,0,0,0.0,2,2
15,2016,2017-01-01,16,23.329,PIT,,CLE,W 27-24,*,0,0,0.0,2,0
16,2017,2017-09-10,1,24.215,PIT,@,CLE,W 21-18,*,0,0,1.0,3,0
17,2017,2017-09-17,2,24.222,PIT,,MIN,W 26-9,,0,0,0.0,0,0
18,2017,2017-09-24,3,24.229,PIT,@,CHI,L 17-23,*,0,0,1.0,2,0
19,2017,2017-10-01,4,24.236,PIT,@,BAL,W 26-9,*,0,0,0.0,0,1
20,2017,2017-10-08,5,24.243,PIT,,JAX,L 9-30,*,0,0,0.0,4,6
21,2017,2017-10-15,6,24.250,PIT,@,KAN,W 19-13,*,0,0,0.0,0,0
22,2017,2017-10-22,7,24.257,PIT,,CIN,W 29-14,*,0,0,0.0,1,2
23,2017,2017-10-29,8,24.264,PIT,@,DET,W 20-15,*,0,0,0.0,2,0
24,2017,2017-11-12,9,24.278,PIT,@,IND,W 20-17,*,0,0,0.0,0,0
25,2017,2017-11-16,10,24.282,PIT,,TEN,W 40-17,,0,0,0.0,2,1
26,2017,2017-11-26,11,24.292,PIT,,GNB,W 31-28,,0,0,0.0,1,0
27,2017,2017-12-04,12,24.300,PIT,@,CIN,W 23-20,,0,0,0.0,0,0
28,2017,2017-12-10,13,24.306,PIT,,BAL,W 39-38,*,0,0,0.0,4,0
29,2017,2017-12-17,14,24.313,PIT,,NWE,L 24-27,*,0,0,0.0,1,0
30,2017,2017-12-25,15,24.321,PIT,@,HOU,W 34-6,*,0,0,0.0,0,1
31,2017,2017-12-31,16,24.327,PIT,,CLE,W 28-24,*,0,0,0.0,1,0
32,2018,2018-09-09,1,25.214,PIT,@,CLE,T 21-21,*,0,0,1.0,3,1
33,2018,2018-09-16,2,25.221,PIT,,KAN,L 37-42,,0,0,0.0,1,0
34,2018,2018-09-24,3,25.229,PIT,@,TAM,W 30-27,*,0,0,0.0,2,0
