ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1981,1981-09-06,1,23.125,BAL,@,NWE,W 29-28,1,8,8.00,0,0,0,,0,0,0
2,1981,1981-09-13,2,23.132,BAL,,BUF,L 3-35,0,0,,0,,,,,,
3,1981,1981-09-20,3,23.139,BAL,@,DEN,L 10-28,0,0,,0,,,,,,
4,1981,1981-09-27,4,23.146,BAL,,MIA,L 28-31,0,0,,0,,,,,,
5,1981,1981-10-04,5,23.153,BAL,@,BUF,L 17-23,0,0,,0,,,,,,
6,1981,1981-10-11,6,23.160,BAL,,CIN,L 19-41,0,0,,0,,,,,,
7,1981,1981-10-18,7,23.167,BAL,,SDG,L 14-43,0,0,,0,,,,,,
8,1981,1981-10-25,8,23.174,BAL,@,CLE,L 28-42,0,0,,0,,,,,,
9,1981,1981-11-01,9,23.181,BAL,@,MIA,L 10-27,0,0,,0,,,,,,
10,1981,1981-11-08,10,23.188,BAL,,NYJ,L 14-41,0,0,,0,,,,,,
11,1981,1981-11-15,11,23.195,BAL,@,PHI,L 13-38,0,0,,0,,,,,,
12,1981,1981-11-22,12,23.202,BAL,,STL,L 24-35,0,0,,0,,,,,,
13,1981,1981-11-29,13,23.209,BAL,@,NYJ,L 0-25,0,0,,0,,,,,,
14,1981,1981-12-06,14,23.216,BAL,,DAL,L 13-37,1,11,11.00,0,0,0,,0,0,0
15,1981,1981-12-13,15,23.223,BAL,@,WAS,L 14-38,0,0,,0,,,,,,
16,1981,1981-12-20,16,23.230,BAL,,NWE,W 23-21,0,0,,0,,,,,,
17,1982,1982-09-12,1,24.131,BAL,,NWE,L 13-24,2,28,14.00,0,0,0,,0,0,0
18,1982,1982-09-19,2,24.138,BAL,@,MIA,L 20-24,1,11,11.00,0,0,0,,0,0,0
19,1982,1982-11-21,3,24.201,BAL,@,NYJ,L 0-37,5,92,18.40,0,0,0,,0,0,0
20,1982,1982-11-28,4,24.208,BAL,@,BUF,L 0-20,0,0,,0,,,,,,
21,1982,1982-12-05,5,24.215,BAL,,CIN,L 17-20,1,21,21.00,0,0,0,,0,0,0
22,1982,1982-12-12,6,24.222,BAL,@,MIN,L 10-13,0,0,,0,,,,,,
23,1982,1982-12-19,7,24.229,BAL,,GNB,T 20-20,3,31,10.33,0,0,0,,0,0,0
24,1982,1982-12-26,8,24.236,BAL,@,SDG,L 26-44,6,68,11.33,0,0,0,,0,0,0
25,1982,1983-01-02,9,24.243,BAL,,MIA,L 7-34,3,29,9.67,0,0,0,,0,0,0
26,1983,1983-09-04,1,25.123,BAL,@,NWE,W 29-23,2,58,29.00,0,0,0,,0,0,0
27,1983,1983-09-11,2,25.130,BAL,,DEN,L 10-17,1,7,7.00,0,0,0,,0,0,0
28,1983,1983-09-18,3,25.137,BAL,@,BUF,L 23-28,2,41,20.50,0,0,0,,0,0,0
29,1983,1983-09-25,4,25.144,BAL,,CHI,W 22-19,1,7,7.00,0,0,0,,0,0,0
30,1983,1983-10-02,5,25.151,BAL,@,CIN,W 34-31,3,25,8.33,0,0,0,,0,0,0
31,1983,1983-10-09,6,25.158,BAL,,NWE,W 12-7,2,33,16.50,0,0,0,,0,0,0
32,1983,1983-10-16,7,25.165,BAL,,BUF,L 7-30,2,29,14.50,0,0,0,,0,0,0
33,1983,1983-10-23,8,25.172,BAL,,MIA,L 7-21,3,53,17.67,0,0,0,,0,0,0
