ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1978,1978-11-26,13,22.186,ATL,,NOR,W 20-17,,,,
2,1978,1978-12-03,14,22.193,ATL,@,CIN,L 7-37,,,,
3,1978,1978-12-10,15,22.200,ATL,,WAS,W 20-17,,,,
4,1978,1978-12-17,16,22.207,ATL,@,STL,L 21-42,,,,
5,1980,1980-09-07,1,24.106,PHI,,DEN,W 27-6,1,7,7.00,0
6,1980,1980-09-14,2,24.113,PHI,@,MIN,W 42-7,,,,
7,1980,1980-09-22,3,24.121,PHI,,NYG,W 35-3,,,,
8,1980,1980-11-16,11,24.176,SFO,@,MIA,L 13-17,,,,
9,1980,1980-11-23,12,24.183,SFO,,NYG,W 12-0,,,,
10,1980,1980-11-30,13,24.190,SFO,,NWE,W 21-17,,,,
11,1980,1980-12-07,14,24.197,SFO,,NOR,W 38-35,,,,
12,1980,1980-12-14,15,24.204,SFO,@,ATL,L 10-35,,,,
13,1980,1980-12-21,16,24.211,SFO,,BUF,L 13-18,,,,
14,1981,1981-11-15,11,25.175,RAM,@,CIN,L 10-24,,,,
15,1981,1981-11-22,12,25.182,RAM,,SFO,L 31-33,,,,
16,1981,1981-11-29,13,25.189,RAM,@,PIT,L 0-24,,,,
17,1981,1981-12-06,14,25.196,RAM,@,NYG,L 7-10,,,,
18,1981,1981-12-14,15,25.204,RAM,,ATL,W 21-16,,,,
19,1981,1981-12-20,16,25.210,RAM,,WAS,L 7-30,,,,
