ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1983,1983-10-17,7,22.188,GNB,,WAS,W 48-47
2,1983,1983-10-23,8,22.194,GNB,,MIN,L 17-20
3,1983,1983-11-06,10,22.208,GNB,,CLE,W 35-21
4,1984,1984-09-16,3,23.157,MIN,,ATL,W 27-20
5,1984,1984-09-23,4,23.164,MIN,@,DET,W 29-28
6,1984,1984-09-30,5,23.171,MIN,,SEA,L 12-20
7,1984,1984-10-07,6,23.178,MIN,@,TAM,L 31-35
8,1984,1984-10-14,7,23.185,MIN,@,RAI,L 20-23
9,1984,1984-10-28,9,23.199,MIN,@,CHI,L 7-16
10,1984,1984-11-04,10,23.206,MIN,,TAM,W 27-24
11,1984,1984-11-11,11,23.213,MIN,@,GNB,L 17-45
12,1984,1984-11-18,12,23.220,MIN,@,DEN,L 21-42
13,1984,1984-11-29,14,23.231,MIN,,WAS,L 17-31
14,1984,1984-12-08,15,23.240,MIN,@,SFO,L 7-51
15,1984,1984-12-16,16,23.248,MIN,,GNB,L 14-38
