ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
62,1991,1991-10-06,5,26.319,PIT,@,IND,W 21-3,,,,,,,,
63,1991,1991-10-14,6,26.327,PIT,,NYG,L 20-23,,,,,,,,
64,1991,1991-10-20,7,26.333,PIT,,SEA,L 7-27,,,,,,,,
65,1991,1991-10-27,8,26.340,PIT,@,CLE,L 14-17,,,,,,,,
66,1991,1991-11-03,9,26.347,PIT,@,DEN,L 13-20,,,,,,,,
67,1991,1991-11-10,10,26.354,PIT,@,CIN,W 33-27,0,0,,0,0.0,1,12,0
68,1991,1991-11-17,11,26.361,PIT,,WAS,L 14-41,,,,,,,,
69,1991,1991-11-24,12,27.003,PIT,,HOU,W 26-14,0,0,,0,0.0,2,14,0
70,1991,1991-11-28,13,27.007,PIT,@,DAL,L 10-20,,,,,,,,
71,1991,1991-12-08,14,27.017,PIT,@,HOU,L 6-31,,,,,,,,
72,1991,1991-12-15,15,27.024,PIT,,CIN,W 17-10,,,,,,,,
73,1991,1991-12-22,16,27.031,PIT,,CLE,W 17-10,,,,,,,,
74,1992,1992-10-05,4,27.319,DAL,@,PHI,L 7-31,,,,,,,,
75,1992,1992-10-11,5,27.325,DAL,,SEA,W 27-0,,,,,,,,
76,1992,1992-10-18,6,27.332,DAL,,KAN,W 17-10,,,,,,,,
77,1992,1992-10-25,7,27.339,DAL,@,RAI,W 28-13,,,,,,,,
78,1992,1992-11-01,8,27.346,DAL,,PHI,W 20-10,,,,,,,,
79,1992,1992-11-08,9,27.353,DAL,@,DET,W 37-3,0,0,,0,0.0,2,28,0
80,1992,1992-11-15,10,27.360,DAL,,RAM,L 23-27,,,,,,,,
81,1992,1992-11-22,11,28.001,DAL,@,PHO,W 16-10,,,,,,,,
82,1992,1992-12-13,14,28.022,DAL,@,WAS,L 17-20,,,,,,,,
83,1992,1992-12-21,15,28.030,DAL,@,ATL,W 41-17,,,,,,,,
84,1992,1992-12-27,16,28.036,DAL,,CHI,W 27-14,,,,,,,,
85,1993,1993-09-06,1,28.289,DAL,@,WAS,L 16-35,,,,,,,,
86,1993,1993-09-12,2,28.295,DAL,,BUF,L 10-13,,,,,,,,
87,1993,1993-09-19,3,28.302,DAL,@,PHO,W 17-10,,,,,,,,
88,1993,1993-10-03,4,28.316,DAL,,GNB,W 36-14,,,,,,,,
89,1993,1993-10-10,5,28.323,DAL,@,IND,W 27-3,0,0,,0,0.0,2,25,0
90,1993,1993-10-17,6,28.330,DAL,,SFO,W 26-17,,,,,,,,
91,1993,1993-10-31,7,28.344,DAL,@,PHI,W 23-10,,,,,,,,
92,1993,1993-11-07,8,28.351,DAL,,NYG,W 31-9,,,,,,,,
93,1993,1993-11-14,9,28.358,DAL,,PHO,W 20-15,,,,,,,,
94,1993,1993-11-21,10,29.000,DAL,@,ATL,L 14-27,,,,,,,,
95,1993,1993-11-25,11,29.004,DAL,,MIA,L 14-16,,,,,,,,
96,1993,1993-12-06,12,29.015,DAL,,PHI,W 23-17,,,,,,,,
97,1993,1993-12-12,13,29.021,DAL,@,MIN,W 37-20,,,,,,,,
98,1993,1993-12-18,14,29.027,DAL,@,NYJ,W 28-7,,,,,,,,
99,1993,1993-12-26,15,29.035,DAL,,WAS,W 38-3,,,,,,,,
100,1993,1994-01-02,16,29.042,DAL,@,NYG,W 16-13,,,,,,,,
101,1994,1994-09-04,1,29.287,TAM,@,CHI,L 9-21,0,0,,0,,,,
102,1994,1994-09-11,2,29.294,TAM,,IND,W 24-10,0,0,,0,,,,
103,1994,1994-09-18,3,29.301,TAM,,NOR,L 7-9,0,0,,0,,,,
104,1994,1994-09-25,4,29.308,TAM,@,GNB,L 3-30,0,0,,0,,,,
105,1994,1994-10-02,5,29.315,TAM,,DET,W 24-14,0,0,,0,,,,
106,1994,1994-10-09,6,29.322,TAM,@,ATL,L 13-34,0,0,,0,0.0,1,26,0
107,1994,1994-10-23,7,29.336,TAM,@,SFO,L 16-41,0,0,,0,,,,
108,1994,1994-11-06,9,29.350,TAM,,CHI,L 6-20,0,0,,0,,,,
109,1994,1994-11-13,10,29.357,TAM,@,DET,L 9-14,0,0,,0,,,,
110,1994,1994-11-20,11,29.364,TAM,@,SEA,L 21-22,0,0,,0,,,,
111,1994,1994-11-27,12,30.006,TAM,@,MIN,W 20-17,0,0,,0,,,,
112,1994,1994-12-04,13,30.013,TAM,,WAS,W 26-21,0,0,,0,,,,
113,1994,1994-12-11,14,30.020,TAM,,RAM,W 24-14,2,2,1.00,0,0.0,0,0,0
114,1994,1994-12-18,15,30.027,TAM,@,WAS,W 17-14,0,0,,0,,,,
115,1994,1994-12-24,16,30.033,TAM,,GNB,L 19-34,0,0,,0,,,,
116,1995,1995-09-03,1,30.286,TAM,@,PHI,W 21-6,,,,,,,,
117,1995,1995-09-10,2,30.293,TAM,@,CLE,L 6-22,,,,,,,,
118,1995,1995-09-17,3,30.300,TAM,,CHI,L 6-25,,,,,,,,
119,1995,1995-09-24,4,30.307,TAM,,WAS,W 14-6,,,,,,,,
120,1995,1995-10-01,5,30.314,TAM,@,CAR,W 20-13,,,,,,,,
121,1995,1995-10-29,9,30.342,TAM,@,HOU,L 7-19,,,,,,,,
122,1995,1995-11-12,10,30.356,TAM,@,DET,L 24-27,0,0,,0,1.0,0,0,0
123,1995,1995-11-19,11,30.363,TAM,,JAX,W 17-16,,,,,,,,
124,1995,1995-11-26,12,31.005,TAM,@,GNB,L 13-35,,,,,,,,
125,1995,1995-12-03,13,31.012,TAM,@,MIN,L 17-31,,,,,,,,
126,1995,1995-12-10,14,31.019,TAM,,GNB,W 13-10,,,,,,,,
127,1995,1995-12-17,15,31.026,TAM,@,CHI,L 10-31,,,,,,,,
128,1995,1995-12-23,16,31.032,TAM,,DET,L 10-37,,,,,,,,
