ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
79,1994,1994-11-06,9,28.222,SEA,,CIN,L 17-20,1,0,0,,0,0.0%,0.00,,,,,,
80,1994,1994-11-13,10,28.229,SEA,@,DEN,L 10-17,,0,0,,0,0.0%,,,,,,,
81,1994,1994-11-20,11,28.236,SEA,,TAM,W 22-21,2,0,0,,0,0.0%,0.00,,,,,,
82,1994,1994-11-27,12,28.243,SEA,,KAN,W 10-9,1,0,0,,0,0.0%,0.00,,,,,,
83,1994,1994-12-04,13,28.250,SEA,,IND,L 19-31,5,3,55,18.33,0,60.0%,11.00,0,0,,0,0,0
84,1994,1994-12-11,14,28.257,SEA,@,HOU,W 16-14,,0,0,,0,0.0%,,,,,,,
85,1994,1994-12-18,15,28.264,SEA,,RAI,L 16-17,1,0,0,,0,0.0%,0.00,,,,,,
86,1994,1994-12-24,16,28.270,SEA,@,CLE,L 9-35,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0
87,1995,1995-09-03,1,29.158,SEA,,KAN,L 10-34,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0
88,1995,1995-09-10,2,29.165,SEA,@,SDG,L 10-14,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
89,1995,1995-09-17,3,29.172,SEA,,CIN,W 24-21,2,1,50,50.00,1,50.0%,25.00,0,0,,0,1,6
90,1995,1995-10-01,4,29.186,SEA,,DEN,W 27-10,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0
91,1995,1995-10-08,5,29.193,SEA,@,OAK,L 14-34,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0
92,1995,1995-10-15,6,29.200,SEA,@,BUF,L 21-27,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0
93,1995,1995-10-22,7,29.207,SEA,,SDG,L 25-35,4,2,42,21.00,0,50.0%,10.50,0,0,,0,0,0
94,1995,1995-10-29,8,29.214,SEA,@,ARI,L 14-20,0,0,0,,0,0.0%,,,,,,,
95,1995,1995-11-05,9,29.221,SEA,,NYG,W 30-28,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0
96,1995,1995-11-12,10,29.228,SEA,@,JAX,W 47-30,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0
97,1995,1995-11-19,11,29.235,SEA,@,WAS,W 27-20,1,0,0,,0,0.0%,0.00,,,,,,
98,1995,1995-11-26,12,29.242,SEA,,NYJ,L 10-16,2,0,0,,0,0.0%,0.00,,,,,,
99,1995,1995-12-03,13,29.249,SEA,,PHI,W 26-14,,0,0,,0,0.0%,,,,,,,
100,1995,1995-12-10,14,29.256,SEA,@,DEN,W 31-27,1,0,0,,0,0.0%,0.00,,,,,,
101,1995,1995-12-17,15,29.263,SEA,,OAK,W 44-10,,0,0,,0,0.0%,,,,,,,
102,1996,1996-09-22,4,30.177,TAM,,SEA,L 13-17,,0,0,,0,0.0%,,,,,,,
103,1996,1996-09-29,5,30.184,TAM,,DET,L 0-27,,0,0,,0,0.0%,,,,,,,
104,1996,1996-10-13,6,30.198,TAM,,MIN,W 24-13,6,5,73,14.60,2,83.3%,12.17,0,0,,0,2,12
105,1996,1996-10-20,7,30.205,TAM,@,ARI,L 9-13,7,4,67,16.75,0,57.1%,9.57,0,0,,0,0,0
106,1996,1996-10-27,8,30.212,TAM,@,GNB,L 7-13,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0
107,1996,1996-11-03,9,30.219,TAM,@,CHI,L 10-13,9,6,76,12.67,0,66.7%,8.44,0,0,,0,0,0
108,1996,1996-11-10,10,30.226,TAM,,OAK,W 20-17,,0,0,,0,0.0%,,,,,,,
109,1996,1996-11-17,11,30.233,TAM,@,SDG,W 25-17,9,5,54,10.80,0,55.6%,6.00,0,0,,0,0,0
110,1996,1996-11-24,12,30.240,TAM,,NOR,W 13-7,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0
111,1996,1996-12-01,13,30.247,TAM,@,CAR,L 0-24,9,6,66,11.00,0,66.7%,7.33,0,0,,0,0,0
112,1996,1996-12-08,14,30.254,TAM,,WAS,W 24-10,1,0,0,,0,0.0%,0.00,,,,,,
113,1996,1996-12-15,15,30.261,TAM,@,MIN,L 10-21,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0
114,1997,1997-08-31,1,31.155,TAM,,SFO,W 13-6,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0
115,1997,1997-09-07,2,31.162,TAM,@,DET,W 24-17,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
116,1997,1997-09-14,3,31.169,TAM,@,MIN,W 28-14,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0
117,1997,1997-09-21,4,31.176,TAM,,MIA,W 31-21,,0,0,,0,0.0%,,,,,,,
118,1997,1997-09-28,5,31.183,TAM,,ARI,W 19-18,0,0,0,,0,0.0%,,,,,,,
119,1997,1997-10-05,6,31.190,TAM,@,GNB,L 16-21,2,0,0,,0,0.0%,0.00,,,,,,
120,1997,1997-10-12,7,31.197,TAM,,DET,L 9-27,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
121,1997,1997-10-26,8,31.211,TAM,,MIN,L 6-10,1,0,0,,0,0.0%,0.00,,,,,,
122,1997,1997-11-02,9,31.218,TAM,@,IND,W 31-28,,0,0,,0,0.0%,,,,,,,
123,1997,1997-11-09,10,31.225,TAM,@,ATL,W 31-10,,0,0,,0,0.0%,,,,,,,
124,1997,1997-11-16,11,31.232,TAM,,NWE,W 27-7,,0,0,,0,0.0%,,,,,,,
125,1997,1997-11-23,12,31.239,TAM,@,CHI,L 7-13,6,4,53,13.25,0,66.7%,8.83,0,0,,0,0,0
126,1997,1997-11-30,13,31.246,TAM,@,NYG,W 20-8,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0
127,1997,1997-12-07,14,31.253,TAM,,GNB,L 6-17,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
128,1997,1997-12-14,15,31.260,TAM,@,NYJ,L 0-31,2,0,0,,0,0.0%,0.00,,,,,,
129,1997,1997-12-21,16,31.267,TAM,,CHI,W 31-15,,0,0,,0,0.0%,,,,,,,
130,1998,1998-09-20,3,32.175,TAM,,CHI,W 27-15,,0,0,,0,0.0%,,0,0,,0,0,0
131,1998,1998-09-28,4,32.183,TAM,@,DET,L 6-27,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0
132,1998,1998-10-04,5,32.189,TAM,,NYG,W 20-3,1,,,,,0.0%,,,,,,,
133,1998,1998-11-01,8,32.217,TAM,,MIN,W 27-24,,,,,,0.0%,,,,,,,
134,1998,1998-11-08,9,32.224,TAM,,TEN,L 22-31,,,,,,0.0%,,,,,,,
135,1998,1998-11-22,11,32.238,TAM,,DET,L 25-28,,,,,,0.0%,,,,,,,
136,1998,1998-12-27,16,32.273,TAM,@,CIN,W 35-0,2,1,50,50.00,1,50.0%,25.00,0,0,,0,1,6
