ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2006,2006-09-10,1,22.189,SEA,@,DET,W 9-6,,0,0,,0,5,263,52.60,0
2,2006,2006-09-17,2,22.196,SEA,,ARI,W 21-10,,0,0,,0,5,193,38.60,0
3,2006,2006-09-24,3,22.203,SEA,,NYG,W 42-30,,0,0,,0,4,195,48.75,0
4,2006,2006-10-01,4,22.210,SEA,@,CHI,L 6-37,,0,0,,0,8,345,43.13,0
5,2006,2006-10-15,5,22.224,SEA,@,STL,W 30-28,,0,0,,0,4,158,39.50,0
6,2006,2006-10-22,6,22.231,SEA,,MIN,L 13-31,,0,0,,0,6,307,51.17,0
7,2006,2006-10-29,7,22.238,SEA,@,KAN,L 28-35,,0,0,,0,4,198,49.50,0
8,2006,2006-11-06,8,22.246,SEA,,OAK,W 16-0,,0,0,,0,8,339,42.38,0
9,2006,2006-11-12,9,22.252,SEA,,STL,W 24-22,,0,0,,0,4,168,42.00,0
10,2006,2006-11-19,10,22.259,SEA,@,SFO,L 14-20,,0,0,,0,5,251,50.20,0
11,2006,2006-11-27,11,22.267,SEA,,GNB,W 34-24,,0,0,,0,3,132,44.00,0
12,2006,2006-12-03,12,22.273,SEA,@,DEN,W 23-20,,0,0,,0,7,286,40.86,0
13,2006,2006-12-10,13,22.280,SEA,@,ARI,L 21-27,,0,0,,0,4,199,49.75,0
14,2006,2006-12-14,14,22.284,SEA,,SFO,L 14-24,,0,0,,0,7,259,37.00,0
15,2006,2006-12-24,15,22.294,SEA,,SDG,L 17-20,,0,0,,0,9,446,49.56,0
16,2006,2006-12-31,16,22.301,SEA,@,TAM,W 23-7,,0,0,,0,1,39,39.00,0
17,2007,2007-09-09,1,23.188,SEA,,TAM,W 20-6,,0,0,,0,6,258,43.00,0
18,2007,2007-09-16,2,23.195,SEA,@,ARI,L 20-23,,0,0,,0,5,199,39.80,0
19,2007,2007-09-23,3,23.202,SEA,,CIN,W 24-21,,0,0,,0,5,200,40.00,0
20,2007,2007-09-30,4,23.209,SEA,@,SFO,W 23-3,,0,0,,0,8,306,38.25,0
21,2007,2007-10-07,5,23.216,SEA,@,PIT,L 0-21,,0,0,,0,9,395,43.89,0
22,2007,2007-10-14,6,23.223,SEA,,NOR,L 17-28,,1,0,0.00,0,4,162,40.50,0
23,2007,2007-10-21,7,23.230,SEA,,STL,W 33-6,,0,0,,0,5,229,45.80,0
24,2007,2007-11-04,8,23.244,SEA,@,CLE,L 30-33,,0,0,,0,2,72,36.00,0
25,2007,2007-11-12,9,23.252,SEA,,SFO,W 24-0,,0,0,,0,5,203,40.60,0
26,2007,2007-11-18,10,23.258,SEA,,CHI,W 30-23,,0,0,,0,5,175,35.00,0
27,2007,2007-11-25,11,23.265,SEA,@,STL,W 24-19,,0,0,,0,5,233,46.60,0
28,2007,2007-12-02,12,23.272,SEA,@,PHI,W 28-24,,0,0,,0,7,213,30.43,0
29,2007,2007-12-09,13,23.279,SEA,,ARI,W 42-21,,0,0,,0,5,180,36.00,0
30,2007,2007-12-16,14,23.286,SEA,@,CAR,L 10-13,,0,0,,0,8,325,40.63,0
31,2007,2007-12-23,15,23.293,SEA,,BAL,W 27-6,,0,0,,0,5,213,42.60,0
32,2007,2007-12-30,16,23.300,SEA,@,ATL,L 41-44,,0,0,,0,2,73,36.50,0
33,2008,2008-09-07,1,24.186,SEA,@,BUF,L 10-34,,0,0,,0,11,450,40.91,0
34,2008,2008-10-19,7,24.228,WAS,,CLE,W 14-11,,0,0,,0,8,298,37.25,0
35,2008,2008-10-26,8,24.235,WAS,@,DET,W 25-17,,0,0,,0,2,81,40.50,0
36,2008,2008-11-03,9,24.243,WAS,,PIT,L 6-23,,0,0,,0,6,262,43.67,1
37,2008,2008-11-16,10,24.256,WAS,,DAL,L 10-14,,0,0,,0,4,188,47.00,0
38,2008,2008-11-23,11,24.263,WAS,@,SEA,W 20-17,,0,0,,0,3,95,31.67,0
39,2008,2008-11-30,12,24.270,WAS,,NYG,L 7-23,,0,0,,0,6,274,45.67,0
40,2008,2008-12-07,13,24.277,WAS,@,BAL,L 10-24,,0,0,,0,7,255,36.43,0
41,2008,2008-12-14,14,24.284,WAS,@,CIN,L 13-20,,0,0,,0,6,290,48.33,0
42,2008,2008-12-21,15,24.291,WAS,,PHI,W 10-3,,0,0,,0,8,320,40.00,0
43,2008,2008-12-28,16,24.298,WAS,@,SFO,L 24-27,,0,0,,0,5,228,45.60,0
