ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,2000,2000-09-17,3,23.111,NWE,,MIN,L 13-21,,,,,
2,2000,2000-09-24,4,23.118,NWE,@,MIA,L 3-10,,,,,
3,2000,2000-10-01,5,23.125,NWE,@,DEN,W 28-19,,,,,
4,2000,2000-10-08,6,23.132,NWE,,IND,W 24-16,,0.0,1,11,0
5,2000,2000-10-15,7,23.139,NWE,,NYJ,L 17-34,,,,,
6,2000,2000-10-22,8,23.146,NWE,@,IND,L 23-30,,,,,
7,2000,2000-11-05,9,23.160,NWE,,BUF,L 13-16,,,,,
8,2000,2000-11-12,10,23.167,NWE,@,CLE,L 11-19,,,,,
9,2000,2000-11-19,11,23.174,NWE,,CIN,W 16-13,,,,,
10,2000,2000-11-23,12,23.178,NWE,@,DET,L 9-34,,,,,
11,2000,2000-12-04,13,23.189,NWE,,KAN,W 30-24,,,,,
12,2000,2000-12-10,14,23.195,NWE,@,CHI,L 17-24,,,,,
13,2000,2000-12-17,15,23.202,NWE,@,BUF,W 13-10,,,,,
14,2000,2000-12-24,16,23.209,NWE,,MIA,L 24-27,,1.0,0,0,0
15,2001,2001-09-09,1,24.103,NWE,@,CIN,L 17-23,,,,,
16,2001,2001-10-07,4,24.131,NWE,@,MIA,L 10-30,*,,,,
17,2001,2001-10-14,5,24.138,NWE,,SDG,W 29-26,,,,,
18,2001,2001-11-11,9,24.166,NWE,,BUF,W 21-11,,,,,
19,2001,2001-11-18,10,24.173,NWE,,STL,L 17-24,,,,,
20,2001,2001-11-25,11,24.180,NWE,,NOR,W 34-17,,,,,
21,2001,2001-12-02,12,24.187,NWE,@,NYJ,W 17-16,,,,,
22,2001,2001-12-09,13,24.194,NWE,,CLE,W 27-16,,,,,
23,2001,2001-12-16,14,24.201,NWE,@,BUF,W 12-9,,,,,
24,2001,2001-12-22,15,24.207,NWE,,MIA,W 20-13,,,,,
25,2001,2002-01-06,16,24.222,NWE,@,CAR,W 38-6,,,,,
26,2002,2002-09-09,1,25.103,NWE,,PIT,W 30-14,,,,,
27,2002,2002-09-15,2,25.109,NWE,@,NYJ,W 44-7,,,,,
28,2002,2002-09-22,3,25.116,NWE,,KAN,W 41-38,,,,,
29,2002,2002-09-29,4,25.123,NWE,@,SDG,L 14-21,,,,,
30,2002,2002-10-27,7,25.151,NWE,,DEN,L 16-24,,,,,
31,2002,2002-11-03,8,25.158,NWE,@,BUF,W 38-7,,,,,
32,2002,2002-11-10,9,25.165,NWE,@,CHI,W 33-30,,,,,
33,2002,2002-11-17,10,25.172,NWE,@,OAK,L 20-27,,,,,
34,2002,2002-11-24,11,25.179,NWE,,MIN,W 24-17,,,,,
35,2002,2002-11-28,12,25.183,NWE,@,DET,W 20-12,,,,,
36,2002,2002-12-08,13,25.193,NWE,,BUF,W 27-17,,,,,
37,2002,2002-12-16,14,25.201,NWE,@,TEN,L 7-24,,,,,
38,2002,2002-12-22,15,25.207,NWE,,NYJ,L 17-30,,,,,
39,2002,2002-12-29,16,25.214,NWE,,MIA,W 27-24,,,,,
40,2003,2003-09-07,1,26.101,NWE,@,BUF,L 0-31,*,,,,
41,2003,2003-09-14,2,26.108,NWE,@,PHI,W 31-10,,,,,
42,2003,2003-09-21,3,26.115,NWE,,NYJ,W 23-16,,,,,
43,2003,2003-09-28,4,26.122,NWE,@,WAS,L 17-20,,,,,
44,2003,2003-10-05,5,26.129,NWE,,TEN,W 38-30,,,,,
45,2003,2003-10-12,6,26.136,NWE,,NYG,W 17-6,,,,,
46,2003,2003-10-19,7,26.143,NWE,@,MIA,W 19-13,,,,,
47,2003,2003-10-26,8,26.150,NWE,,CLE,W 9-3,,,,,
48,2003,2003-11-03,9,26.158,NWE,@,DEN,W 30-26,,,,,
49,2003,2003-11-16,10,26.171,NWE,,DAL,W 12-0,,,,,
50,2003,2003-12-07,13,26.192,NWE,,MIA,W 12-0,,,,,
51,2003,2003-12-14,14,26.199,NWE,,JAX,W 27-13,,,,,
52,2003,2003-12-20,15,26.205,NWE,@,NYJ,W 21-16,,,,,
