ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1979,1979-11-18,12,22.345,KAN,@,OAK,W 24-21,,,,,,,,
2,1979,1979-11-25,13,22.352,KAN,@,SDG,L 7-28,0,0,,0,1,7,7.00,0
3,1979,1979-12-02,14,22.359,KAN,,SEA,W 37-21,2,1,0.50,0,0,0,,0
4,1979,1979-12-09,15,23.001,KAN,@,BAL,W 10-7,,,,,,,,
5,1979,1979-12-16,16,23.008,KAN,@,TAM,L 0-3,,,,,,,,
