ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1996,1996-12-15,15,24.131,NWE,@,DAL,L 6-12,,,,,,,,,,,,,,,,,,
2,1996,1996-12-21,16,24.137,NWE,@,NYG,W 23-22,,,,,,,,,,,,,,,,,,
3,1997,1997-11-23,12,25.109,NYJ,,MIN,W 23-21,,0,0,,0,0,0,,0,,,,1,15,15.00,0,0,0
4,1997,1997-11-30,13,25.116,NYJ,@,BUF,L 10-20,,0,0,,0,0,0,,0,,,,0,0,,0,,
5,1997,1997-12-07,14,25.123,NYJ,,IND,L 14-22,,0,0,,0,0,0,,0,,,,0,0,,0,,
6,1997,1997-12-14,15,25.130,NYJ,,TAM,W 31-0,,0,0,,0,0,0,,0,,,,2,10,5.00,0,0,0
7,1997,1997-12-21,16,25.137,NYJ,@,DET,L 10-13,,3,4,75.00,28,0,1,54.2,0,0,7.00,-4.25,3,30,10.00,0,0,0
8,1998,1998-09-06,1,26.031,NYJ,@,SFO,L 30-36,,,,,,,,,,,,,,,,,,
9,1998,1998-09-20,3,26.045,NYJ,,IND,W 44-6,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,8,4.00,0,0,0
10,1998,1998-10-04,4,26.059,NYJ,,MIA,W 20-9,,,,,,,,,,,,,,,,,,
11,1998,1998-10-11,5,26.066,NYJ,@,STL,L 10-30,,,,,,,,,,,,,,,,,,
12,1998,1998-10-19,6,26.074,NYJ,@,NWE,W 24-14,,,,,,,,,,,,,,,,,,
13,1998,1998-10-25,7,26.080,NYJ,,ATL,W 28-3,,,,,,,,,,,,,,,,,,
14,1998,1998-11-01,8,26.087,NYJ,@,KAN,W 20-17,,,,,,,,,,,,,,,,,,
15,1998,1998-11-08,9,26.094,NYJ,,BUF,W 34-12,,1,1,100.00,27,0,0,118.7,0,0,27.00,27.00,0,0,,0,0,0
16,1998,1998-11-15,10,26.101,NYJ,@,IND,L 23-24,,,,,,,,,,,,,,,,,,
17,1998,1998-11-29,12,26.115,NYJ,,CAR,W 48-21,,0,0,,0,0,0,,0,0,,,1,16,16.00,0,0,0
18,1998,1998-12-06,13,26.122,NYJ,,SEA,W 32-31,,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0
19,1998,1998-12-13,14,26.129,NYJ,@,MIA,W 21-16,,,,,,,,,,,,,,,,,,
20,1998,1998-12-19,15,26.135,NYJ,@,BUF,W 17-10,,,,,,,,,,,,,,,,,,
21,1998,1998-12-27,16,26.143,NYJ,,NWE,W 31-10,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-1,-1.00,0,0,0
22,1999,1999-10-17,6,27.072,NYJ,,IND,L 13-16,*,16,30,53.33,137,1,1,62.8,1,12,4.57,3.73,3,14,4.67,0,0,0
23,1999,1999-11-15,9,27.101,NYJ,@,NWE,W 24-17,*,18,31,58.06,153,2,2,65.7,0,0,4.94,3.32,6,15,2.50,0,0,0
24,1999,1999-11-21,10,27.107,NYJ,,BUF,W 17-7,*,16,20,80.00,142,0,0,96.2,4,29,7.10,7.10,9,23,2.56,1,1,6
25,1999,1999-11-28,11,27.114,NYJ,@,IND,L 6-13,*,12,22,54.55,102,0,0,66.9,2,14,4.64,4.64,3,28,9.33,0,0,0
26,1999,1999-12-05,12,27.121,NYJ,@,NYG,L 28-41,*,31,48,64.58,284,4,0,108.3,2,8,5.92,7.58,5,20,4.00,0,0,0
27,1999,1999-12-12,13,27.128,NYJ,,MIA,W 28-20,*,22,38,57.89,230,2,0,93.1,1,5,6.05,7.11,4,20,5.00,0,0,0
28,1999,1999-12-19,14,27.135,NYJ,@,DAL,W 22-21,*,20,34,58.82,229,2,1,86.5,0,0,6.74,6.59,5,10,2.00,0,0,0
29,1999,1999-12-27,15,27.143,NYJ,@,MIA,W 38-31,*,11,23,47.83,190,3,0,115.9,1,1,8.26,10.87,2,2,1.00,0,0,0
30,1999,2000-01-02,16,27.149,NYJ,,SEA,W 19-9,*,15,26,57.69,211,0,2,51.9,0,0,8.12,4.65,4,12,3.00,0,0,0
31,2000,2000-09-17,3,28.042,NYJ,,BUF,W 27-14,,0,0,,0,0,0,,0,,,,1,-5,-5.00,0,0,0
32,2000,2000-09-24,4,28.049,NYJ,@,TAM,W 21-17,,1,1,100.00,5,0,0,87.5,1,6,5.00,5.00,1,9,9.00,0,0,0
33,2000,2000-10-08,5,28.063,NYJ,,PIT,L 3-20,,13,25,52.00,99,0,2,28.6,1,5,3.96,0.36,3,31,10.33,0,0,0
34,2000,2000-11-12,10,28.098,NYJ,@,IND,L 15-23,,,,,,,,,0,,,,,,,,,
35,2000,2000-11-19,11,28.105,NYJ,@,MIA,W 20-3,,0,0,,0,0,,,0,0,,,0,0,,0,0,
36,2000,2000-11-26,12,28.112,NYJ,,CHI,W 17-10,,1,1,100.00,3,0,0,79.2,0,0,3.00,3.00,0,0,,0,0,0
37,2000,2000-12-10,14,28.126,NYJ,@,OAK,L 7-31,,6,14,42.86,99,0,2,27.7,3,13,7.07,0.64,1,7,7.00,0,0,0
38,2001,2001-10-07,4,29.062,MIA,,NWE,W 30-10,,,,,,,,,0,,,,,,,,,
39,2001,2001-10-14,5,29.069,MIA,@,NYJ,L 17-21,,1,1,100.00,28,0,0,118.7,0,0,28.00,28.00,1,2,2.00,0,0,0
40,2001,2001-10-28,6,29.083,MIA,@,SEA,W 24-20,,0,0,,0,0,0,,0,,,,2,0,0.00,0,0,0
41,2001,2001-11-04,7,29.090,MIA,,CAR,W 23-6,,,,,,,,,0,,,,,,,,,
42,2001,2001-11-11,8,29.097,MIA,@,IND,W 27-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
43,2001,2001-11-25,10,29.111,MIA,@,BUF,W 34-27,,1,1,100.00,17,0,0,118.7,0,0,17.00,17.00,1,-2,-2.00,0,0,0
44,2001,2001-12-02,11,29.118,MIA,,DEN,W 21-10,,0,0,,0,0,0,,0,,,,1,3,3.00,0,0,0
45,2001,2001-12-10,12,29.126,MIA,,IND,W 41-6,,0,0,,0,0,0,,0,,,,1,2,2.00,1,1,6
46,2001,2001-12-16,13,29.132,MIA,@,SFO,L 0-21,,,,,,,,,0,,,,,,,,,
47,2001,2002-01-06,16,29.153,MIA,,BUF,W 34-7,,0,0,,0,0,0,,0,,,,2,1,0.50,0,0,0
48,2002,2002-09-08,1,30.033,MIA,,DET,W 49-21,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,0,0
49,2002,2002-10-20,7,30.075,MIA,,BUF,L 10-23,*,13,33,39.39,165,1,4,26.3,1,10,5.00,0.15,5,18,3.60,0,0,0
50,2002,2002-11-04,8,30.090,MIA,@,GNB,L 10-24,*,22,39,56.41,198,0,2,48.9,5,35,5.08,2.77,9,49,5.44,1,1,6
51,2002,2002-11-10,9,30.096,MIA,@,NYJ,L 10-13,*,19,28,67.86,227,1,0,104.3,3,17,8.11,8.82,2,10,5.00,0,0,0
52,2002,2002-11-17,10,30.103,MIA,,BAL,W 26-7,*,18,26,69.23,221,0,0,95.2,0,0,8.50,8.50,11,12,1.09,1,1,6
53,2002,2002-11-24,11,30.110,MIA,,SDG,W 30-3,*,14,23,60.87,194,1,0,102.4,1,3,8.43,9.30,4,31,7.75,0,0,0
54,2002,2002-12-01,12,30.117,MIA,@,BUF,L 21-38,*,6,11,54.55,40,1,0,93.0,2,25,3.64,5.45,3,8,2.67,0,0,0
