ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1980,1980-09-08,1,22.211,WAS,,DAL,L 3-17,,,,
2,1980,1980-09-14,2,22.217,WAS,@,NYG,W 23-21,,,,
3,1980,1980-09-21,3,22.224,WAS,@,OAK,L 21-24,1,31,31.00,0
4,1980,1980-09-28,4,22.231,WAS,,SEA,L 0-14,,,,
5,1980,1980-11-16,11,22.280,WAS,,PHI,L 0-24,,,,
6,1980,1980-11-23,12,22.287,WAS,@,DAL,L 10-14,,,,
7,1980,1980-11-30,13,22.294,WAS,@,ATL,L 6-10,,,,
8,1980,1980-12-07,14,22.301,WAS,,SDG,W 40-17,1,17,17.00,0
9,1980,1980-12-13,15,22.307,WAS,,NYG,W 16-13,,,,
10,1980,1980-12-21,16,22.315,WAS,@,STL,W 31-7,,,,
