ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1983,1983-09-04,1,23.260,SDG,,NYJ,L 29-41,0,0,,0,0,0,,0,1,17,17.00,0,0,0
2,1983,1983-09-12,2,23.268,SDG,@,KAN,W 17-14,0,0,,0,0,0,,0,1,0,0.00,0,0,0
3,1983,1983-10-16,7,23.302,SDG,@,NWE,L 21-37,0,0,,0,0,0,,0,0,0,,0,0,
4,1983,1983-10-23,8,23.309,SDG,@,DEN,L 6-14,0,0,,0,0,0,,0,1,12,12.00,0,0,0
5,1983,1983-10-31,9,23.317,SDG,,WAS,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,
6,1983,1983-11-06,10,23.323,SDG,@,PIT,L 3-26,0,0,,0,1,6,6.00,0,0,0,,0,0,0
7,1983,1983-11-13,11,23.330,SDG,,DAL,W 24-23,0,0,,0,1,8,8.00,0,1,18,18.00,0,0,0
8,1983,1983-11-20,12,23.337,SDG,@,STL,L 14-44,5,20,4.00,0,0,0,,0,1,22,22.00,0,0,0
9,1983,1983-11-27,13,23.344,SDG,,DEN,W 31-7,5,16,3.20,0,0,0,,0,0,0,,0,0,0
10,1983,1983-12-01,14,23.348,SDG,,RAI,L 10-42,1,3,3.00,0,3,28,9.33,0,4,85,21.25,0,0,0
11,1983,1983-12-11,15,23.358,SDG,,KAN,W 41-38,0,0,,0,0,0,,0,0,0,,0,0,
12,1983,1983-12-18,16,24.000,SDG,@,RAI,L 14-30,0,0,,0,0,0,,0,2,47,23.50,0,0,0
13,1984,1984-09-02,1,24.259,SDG,@,MIN,W 42-13,6,24,4.00,0,0,0,,0,1,10,10.00,0,0,0
14,1984,1984-09-09,2,24.266,SDG,@,SEA,L 17-31,16,89,5.56,0,1,4,4.00,0,0,0,,0,0,0
15,1984,1984-09-16,3,24.273,SDG,,HOU,W 31-14,21,97,4.62,3,2,14,7.00,0,0,0,,0,3,18
16,1984,1984-09-24,4,24.281,SDG,@,RAI,L 30-33,29,155,5.34,1,3,21,7.00,0,0,0,,0,1,6
17,1984,1984-09-30,5,24.287,SDG,,DET,W 27-24,6,18,3.00,0,0,0,,0,0,0,,0,0,0
18,1984,1984-10-07,6,24.294,SDG,@,GNB,W 34-28,33,99,3.00,1,1,9,9.00,1,0,0,,0,2,12
19,1984,1984-10-14,7,24.301,SDG,@,KAN,L 13-31,16,68,4.25,0,6,20,3.33,0,0,0,,0,0,0
20,1984,1984-10-21,8,24.308,SDG,,RAI,L 37-44,20,98,4.90,2,1,12,12.00,0,0,0,,0,2,12
21,1984,1984-10-29,9,24.316,SDG,,SEA,L 0-24,18,38,2.11,0,4,13,3.25,0,0,0,,0,0,0
