ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,25.046,MIA,@,BUF,W 13-0,,,,,,,
2,1977,1977-09-25,2,25.053,MIA,@,SFO,W 19-15,,,,,,,
3,1977,1977-10-02,3,25.060,MIA,,HOU,W 27-7,0,0,,0,1,0,0
4,1977,1977-10-09,4,25.067,MIA,@,BAL,L 28-45,,,,,,,
5,1977,1977-10-16,5,25.074,MIA,,NYJ,W 21-17,,,,,,,
6,1977,1977-10-23,6,25.081,MIA,,SEA,W 31-13,,,,,,,
7,1977,1977-10-30,7,25.088,MIA,,SDG,L 13-14,,,,,,,
8,1977,1977-11-06,8,25.095,MIA,@,NYJ,W 14-10,,,,,,,
9,1977,1977-11-13,9,25.102,MIA,,NWE,W 17-5,,,,,,,
10,1977,1977-11-20,10,25.109,MIA,@,CIN,L 17-23,,,,,,,
11,1977,1977-11-24,11,25.113,MIA,@,STL,W 55-14,,,,,,,
12,1977,1977-12-05,12,25.124,MIA,,BAL,W 17-6,,,,,,,
13,1977,1977-12-11,13,25.130,MIA,@,NWE,L 10-14,,,,,,,
14,1977,1977-12-17,14,25.136,MIA,,BUF,W 31-14,,,,,,,
15,1978,1978-09-03,1,26.031,SFO,@,CLE,L 7-24,,,,,,,
16,1978,1978-09-10,2,26.038,SFO,,CHI,L 13-16,0,0,,0,1,31,0
17,1978,1978-09-17,3,26.045,SFO,@,HOU,L 19-20,,,,,,,
18,1978,1978-09-24,4,26.052,SFO,@,NYG,L 10-27,,,,,,,
19,1978,1978-10-01,5,26.059,SFO,,CIN,W 28-12,,,,,,,
20,1978,1978-10-08,6,26.066,SFO,@,RAM,L 10-27,,,,,,,
21,1978,1978-10-15,7,26.073,SFO,,NOR,L 7-14,,,,,,,
22,1978,1978-10-22,8,26.080,SFO,,ATL,L 17-20,,,,,,,
23,1978,1978-10-29,9,26.087,SFO,@,WAS,L 20-38,,,,,,,
24,1978,1978-11-05,10,26.094,SFO,@,ATL,L 10-21,,,,,,,
25,1978,1978-11-12,11,26.101,SFO,,STL,L 10-16,,,,,,,
26,1978,1978-11-19,12,26.108,SFO,,RAM,L 28-31,,,,,,,
27,1978,1978-11-27,13,26.116,SFO,,PIT,L 7-24,,,,,,,
28,1978,1978-12-03,14,26.122,SFO,@,NOR,L 13-24,1,7,7.00,0,0,0,0
29,1978,1978-12-10,15,26.129,SFO,,TAM,W 6-3,,,,,,,
30,1978,1978-12-17,16,26.136,SFO,@,DET,L 14-33,,,,,,,
