ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-12,1,22.228,NWE,@,MIA,W 38-24,,,,,,,,,,,0.0%,,,,,,,,,,
2,2011,2011-09-18,2,22.234,NWE,,SDG,W 35-21,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
3,2011,2011-09-25,3,22.241,NWE,@,BUF,L 31-34,,6,42,7.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
4,2011,2011-10-02,4,22.248,NWE,@,OAK,W 31-19,,10,97,9.70,1,2,1,3,3.00,0,50.0%,1.50,0,0,,0,1,6,0.0,0,0
5,2011,2011-10-09,5,22.255,NWE,,NYJ,W 30-21,,7,13,1.86,0,0,0,0,,0,0.0%,,3,71,23.67,0,0,0,0.0,0,0
6,2011,2011-10-16,6,22.262,NWE,,DAL,W 20-16,*,3,19,6.33,0,0,0,0,,0,0.0%,,4,81,20.25,0,0,0,0.0,0,0
7,2011,2011-10-30,7,22.276,NWE,@,PIT,L 17-25,,,,,,,,,,,0.0%,,,,,,,,,,
8,2011,2011-11-06,8,22.283,NWE,,NYG,L 20-24,,3,10,3.33,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0
9,2011,2011-11-13,9,22.290,NWE,@,NYJ,W 37-16,,5,4,0.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
10,2011,2011-11-21,10,22.298,NWE,,KAN,W 34-3,,,,,,,,,,,0.0%,,,,,,,,,,
11,2011,2011-11-27,11,22.304,NWE,@,PHI,W 38-20,,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
12,2011,2011-12-04,12,22.311,NWE,,IND,W 31-24,,8,33,4.13,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
13,2011,2011-12-11,13,22.318,NWE,@,WAS,W 34-27,,,,,,,,,,,0.0%,,,,,,,,,,
14,2011,2011-12-18,14,22.325,NWE,@,DEN,W 41-23,,11,65,5.91,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
15,2011,2011-12-24,15,22.331,NWE,,MIA,W 27-24,,13,64,4.92,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
16,2011,2012-01-01,16,22.339,NWE,,BUF,W 49-21,*,15,81,5.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2012,2012-09-09,1,23.226,NWE,@,TEN,W 34-13,*,21,125,5.95,1,3,2,27,13.50,0,66.7%,9.00,0,0,,0,1,6,0.0,0,0
18,2012,2012-09-16,2,23.233,NWE,,ARI,L 18-20,*,18,71,3.94,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,0.0,0,0
19,2012,2012-09-23,3,23.240,NWE,@,BAL,L 30-31,*,13,37,2.85,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
