ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-10-01,3,26.122,WAS,,PIT,L 7-26,7,51,7.29,0
2,1950,1950-10-29,6,26.150,WAS,@,PHI,L 3-35,2,3,1.50,0
3,1950,1950-11-26,10,26.178,WAS,,BAL,W 38-28,1,3,3.00,0
