ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
18,1969,1969-10-04,4,23.032,SDG,,CIN,W 21-14,0,0,,0,3,3,100.0,,3,0.0,0,3,4,171,42.75,0
19,1969,1969-10-11,5,23.039,SDG,@,MIA,W 21-14,0,0,,0,3,3,100.0,,1,0.0,0,3,7,292,41.71,0
20,1969,1969-10-19,6,23.047,SDG,@,BOS,W 13-10,0,0,,0,1,1,100.0,2,3,66.7,0,7,3,81,27.00,0
21,1969,1969-10-26,7,23.054,SDG,,OAK,L 12-24,0,0,,0,,,,2,3,66.7,0,6,7,332,47.43,0
22,1969,1969-11-02,8,23.061,SDG,@,DEN,L 0-13,0,0,,0,,,,,,,0,0,10,486,48.60,0
23,1969,1969-11-09,9,23.068,SDG,@,KAN,L 3-27,0,0,,0,,,,1,2,50.0,0,3,6,277,46.17,0
24,1969,1969-11-16,10,23.075,SDG,@,OAK,L 16-21,0,0,,0,1,1,100.0,3,4,75.0,0,10,6,256,42.67,0
25,1969,1969-11-23,11,23.082,SDG,,DEN,W 45-24,0,0,,0,6,6,100.0,1,1,100.0,0,9,1,38,38.00,0
26,1969,1969-11-27,12,23.086,SDG,@,HOU,W 21-17,0,0,,0,3,3,100.0,,1,0.0,0,3,4,171,42.75,0
27,1969,1969-12-07,13,23.096,SDG,,BOS,W 28-18,0,0,,0,4,4,100.0,,,,0,4,4,162,40.50,0
28,1969,1969-12-14,14,23.103,SDG,,BUF,W 45-6,0,0,,0,6,6,100.0,1,2,50.0,0,9,2,108,54.00,0
29,1970,1970-09-27,2,24.025,SDG,,OAK,T 27-27,0,0,,0,,,,,,,0,0,5,192,38.40,0
30,1970,1970-10-04,3,24.032,SDG,@,RAM,L 10-37,0,0,,0,,,,,,,0,0,6,234,39.00,1
31,1970,1970-10-12,4,24.040,SDG,,GNB,L 20-22,0,0,,0,,,,,,,0,0,3,141,47.00,0
32,1970,1970-10-18,5,24.046,SDG,@,CHI,W 20-7,0,0,,0,,,,,,,0,0,6,241,40.17,0
33,1970,1970-10-25,6,24.053,SDG,,HOU,T 31-31,0,0,,0,,,,,,,0,0,7,310,44.29,0
34,1970,1970-11-01,7,24.060,SDG,@,CLE,W 27-10,0,0,,0,,,,,,,0,0,2,96,48.00,0
35,1970,1970-11-08,8,24.067,SDG,,DEN,W 24-21,0,0,,0,,,,,,,0,0,6,284,47.33,0
36,1970,1970-11-15,9,24.074,SDG,@,BOS,W 16-14,0,0,,0,,,,,,,0,0,4,164,41.00,0
37,1970,1970-11-22,10,24.081,SDG,@,OAK,L 17-20,0,0,,0,,,,,,,0,0,5,227,45.40,0
38,1970,1970-11-29,11,24.088,SDG,@,KAN,L 14-26,0,0,,0,,,,,,,0,0,6,300,50.00,0
39,1970,1970-12-06,12,24.095,SDG,,CIN,L 14-17,0,0,,0,,,,,,,0,0,5,233,46.60,0
40,1970,1970-12-13,13,24.102,SDG,@,DEN,T 17-17,0,0,,0,,,,,,,0,0,8,337,42.13,0
41,1970,1970-12-20,14,24.109,SDG,,KAN,W 31-13,0,0,,0,,,,,,,0,0,2,93,46.50,0
42,1971,1971-09-19,1,25.017,SDG,,KAN,W 21-14,0,0,,0,3,3,100.0,,2,0.0,0,3,6,263,43.83,0
43,1971,1971-09-26,2,25.024,SDG,,OAK,L 0-34,0,0,,0,,,,,3,0.0,0,0,3,138,46.00,0
44,1971,1971-10-03,3,25.031,SDG,@,PIT,L 17-21,0,0,,0,2,2,100.0,1,1,100.0,0,5,2,86,43.00,0
45,1971,1971-10-10,4,25.038,SDG,@,KAN,L 10-31,0,0,,0,1,1,100.0,1,1,100.0,0,4,6,279,46.50,0
46,1971,1971-10-17,5,25.045,SDG,@,DEN,L 16-20,0,0,,0,1,1,100.0,3,4,75.0,0,10,5,243,48.60,0
47,1971,1971-10-23,6,25.051,SDG,,BUF,W 20-3,0,0,,0,2,2,100.0,2,2,100.0,0,8,3,109,36.33,0
48,1971,1971-10-31,7,25.059,SDG,,NYJ,W 49-21,0,0,,0,7,7,100.0,,,,0,7,3,136,45.33,0
49,1971,1971-11-07,8,25.066,SDG,@,NYG,L 17-35,0,0,,0,2,2,100.0,1,1,100.0,0,5,5,197,39.40,0
50,1971,1971-11-15,9,25.074,SDG,,STL,W 20-17,0,0,,0,2,2,100.0,2,3,66.7,0,8,2,89,44.50,0
51,1971,1971-11-21,10,25.080,SDG,@,OAK,L 33-34,0,0,,0,4,4,100.0,1,1,100.0,0,7,4,173,43.25,0
52,1971,1971-11-28,11,25.087,SDG,@,CIN,L 0-31,0,0,,0,,,,,1,0.0,0,0,6,245,40.83,0
53,1971,1971-12-05,12,25.094,SDG,,MIN,W 30-14,0,0,,0,3,3,100.0,3,5,60.0,0,12,2,89,44.50,0
54,1971,1971-12-12,13,25.101,SDG,,DEN,W 45-17,1,7,7.00,0,6,6,100.0,1,2,50.0,0,9,3,120,40.00,0
55,1971,1971-12-19,14,25.108,SDG,@,HOU,L 33-49,0,0,,0,3,4,75.0,2,3,66.7,0,9,5,225,45.00,0
56,1972,1972-09-17,1,26.015,SDG,@,SFO,L 3-34,0,0,,0,,,,1,1,100.0,0,3,6,229,38.17,0
57,1972,1972-09-24,2,26.022,SDG,,DEN,W 37-14,0,0,,0,4,4,100.0,2,2,100.0,0,10,4,175,43.75,0
58,1972,1972-10-01,3,26.029,SDG,@,OAK,T 17-17,0,0,,0,2,2,100.0,1,1,100.0,0,5,1,52,52.00,0
59,1972,1972-10-08,4,26.036,SDG,@,BAL,W 23-20,0,0,,0,2,2,100.0,3,3,100.0,0,11,1,29,29.00,0
60,1972,1972-10-15,5,26.043,SDG,@,MIA,L 10-24,0,0,,0,,,,1,2,50.0,0,3,4,156,39.00,0
61,1972,1972-10-22,6,26.050,SDG,@,DET,L 20-34,0,0,,0,2,3,66.7,,,,0,2,3,110,36.67,0
62,1972,1972-10-29,7,26.057,SDG,,KAN,L 14-26,0,0,,0,2,2,100.0,,3,0.0,0,2,0,0,,0
63,1972,1972-11-05,8,26.064,SDG,,DAL,L 28-34,0,0,,0,4,4,100.0,,1,0.0,0,4,5,213,42.60,0
64,1972,1972-11-13,9,26.072,SDG,,CLE,L 17-21,0,0,,0,2,2,100.0,1,1,100.0,0,5,3,128,42.67,0
65,1972,1972-11-19,10,26.078,SDG,@,KAN,W 27-17,0,0,,0,3,3,100.0,2,3,66.7,0,9,6,237,39.50,0
66,1972,1972-11-26,11,26.085,SDG,,HOU,W 34-20,0,0,,0,4,4,100.0,2,3,66.7,0,10,2,88,44.00,0
67,1972,1972-12-03,12,26.092,SDG,,OAK,L 19-21,0,0,,0,1,2,50.0,2,5,40.0,0,7,1,44,44.00,0
68,1972,1972-12-10,13,26.099,SDG,@,DEN,L 13-38,0,0,,0,,,,,,,0,0,4,133,33.25,0
69,1972,1972-12-17,14,26.106,SDG,,PIT,L 2-24,0,0,,0,,,,,,,0,0,5,219,43.80,0
70,1973,1973-09-16,1,27.014,SDG,@,WAS,L 0-38,0,0,,0,,,,,,,0,0,7,330,47.14,0
71,1973,1973-09-23,2,27.021,SDG,,BUF,W 34-7,0,0,,0,,,,,,,0,0,4,199,49.75,0
72,1973,1973-09-30,3,27.028,SDG,,CIN,L 13-20,0,0,,0,,,,,,,0,0,5,228,45.60,0
73,1973,1973-10-07,4,27.035,SDG,@,PIT,L 21-38,0,0,,0,,,,,,,0,0,5,201,40.20,1
74,1973,1973-10-14,5,27.042,SDG,,OAK,L 17-27,0,0,,0,,,,,,,0,0,5,194,38.80,0
75,1973,1973-10-21,6,27.049,SDG,,ATL,L 0-41,0,0,,0,,,,,,,0,0,5,206,41.20,0
76,1973,1973-10-28,7,27.056,SDG,@,CLE,T 16-16,0,0,,0,,,,,,,0,0,3,105,35.00,0
77,1973,1973-11-04,8,27.063,SDG,,KAN,L 0-19,0,0,,0,,,,,,,0,0,10,393,39.30,0
78,1973,1973-11-11,9,27.070,SDG,@,DEN,L 19-30,0,0,,0,,,,,,,0,0,3,137,45.67,0
79,1973,1973-11-18,10,27.077,SDG,,NOR,W 17-14,0,0,,0,,,,,,,0,0,5,227,45.40,0
80,1973,1973-11-25,11,27.084,SDG,@,OAK,L 3-31,0,0,,0,,,,1,2,50.0,0,3,6,218,36.33,1
81,1973,1973-12-02,12,27.091,SDG,@,NWE,L 14-30,0,0,,0,2,2,100.0,,,,0,2,4,185,46.25,0
82,1973,1973-12-09,13,27.098,SDG,,DEN,L 28-42,0,0,,0,4,4,100.0,,,,0,4,6,206,34.33,1
83,1973,1973-12-16,14,27.105,SDG,@,KAN,L 6-33,0,0,,0,,,,,,,0,0,4,129,32.25,0
84,1974,1974-09-15,1,28.013,SDG,@,HOU,L 14-21,0,0,,0,2,2,100.0,,2,0.0,0,2,1,32,32.00,0
85,1974,1974-09-22,2,28.020,SDG,@,CIN,W 20-17,0,0,,0,2,2,100.0,1,1,100.0,0,5,6,225,37.50,0
86,1974,1974-09-29,3,28.027,SDG,,MIA,L 21-28,0,0,,0,3,3,100.0,,1,0.0,0,3,6,217,36.17,0
87,1974,1974-10-06,4,28.034,SDG,,PHI,L 7-13,0,0,,0,1,1,100.0,,1,0.0,0,1,6,219,36.50,0
88,1974,1974-10-13,5,28.041,SDG,,OAK,L 10-14,0,0,,0,1,1,100.0,,,,0,1,5,214,42.80,0
89,1974,1974-10-20,6,28.048,SDG,@,DEN,L 7-27,0,0,,0,1,1,100.0,,,,0,1,4,167,41.75,0
90,1974,1974-10-27,7,28.055,SDG,,KAN,L 14-24,0,0,,0,2,2,100.0,,,,0,2,4,115,28.75,0
91,1974,1974-11-03,8,28.062,SDG,,CLE,W 36-35,0,0,,0,3,5,60.0,,,,0,3,3,131,43.67,0
92,1974,1974-11-10,9,28.069,SDG,@,KAN,W 14-7,0,0,,0,2,2,100.0,,,,0,2,11,492,44.73,0
93,1974,1974-11-17,10,28.076,SDG,@,OAK,L 10-17,0,0,,0,1,1,100.0,,,,0,1,6,241,40.17,0
94,1974,1974-11-24,11,28.083,SDG,@,GNB,L 0-34,0,0,,0,,,,,,,0,0,7,321,45.86,0
95,1974,1974-12-01,12,28.090,SDG,@,NYJ,L 14-27,0,0,,0,2,2,100.0,,,,0,2,6,216,36.00,0
96,1974,1974-12-08,13,28.097,SDG,,CHI,W 28-21,0,0,,0,4,4,100.0,,,,0,4,6,252,42.00,0
97,1974,1974-12-15,14,28.104,SDG,,DEN,W 17-0,0,0,,0,2,2,100.0,,,,0,2,5,200,40.00,0
98,1975,1975-09-21,1,29.019,SDG,,PIT,L 0-37,0,0,,0,,,,,,,0,0,8,304,38.00,0
99,1975,1975-09-28,2,29.026,SDG,@,HOU,L 17-33,0,0,,0,,,,,,,0,0,5,186,37.20,0
100,1975,1975-10-05,3,29.033,SDG,,OAK,L 0-6,0,0,,0,,,,,,,0,0,11,398,36.18,0
101,1975,1975-10-12,4,29.040,SDG,,RAM,L 10-13,0,0,,0,,,,,,,0,0,8,320,40.00,0
102,1975,1975-10-19,5,29.047,SDG,,KAN,L 10-12,0,0,,0,,,,,,,0,0,4,152,38.00,0
103,1975,1975-10-26,6,29.054,SDG,@,OAK,L 0-25,0,0,,0,,,,,,,0,0,7,236,33.71,0
104,1975,1975-11-01,7,29.060,SDG,@,NYG,L 24-35,0,0,,0,,,,,,,0,0,4,121,30.25,0
105,1975,1975-11-09,8,29.068,SDG,,NWE,L 19-33,0,0,,0,,,,,,,0,0,3,101,33.67,0
106,1975,1975-11-16,9,29.075,SDG,,DEN,L 17-27,0,0,,0,,,,,,,0,0,1,39,39.00,0
107,1975,1975-11-23,10,29.082,SDG,@,MIN,L 13-28,0,0,,0,,,,,,,0,0,7,262,37.43,0
108,1975,1975-11-30,11,29.089,SDG,@,DEN,L 10-13,0,0,,0,,,,,,,0,0,11,446,40.55,0
109,1975,1975-12-07,12,29.096,SDG,@,KAN,W 28-20,0,0,,0,,,,,,,0,0,4,147,36.75,0
110,1975,1975-12-15,13,29.104,SDG,,NYJ,W 24-16,0,0,,0,,,,,,,0,0,2,31,15.50,1
111,1975,1975-12-21,14,29.110,SDG,@,CIN,L 17-47,0,0,,0,,,,,,,0,0,4,167,41.75,0
