ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2007,2007-09-16,2,24.249,BAL,,NYJ,W 20-13,,0,0,0,,0,0.0%,,0,0,,0,2,89,44.50,0,3,20,6.67,0,0,0
2,2007,2007-09-23,3,24.256,BAL,,ARI,W 26-23,,0,0,0,,0,0.0%,,0,0,,0,2,64,32.00,0,2,75,37.50,1,1,6
3,2007,2007-09-30,4,24.263,BAL,@,CLE,L 13-27,,0,0,0,,0,0.0%,,0,0,,0,4,94,23.50,0,1,8,8.00,0,0,0
4,2007,2007-10-07,5,24.270,BAL,@,SFO,W 9-7,,0,0,0,,0,0.0%,,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
5,2007,2007-10-14,6,24.277,BAL,,STL,W 22-3,,1,0,0,,0,0.0%,0.00,0,0,,0,1,54,54.00,0,0,0,,0,0,0
6,2007,2007-10-21,7,24.284,BAL,@,BUF,L 14-19,,0,0,0,,0,0.0%,,0,0,,0,3,58,19.33,0,3,5,1.67,0,0,0
7,2007,2007-11-05,8,24.299,BAL,@,PIT,L 7-38,,0,0,0,,0,0.0%,,0,0,,0,3,71,23.67,0,0,0,,0,0,0
8,2007,2007-11-18,10,24.312,BAL,,CLE,L 30-33,,0,0,0,,0,0.0%,,0,0,,0,5,120,24.00,0,0,0,,0,0,0
9,2007,2007-11-25,11,24.319,BAL,@,SDG,L 14-32,,0,0,0,,0,0.0%,,0,0,,0,6,152,25.33,0,0,0,,0,0,0
10,2007,2007-12-03,12,24.327,BAL,,NWE,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,5,104,20.80,0,2,35,17.50,0,0,0
11,2007,2007-12-09,13,24.333,BAL,,IND,L 20-44,,1,0,0,,0,0.0%,0.00,0,0,,0,7,196,28.00,1,1,0,0.00,0,1,6
