ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1962,1962-10-05,5,23.233,DEN,,OAK,W 44-7,0,0,,0,1,6,1,48,1
2,1962,1962-11-04,9,23.263,DEN,@,SDG,W 23-20,1,20,20.00,0,0,0,0,0,0
3,1962,1962-11-11,10,23.270,DEN,,BOS,L 29-33,4,123,30.75,0,0,0,0,0,0
4,1962,1962-11-22,12,23.281,DEN,,NYT,L 45-46,0,0,,0,0,0,1,15,0
5,1963,1963-09-14,2,24.212,DEN,@,HOU,L 14-20,,,,,,,0,18,0
6,1964,1964-10-18,6,25.247,DEN,@,SDG,L 14-42,0,0,,0,0,0,1,19,0
7,1964,1964-11-01,8,25.261,DEN,@,KAN,L 39-49,0,0,,0,0,0,1,19,0
8,1964,1964-11-15,10,25.275,DEN,,NYJ,W 20-16,0,0,,0,0,0,1,9,0
9,1964,1964-11-20,11,25.280,DEN,@,BOS,L 7-12,0,0,,0,0,0,2,13,0
10,1964,1964-11-29,12,25.289,DEN,,OAK,T 20-20,0,0,,0,0,0,1,0,0
11,1965,1965-10-03,4,26.231,DEN,,NYJ,W 16-13,0,0,,0,0,0,1,36,0
12,1966,1966-09-09,2,27.207,MIA,,NYJ,L 14-19,0,0,,0,0,0,1,0,0
13,1966,1966-11-06,8,27.265,MIA,,BUF,L 0-29,0,0,,0,0,0,1,15,0
