ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-09-14,1,24.133,OAK,,SDG,L 20-24,,0,0,,0,0,0,0,,0,0.0%,,4,67,16.75,0,0.0,0,0
2,2009,2009-09-20,2,24.139,OAK,@,KAN,W 13-10,,0,0,,0,0,0,0,,0,0.0%,,2,41,20.50,0,0.0,0,0
3,2009,2009-11-08,8,24.188,SEA,,DET,W 32-20,,0,0,,0,0,0,0,,0,0.0%,,3,82,27.33,0,0.0,0,0
4,2009,2009-11-15,9,24.195,SEA,@,ARI,L 20-31,,3,24,8.00,0,4,3,24,8.00,0,75.0%,6.00,2,41,20.50,0,0.0,0,0
5,2009,2009-11-22,10,24.202,SEA,@,MIN,L 9-35,,0,0,,0,0,0,0,,0,0.0%,,2,42,21.00,0,0.0,0,1
6,2009,2009-11-29,11,24.209,SEA,@,STL,W 27-17,,5,12,2.40,0,1,0,0,,0,0.0%,0.00,1,26,26.00,0,0.0,0,0
7,2009,2009-12-06,12,24.216,SEA,,SFO,W 20-17,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,2,37,18.50,0,0.0,0,0
8,2009,2009-12-27,15,24.237,SEA,@,GNB,L 10-48,,0,0,,0,0,0,0,,0,0.0%,,4,79,19.75,0,0.0,0,0
9,2009,2010-01-03,16,24.244,SEA,,TEN,L 13-17,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,2,51,25.50,0,0.0,0,0
