ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,22.341,TEN,@,PIT,L 7-34,*,0,,,,,0.0%,,,,
2,2005,2005-09-18,2,22.348,TEN,,BAL,W 25-10,*,,,,,,0.0%,,,,
3,2005,2005-09-25,3,22.355,TEN,@,STL,L 27-31,*,0,,,,,0.0%,,,,
4,2005,2005-10-02,4,22.362,TEN,,IND,L 10-31,*,0,,,,,0.0%,,,,
5,2005,2005-10-09,5,23.004,TEN,@,HOU,W 34-20,*,1,1,-7,-7.00,0,100.0%,-7.00,0.0,,
6,2005,2005-10-16,6,23.011,TEN,,CIN,L 23-31,*,0,,,,,0.0%,,,,
7,2005,2005-10-23,7,23.018,TEN,@,ARI,L 10-20,*,0,,,,,0.0%,,,,
8,2005,2005-10-30,8,23.025,TEN,,OAK,L 25-34,*,,,,,,0.0%,,,,
9,2005,2005-11-06,9,23.032,TEN,@,CLE,L 14-20,*,,,,,,0.0%,,,,
10,2005,2005-11-20,10,23.046,TEN,,JAX,L 28-31,*,0,,,,,0.0%,,,,
11,2005,2005-11-27,11,23.053,TEN,,SFO,W 33-22,*,,,,,,0.0%,,,,
12,2005,2005-12-04,12,23.060,TEN,@,IND,L 3-35,*,,,,,,0.0%,,,,
13,2005,2005-12-11,13,23.067,TEN,,HOU,W 13-10,*,0,,,,,0.0%,,,,
14,2005,2005-12-18,14,23.074,TEN,,SEA,L 24-28,*,,,,,,0.0%,,,,
15,2005,2005-12-24,15,23.080,TEN,@,MIA,L 10-24,*,,,,,,0.0%,,,,
16,2005,2006-01-01,16,23.088,TEN,@,JAX,L 13-40,*,0,,,,,0.0%,,,,
17,2006,2006-09-10,1,23.340,TEN,,NYJ,L 16-23,*,,,,,,0.0%,,,,
18,2006,2006-09-17,2,23.347,TEN,@,SDG,L 7-40,*,,,,,,0.0%,,,,
19,2006,2006-09-24,3,23.354,TEN,@,MIA,L 10-13,*,,,,,,0.0%,,,,
20,2006,2006-10-01,4,23.361,TEN,,DAL,L 14-45,*,,,,,,0.0%,,,,
21,2006,2006-10-08,5,24.003,TEN,@,IND,L 13-14,*,0,,,,,0.0%,,,,
22,2006,2006-10-15,6,24.010,TEN,@,WAS,W 25-22,*,,,,,,0.0%,,,,
23,2006,2006-10-29,7,24.024,TEN,,HOU,W 28-22,*,,,,,,0.0%,,,,
24,2006,2006-11-05,8,24.031,TEN,@,JAX,L 7-37,*,0,,,,,0.0%,,,,
25,2006,2006-11-12,9,24.038,TEN,,BAL,L 26-27,*,,,,,,0.0%,,,,
26,2006,2006-11-19,10,24.045,TEN,@,PHI,W 31-13,*,,,,,,0.0%,,,,
27,2006,2006-11-26,11,24.052,TEN,,NYG,W 24-21,*,,,,,,0.0%,,,,
28,2006,2006-12-03,12,24.059,TEN,,IND,W 20-17,*,0,,,,,0.0%,,,,
29,2006,2006-12-10,13,24.066,TEN,@,HOU,W 26-20,*,,,,,,0.0%,,,,
30,2006,2006-12-17,14,24.073,TEN,,JAX,W 24-17,*,,,,,,0.0%,,,,
31,2006,2006-12-24,15,24.080,TEN,@,BUF,W 30-29,*,0,,,,,0.0%,,,,
32,2006,2006-12-31,16,24.087,TEN,,NWE,L 23-40,*,,,,,,0.0%,,,,
33,2007,2007-09-09,1,24.339,TEN,@,JAX,W 13-10,*,,,,,,0.0%,,,,
