ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1987,1987-10-04,3,26.056,CHI,@,PHI,W 35-3,4,12,3.00,0
2,1987,1987-10-11,4,26.063,CHI,,MIN,W 27-7,0,0,,0
3,1987,1987-10-18,5,26.070,CHI,,NOR,L 17-19,1,-1,-1.00,0
