ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,23.012,DET,@,PIT,L 20-23,,,,,
2,1995,1995-09-10,2,23.019,DET,@,MIN,L 10-20,,,,,
3,1995,1995-09-17,3,23.026,DET,,ARI,L 17-20,,,,,
4,1995,1995-09-25,4,23.034,DET,,SFO,W 27-24,,,,,
5,1995,1995-10-08,5,23.047,DET,,CLE,W 38-20,,,,,
6,1995,1995-10-15,6,23.054,DET,@,GNB,L 21-30,,,,,
7,1995,1995-10-22,7,23.061,DET,@,WAS,L 30-36,,,,,
8,1995,1995-10-29,8,23.068,DET,,GNB,W 24-16,,,,,
9,1995,1995-11-05,9,23.075,DET,@,ATL,L 22-34,,,,,
10,1995,1995-11-12,10,23.082,DET,,TAM,W 27-24,,,,,
11,1995,1995-11-19,11,23.089,DET,@,CHI,W 24-17,,,,,
12,1995,1995-11-23,12,23.093,DET,,MIN,W 44-38,,,,,
13,1995,1995-12-04,13,23.104,DET,,CHI,W 27-7,,,,,
14,1995,1995-12-10,14,23.110,DET,@,HOU,W 24-17,,,,,
15,1995,1995-12-17,15,23.117,DET,,JAX,W 44-0,,1.0,0,0,0
16,1995,1995-12-23,16,23.123,DET,@,TAM,W 37-10,,,,,
17,1996,1996-09-01,1,24.010,DET,@,MIN,L 13-17,,,,,
18,1996,1996-09-08,2,24.017,DET,,TAM,W 21-6,,,,,
19,1996,1996-09-15,3,24.024,DET,@,PHI,L 17-24,,,,,
20,1996,1996-09-22,4,24.031,DET,,CHI,W 35-16,,,,,
21,1996,1996-09-29,5,24.038,DET,@,TAM,W 27-0,,,,,
22,1996,1996-10-06,6,24.045,DET,,ATL,W 28-24,,,,,
23,1996,1996-10-27,8,24.066,DET,,NYG,L 7-35,,,,,
24,1996,1996-11-28,13,24.098,DET,,KAN,L 24-28,,,,,
25,1997,1997-08-31,1,25.009,DET,,ATL,W 28-17,,0.0,1,4,0
26,1997,1997-09-07,2,25.016,DET,,TAM,L 17-24,,,,,
27,1997,1997-09-14,3,25.023,DET,@,CHI,W 32-7,,,,,
28,1997,1997-09-21,4,25.030,DET,@,NOR,L 17-35,,,,,
29,1997,1997-09-28,5,25.037,DET,,GNB,W 26-15,,,,,
30,1997,1997-10-05,6,25.044,DET,@,BUF,L 13-22,,,,,
31,1997,1997-10-12,7,25.051,DET,@,TAM,W 27-9,,,,,
32,1997,1997-10-19,8,25.058,DET,,NYG,L 20-26,,,,,
33,1997,1997-11-02,9,25.072,DET,@,GNB,L 10-20,,,,,
34,1997,1997-11-09,10,25.079,DET,@,WAS,L 7-30,,,,,
35,1997,1997-11-16,11,25.086,DET,,MIN,W 38-15,,,,,
36,1997,1997-11-23,12,25.093,DET,,IND,W 32-10,,,,,
37,1997,1997-11-27,13,25.097,DET,,CHI,W 55-20,,,,,
38,1997,1997-12-07,14,25.107,DET,@,MIA,L 30-33,,,,,
