ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1997,1997-08-31,1,22.274,BUF,,MIN,L 13-34,,0,0,,0,,,,
2,1997,1997-09-07,2,22.281,BUF,@,NYJ,W 28-22,,0,0,,0,,,,
3,1997,1997-09-14,3,22.288,BUF,@,KAN,L 16-22,,0,0,,0,,,,
4,1997,1997-09-21,4,22.295,BUF,,IND,W 37-35,,0,0,,0,,,,
5,1997,1997-10-05,5,22.309,BUF,,DET,W 22-13,,0,0,,0,,,,
6,1997,1997-10-12,6,22.316,BUF,@,NWE,L 6-33,,0,0,,0,,,,
7,1997,1997-10-20,7,22.324,BUF,@,IND,W 9-6,,0,0,,0,,,,
8,1997,1997-10-26,8,22.330,BUF,,DEN,L 20-23,,0,0,,0,,,,
9,1997,1997-11-02,9,22.337,BUF,,MIA,W 9-6,,0,0,,0,,,,
10,1997,1997-11-09,10,22.344,BUF,,NWE,L 10-31,,0,0,,0,,,,
11,1997,1997-11-17,11,22.352,BUF,@,MIA,L 13-30,,1,12,12.00,0,0.0,0,0,0
12,1997,1997-11-23,12,22.358,BUF,@,TEN,L 14-31,,0,0,,0,,,,
13,1997,1997-11-30,13,23.000,BUF,,NYJ,W 20-10,,0,0,,0,,,,
14,1997,1997-12-07,14,23.007,BUF,@,CHI,L 3-20,,0,0,,0,,,,
15,1997,1997-12-14,15,23.014,BUF,,JAX,L 14-20,,0,0,,0,,,,
16,1997,1997-12-20,16,23.020,BUF,@,GNB,L 21-31,,0,0,,0,,,,
17,1998,1998-09-06,1,23.280,BUF,@,SDG,L 14-16,,,,,,,,,
18,1998,1998-09-13,2,23.287,BUF,@,MIA,L 7-13,,,,,,,,,
19,1998,1998-09-20,3,23.294,BUF,,STL,L 33-34,,,,,,,,,
20,1998,1998-10-04,4,23.308,BUF,,SFO,W 26-21,,0,0,,0,1.0,0,0,0
21,1998,1998-10-11,5,23.315,BUF,@,IND,W 31-24,,,,,,,,,
22,1998,1998-10-18,6,23.322,BUF,,JAX,W 17-16,,,,,,,,,
23,1998,1998-10-25,7,23.329,BUF,@,CAR,W 30-14,,,,,,,,,
24,1998,1998-11-01,8,23.336,BUF,,MIA,W 30-24,,,,,,,,,
25,1998,1998-11-08,9,23.343,BUF,@,NYJ,L 12-34,,,,,,,,,
26,1998,1998-11-15,10,23.350,BUF,,NWE,W 13-10,,,,,,,,,
27,1998,1998-11-22,11,23.357,BUF,,IND,W 34-11,,,,,,,,,
28,1998,1998-11-29,12,23.364,BUF,@,NWE,L 21-25,,0,0,,0,1.0,0,0,0
29,1998,1998-12-06,13,24.006,BUF,@,CIN,W 33-20,,0,0,,0,1.0,0,0,0
30,1998,1998-12-13,14,24.013,BUF,,OAK,W 44-21,,,,,,,,,
31,1998,1998-12-19,15,24.019,BUF,,NYJ,L 10-17,,,,,,,,,
32,1998,1998-12-27,16,24.027,BUF,@,NOR,W 45-33,,0,0,,0,0.5,0,0,0
33,1999,1999-09-12,1,24.286,BUF,@,IND,L 14-31,,,,,,,,,
