ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2018,2018-09-09,1,23.183,DEN,,SEA,W 27-24,,0,0,,0
2,2018,2018-09-16,2,23.190,DEN,,OAK,W 20-19,,0,0,,0
3,2018,2018-09-23,3,23.197,DEN,@,BAL,L 14-27,,3,31,10.33,0
