ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,24.090,MIA,@,BUF,W 15-10,*,,,
2,2010,2010-09-19,2,24.097,MIA,@,MIN,W 14-10,*,,,
3,2010,2010-10-31,7,24.139,MIA,@,CIN,W 22-14,*,,,
4,2010,2010-11-07,8,24.146,MIA,@,BAL,L 10-26,*,,,
5,2010,2010-11-14,9,24.153,MIA,,TEN,W 29-17,*,,,
6,2010,2010-11-18,10,24.157,MIA,,CHI,L 0-16,*,,,
7,2010,2010-11-28,11,24.167,MIA,@,OAK,W 33-17,*,,,
8,2010,2010-12-05,12,24.174,MIA,,CLE,L 10-13,,,,
9,2010,2010-12-12,13,24.181,MIA,@,NYJ,W 10-6,,,,
10,2010,2010-12-19,14,24.188,MIA,,BUF,L 14-17,*,,,
11,2010,2010-12-26,15,24.195,MIA,,DET,L 27-34,*,,,
12,2010,2011-01-02,16,24.202,MIA,@,NWE,L 7-38,*,,,
13,2011,2011-09-12,1,25.090,MIA,,NWE,L 24-38,,,,
14,2011,2011-09-18,2,25.096,MIA,,HOU,L 13-23,,,,
15,2011,2011-09-25,3,25.103,MIA,@,CLE,L 16-17,,,,
16,2011,2011-10-02,4,25.110,MIA,@,SDG,L 16-26,,,,
17,2011,2011-10-17,5,25.125,MIA,@,NYJ,L 6-24,,,,
18,2011,2011-10-23,6,25.131,MIA,,DEN,L 15-18,,,,
19,2011,2011-10-30,7,25.138,MIA,@,NYG,L 17-20,,,,
20,2011,2011-11-20,10,25.159,MIA,,BUF,W 35-8,,,,
21,2011,2011-12-04,12,25.173,MIA,,OAK,W 34-14,*,,,
22,2011,2011-12-11,13,25.180,MIA,,PHI,L 10-26,,,,
23,2011,2011-12-18,14,25.187,MIA,@,BUF,W 30-23,*,,,
24,2011,2011-12-24,15,25.193,MIA,@,NWE,L 24-27,,,,
25,2011,2012-01-01,16,25.201,MIA,,NYJ,W 19-17,*,,,
26,2012,2012-09-09,1,26.087,MIA,@,HOU,L 10-30,*,0.0,0,0
27,2012,2012-09-16,2,26.094,MIA,,OAK,W 35-13,*,,,
28,2012,2012-09-23,3,26.101,MIA,,NYJ,L 20-23,*,,,
29,2012,2012-09-30,4,26.108,MIA,@,ARI,L 21-24,*,0.0,0,0
30,2012,2012-10-07,5,26.115,MIA,@,CIN,W 17-13,*,0.0,0,0
31,2012,2012-10-14,6,26.122,MIA,,STL,W 17-14,*,,,
32,2012,2012-10-28,7,26.136,MIA,@,NYJ,W 30-9,*,,,
33,2012,2012-11-04,8,26.143,MIA,@,IND,L 20-23,*,,,
34,2012,2012-11-11,9,26.150,MIA,,TEN,L 3-37,*,,,
35,2012,2012-11-15,10,26.154,MIA,@,BUF,L 14-19,*,,,
36,2012,2012-11-25,11,26.164,MIA,,SEA,W 24-21,*,,,
37,2012,2012-12-02,12,26.171,MIA,,NWE,L 16-23,*,,,
38,2012,2012-12-09,13,26.178,MIA,@,SFO,L 13-27,*,,,
39,2012,2012-12-16,14,26.185,MIA,,JAX,W 24-3,*,,,
40,2012,2012-12-23,15,26.192,MIA,,BUF,W 24-10,*,,,
41,2012,2012-12-30,16,26.199,MIA,@,NWE,L 0-28,*,,,
42,2013,2013-09-08,1,27.086,MIA,@,CLE,W 23-10,*,,,
43,2013,2013-09-15,2,27.093,MIA,@,IND,W 24-20,*,,,
44,2013,2013-09-22,3,27.100,MIA,,ATL,W 27-23,*,,,
45,2013,2013-09-30,4,27.108,MIA,@,NOR,L 17-38,*,,,
46,2013,2013-10-06,5,27.114,MIA,,BAL,L 23-26,*,,,
47,2013,2013-10-20,6,27.128,MIA,,BUF,L 21-23,*,,,
48,2013,2013-10-27,7,27.135,MIA,@,NWE,L 17-27,*,,,
49,2013,2013-10-31,8,27.139,MIA,,CIN,W 22-20,*,,,
50,2013,2013-11-11,9,27.150,MIA,@,TAM,L 19-22,*,,,
51,2013,2013-11-17,10,27.156,MIA,,SDG,W 20-16,*,,,
52,2013,2013-11-24,11,27.163,MIA,,CAR,L 16-20,*,,,
53,2013,2013-12-01,12,27.170,MIA,@,NYJ,W 23-3,*,,,
54,2013,2013-12-08,13,27.177,MIA,@,PIT,W 34-28,*,,,
55,2013,2013-12-15,14,27.184,MIA,,NWE,W 24-20,*,,,
56,2013,2013-12-22,15,27.191,MIA,@,BUF,L 0-19,*,,,
57,2013,2013-12-29,16,27.198,MIA,,NYJ,L 7-20,*,,,
58,2014,2014-09-08,1,28.086,NYG,@,DET,L 14-35,*,,,
59,2014,2014-09-14,2,28.092,NYG,,ARI,L 14-25,*,0.0,1,0
60,2014,2014-09-21,3,28.099,NYG,,HOU,W 30-17,*,,,
61,2014,2014-09-25,4,28.103,NYG,@,WAS,W 45-14,*,,,
62,2014,2014-10-05,5,28.113,NYG,,ATL,W 30-20,*,,,
63,2014,2014-10-12,6,28.120,NYG,@,PHI,L 0-27,*,,,
64,2014,2014-10-19,7,28.127,NYG,@,DAL,L 21-31,*,0.0,1,0
65,2014,2014-11-03,8,28.142,NYG,,IND,L 24-40,*,,,
66,2014,2014-11-09,9,28.148,NYG,@,SEA,L 17-38,*,0.0,1,0
