ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1998,1998-09-06,1,22.106,MIN,,TAM,W 31-7,,,,,,,,,,,
2,1998,1998-09-13,2,22.113,MIN,@,STL,W 38-31,,,,,,,,,,,
3,1998,1998-09-20,3,22.120,MIN,,DET,W 29-6,,,,,,,,,,,
4,1998,1998-09-27,4,22.127,MIN,@,CHI,W 31-28,,,,,,,,,,,
5,1998,1998-10-05,5,22.135,MIN,@,GNB,W 37-24,,,,,,,,,,,
6,1998,1998-10-18,6,22.148,MIN,,WAS,W 41-7,,0,0,,0,0,0,0.5,0,0,0
7,1998,1998-10-25,7,22.155,MIN,@,DET,W 34-13,,,,,,,,,,,
8,1998,1998-11-01,8,22.162,MIN,@,TAM,L 24-27,,,,,,,,,,,
9,1998,1998-11-08,9,22.169,MIN,,NOR,W 31-24,,0,0,,0,0,0,1.0,0,0,0
10,1998,1998-11-15,10,22.176,MIN,,CIN,W 24-3,,,,,,,,,,,
11,1998,1998-11-22,11,22.183,MIN,,GNB,W 28-14,,,,,,,,,,,
12,1998,1998-11-26,12,22.187,MIN,@,DAL,W 46-36,,,,,,,,,,,
13,1998,1998-12-06,13,22.197,MIN,,CHI,W 48-22,,,,,,,,,,,
14,1998,1998-12-20,15,22.211,MIN,,JAX,W 50-10,,,,,,,,,,,
15,1999,1999-09-12,1,23.112,MIN,@,ATL,W 17-14,*,,,,,,,,,,
16,1999,1999-09-19,2,23.119,MIN,,OAK,L 17-22,*,,,,,,,,,,
17,1999,1999-10-17,6,23.147,MIN,@,DET,L 23-25,,,,,,,,,,,
18,1999,1999-10-24,7,23.154,MIN,,SFO,W 40-16,,,,,,,,,,,
19,1999,1999-10-31,8,23.161,MIN,@,DEN,W 23-20,*,,,,,,,,,,
20,1999,1999-11-08,9,23.169,MIN,,DAL,W 27-17,,,,,,,,,,,
21,1999,1999-11-14,10,23.175,MIN,@,CHI,W 27-24,,,,,,,,,,,
22,1999,1999-11-28,11,23.189,MIN,,SDG,W 35-27,*,,,,,,,,,,
23,1999,1999-12-06,12,23.197,MIN,@,TAM,L 17-24,*,,,,,,,,,,
24,1999,1999-12-12,13,23.203,MIN,@,KAN,L 28-31,*,,,,,,,,,,
25,1999,1999-12-20,14,23.211,MIN,,GNB,W 24-20,*,,,,,,,,,,
26,1999,1999-12-26,15,23.217,MIN,@,NYG,W 34-17,*,,,,,,,,,,
27,1999,2000-01-02,16,23.224,MIN,,DET,W 24-17,,,,,,,,,,,
28,2000,2000-09-03,1,24.103,MIN,,CHI,W 30-27,,,,,,,,,,,
29,2000,2000-09-10,2,24.110,MIN,,MIA,W 13-7,,0,0,,0,0,0,1.0,0,0,0
30,2000,2000-09-17,3,24.117,MIN,@,NWE,W 21-13,*,,,,,,,,,,
31,2000,2000-10-01,4,24.131,MIN,@,DET,W 31-24,*,,,,,,,,,,
32,2000,2000-10-09,5,24.139,MIN,,TAM,W 30-23,,,,,,,,,,,
33,2000,2000-10-15,6,24.145,MIN,@,CHI,W 28-16,*,,,,,,,,,,
34,2000,2000-10-22,7,24.152,MIN,,BUF,W 31-27,,0,0,,0,0,0,1.0,0,0,0
35,2000,2000-10-29,8,24.159,MIN,@,TAM,L 13-41,,,,,,,,,,,
36,2000,2000-11-06,9,24.167,MIN,@,GNB,L 20-26,*,,,,,,,,,,
37,2000,2000-11-12,10,24.173,MIN,,ARI,W 31-14,*,,,,,,,,,,
38,2000,2000-11-19,11,24.180,MIN,,CAR,W 31-17,,0,0,,0,0,0,0.0,1,14,0
39,2000,2000-11-23,12,24.184,MIN,@,DAL,W 27-15,,,,,,,,,,,
40,2000,2000-11-30,13,24.191,MIN,,DET,W 24-17,*,0,0,,0,0,0,0.0,1,14,0
41,2000,2000-12-10,14,24.201,MIN,@,STL,L 29-40,*,,,,,,,,,,
42,2000,2000-12-17,15,24.208,MIN,,GNB,L 28-33,*,,,,,,,,,,
43,2000,2000-12-24,16,24.215,MIN,@,IND,L 10-31,*,,,,,,,,,,
44,2001,2001-09-09,1,25.109,MIN,,CAR,L 13-24,*,,,,,,,,,,
45,2001,2001-09-23,2,25.123,MIN,@,CHI,L 10-17,*,,,,,,,,,,
46,2001,2001-09-30,3,25.130,MIN,,TAM,W 20-16,*,,,,,,,,,,
47,2001,2001-10-07,4,25.137,MIN,@,NOR,L 15-28,*,,,,,,,,,,
48,2001,2001-10-14,5,25.144,MIN,,DET,W 31-26,*,,,,,,,,,,
49,2001,2001-10-21,6,25.151,MIN,,GNB,W 35-13,*,0,0,,0,1,6,0.0,1,27,1
50,2001,2001-10-28,7,25.158,MIN,@,TAM,L 14-41,*,,,,,,,,,,
51,2001,2001-11-11,8,25.172,MIN,@,PHI,L 17-48,*,0,0,,0,0,0,1.0,0,0,0
52,2001,2001-11-19,9,25.180,MIN,,NYG,W 28-16,*,,,,,,,,,,
53,2001,2001-11-25,10,25.186,MIN,,CHI,L 6-13,*,,,,,,,,,,
54,2001,2001-12-02,11,25.193,MIN,@,PIT,L 16-21,*,,,,,,,,,,
55,2001,2001-12-09,12,25.200,MIN,,TEN,W 42-24,*,0,0,,0,0,0,1.0,0,0,0
56,2001,2001-12-16,13,25.207,MIN,@,DET,L 24-27,*,,,,,,,,,,
57,2001,2001-12-23,14,25.214,MIN,,JAX,L 3-33,*,,,,,,,,,,
58,2001,2001-12-30,15,25.221,MIN,@,GNB,L 13-24,*,0,0,,0,0,0,1.0,0,0,0
59,2001,2002-01-07,16,25.229,MIN,@,BAL,L 3-19,*,,,,,,,,,,
