ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1974,1974-09-22,2,25.164,OAK,,KAN,W 27-7,,1,1,100.00,17,0,0,118.7,1,0,17.00,17.00,0,0,,0
2,1974,1974-10-06,4,25.178,OAK,@,CLE,W 40-24,,0,1,0.00,0,0,0,39.6,1,0,0.00,0.00,0,0,,0
3,1974,1974-10-27,7,25.199,OAK,@,SFO,W 35-24,,,,,,,,,,,,,,,,
4,1974,1974-11-10,9,25.213,OAK,,DET,W 35-13,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,1,19,19.00,0
5,1974,1974-12-01,12,25.234,OAK,,NWE,W 41-26,,0,0,,0,0,0,,,0,,,1,2,2.00,0
6,1974,1974-12-08,13,25.241,OAK,@,KAN,W 7-6,*,1,2,50.00,4,0,0,56.2,0,0,2.00,2.00,1,6,6.00,0
7,1974,1974-12-14,14,25.247,OAK,,DAL,W 27-23,,2,4,50.00,8,0,1,16.7,1,0,2.00,-9.25,1,12,12.00,0
8,1975,1975-10-05,3,26.177,OAK,@,SDG,W 6-0,*,5,15,33.33,50,0,1,16.0,2,0,3.33,0.33,2,-3,-1.50,0
9,1976,1976-09-19,2,27.161,TAM,,SDG,L 0-23,,0,5,0.00,0,0,2,0.0,0,0,0.00,-18.00,0,0,,0
