ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
14,1988,1988-12-04,14,23.354,PHO,@,NYG,L 7-44,,1,45,45.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
15,1988,1988-12-10,15,23.360,PHO,,PHI,L 17-23,,6,166,27.67,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
16,1988,1988-12-18,16,24.002,PHO,,GNB,L 17-26,,0,0,,0,,,,,,,0,0,,0,,,,,,
17,1989,1989-09-10,1,24.268,PHO,@,DET,W 16-13,,0,0,,0,,,0,0,,0,0,0,,0,1,13,13.00,0,0,0
18,1989,1989-09-17,2,24.275,PHO,@,SEA,W 34-24,,1,14,14.00,0,,,0,0,,0,1,17,17.00,0,0,0,,0,0,0
19,1989,1989-09-24,3,24.282,PHO,@,NYG,L 7-35,,2,31,15.50,0,,,0,0,,0,6,107,17.83,0,0,0,,0,0,0
20,1989,1989-10-01,4,24.289,PHO,,SDG,L 13-24,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
21,1989,1989-10-08,5,24.296,PHO,@,WAS,L 28-30,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
22,1989,1989-10-15,6,24.303,PHO,,PHI,L 5-17,,8,144,18.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
23,1989,1989-10-22,7,24.310,PHO,,ATL,W 34-20,,2,10,5.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
24,1989,1989-10-29,8,24.317,PHO,@,DAL,W 19-10,,3,50,16.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
25,1989,1989-11-05,9,24.324,PHO,,NYG,L 13-20,,3,42,14.00,0,,,1,18,18.00,0,0,0,,0,0,0,,0,0,0
26,1989,1989-11-12,10,24.331,PHO,,DAL,W 24-20,,3,139,46.33,2,,,0,0,,0,0,0,,0,0,0,,0,2,12
27,1989,1989-11-19,11,24.338,PHO,@,RAM,L 14-37,,4,72,18.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1989,1989-11-26,12,24.345,PHO,,TAM,L 13-14,,4,65,16.25,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
29,1989,1989-12-03,13,24.352,PHO,,WAS,L 10-29,,4,78,19.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
30,1989,1989-12-10,14,24.359,PHO,@,RAI,L 14-16,,4,97,24.25,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
31,1989,1989-12-24,16,25.008,PHO,@,PHI,L 14-31,,5,76,15.20,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
32,1990,1990-09-09,1,25.267,PHO,@,WAS,L 0-31,,3,23,7.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
33,1990,1990-09-16,2,25.274,PHO,@,PHI,W 23-21,,2,5,2.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
34,1990,1990-09-23,3,25.281,PHO,@,NOR,L 7-28,,2,49,24.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
35,1990,1990-09-30,4,25.288,PHO,,WAS,L 10-38,,0,0,,0,,,0,0,,0,,,,,,,,,0,
36,1990,1990-10-14,5,25.302,PHO,,DAL,W 20-3,,1,11,11.00,0,,,1,8,8.00,0,0,0,,0,0,0,,0,0,0
37,1990,1990-10-21,6,25.309,PHO,@,NYG,L 19-20,,0,0,,0,,,0,0,,0,,,,,,,,,0,
38,1990,1990-10-28,7,25.316,PHO,,CHI,L 21-31,,2,36,18.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
39,1990,1990-11-04,8,25.323,PHO,@,MIA,L 3-23,,4,44,11.00,0,,,1,13,13.00,0,0,0,,0,0,0,,0,0,0
40,1990,1990-11-11,9,25.330,PHO,@,BUF,L 14-45,,2,38,19.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
41,1990,1990-11-18,10,25.337,PHO,,GNB,L 21-24,,7,117,16.71,2,,,0,0,,0,0,0,,0,0,0,,0,2,12
42,1990,1990-11-25,11,25.344,PHO,,NWE,W 34-14,,5,76,15.20,0,,,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0
43,1990,1990-12-02,12,25.351,PHO,,IND,W 20-17,,4,67,16.75,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
44,1990,1990-12-09,13,25.358,PHO,@,ATL,W 24-13,,3,71,23.67,0,,,1,15,15.00,0,0,0,,0,0,0,,0,0,0
45,1990,1990-12-16,14,26.000,PHO,@,DAL,L 10-41,,4,57,14.25,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
46,1990,1990-12-23,15,26.007,PHO,,NYG,L 21-24,,4,130,32.50,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
47,1991,1991-09-01,1,26.259,PHO,@,RAM,W 24-14,,2,38,19.00,1,,,1,9,9.00,0,0,0,,0,0,0,,0,1,6
48,1991,1991-09-08,2,26.266,PHO,@,PHI,W 26-10,,2,62,31.00,0,,,1,1,1.00,0,0,0,,0,0,0,,0,0,0
49,1991,1991-09-15,3,26.273,PHO,@,WAS,L 0-34,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
50,1991,1991-09-22,4,26.280,PHO,,DAL,L 9-17,,8,92,11.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
51,1991,1991-09-29,5,26.287,PHO,,NWE,W 24-10,,8,145,18.13,1,,,1,0,0.00,0,0,0,,0,0,0,,0,1,6
52,1991,1991-10-06,6,26.294,PHO,@,NYG,L 9-20,,5,65,13.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
53,1991,1991-10-13,7,26.301,PHO,@,MIN,L 7-34,,6,67,11.17,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
54,1991,1991-10-20,8,26.308,PHO,,ATL,W 16-10,,3,31,10.33,0,,,1,7,7.00,0,0,0,,0,0,0,,0,0,0
55,1991,1991-10-27,9,26.315,PHO,,MIN,L 0-28,,3,53,17.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
56,1991,1991-11-03,10,26.322,PHO,@,DAL,L 7-27,,0,0,,0,,,0,0,,0,,,,,,,,,0,
57,1991,1991-11-10,11,26.329,PHO,,NYG,L 14-21,,5,99,19.80,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
58,1991,1991-11-17,12,26.336,PHO,@,SFO,L 10-14,,3,55,18.33,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
59,1991,1991-11-24,13,26.343,PHO,,PHI,L 14-34,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
60,1991,1991-12-08,14,26.357,PHO,,WAS,L 14-20,,4,76,19.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
61,1991,1991-12-15,15,26.364,PHO,@,DEN,L 19-24,,4,84,21.00,1,,,1,7,7.00,0,0,0,,0,0,0,,0,1,6
62,1991,1991-12-22,16,27.006,PHO,,NOR,L 3-27,,3,40,13.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
63,1992,1992-09-06,1,27.265,PHO,@,TAM,L 7-23,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,,0,0,0
64,1992,1992-09-13,2,27.272,PHO,,PHI,L 14-31,4,2,53,26.50,1,50.0%,13.25,0,0,,0,0,0,,0,0,0,,0,1,6
65,1992,1992-09-20,3,27.279,PHO,@,DAL,L 20-31,8,5,78,15.60,0,62.5%,9.75,0,0,,0,0,0,,0,0,0,,0,0,0
66,1992,1992-10-04,4,27.293,PHO,,WAS,W 27-24,11,5,52,10.40,0,45.5%,4.73,0,0,,0,0,0,,0,0,0,,0,0,0
67,1992,1992-10-11,5,27.300,PHO,@,NYG,L 21-31,7,6,125,20.83,1,85.7%,17.86,0,0,,0,0,0,,0,0,0,,0,1,6
68,1992,1992-10-18,6,27.307,PHO,,NOR,L 21-30,5,2,21,10.50,1,40.0%,4.20,1,-4,-4.00,0,0,0,,0,0,0,,0,1,6
69,1992,1992-11-29,12,27.349,PHO,@,WAS,L 3-41,9,4,50,12.50,0,44.4%,5.56,0,0,,0,0,0,,0,0,0,,0,0,0
70,1992,1992-12-06,13,27.356,PHO,,SDG,L 21-27,10,5,51,10.20,1,50.0%,5.10,0,0,,0,0,0,,0,0,0,,0,1,6
71,1992,1992-12-12,14,27.362,PHO,,NYG,W 19-0,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,,0,0,0
72,1992,1992-12-20,15,28.004,PHO,@,IND,L 13-16,6,5,70,14.00,0,83.3%,11.67,1,1,1.00,0,0,0,,0,0,0,,0,0,0
73,1992,1992-12-27,16,28.011,PHO,,TAM,L 3-7,7,1,22,22.00,0,14.3%,3.14,0,0,,0,0,0,,0,0,0,,0,0,0
74,1993,1993-09-05,1,28.263,RAM,@,GNB,L 6-36,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,0,
75,1993,1993-09-12,2,28.270,RAM,,PIT,W 27-0,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,0,0,0
76,1993,1993-09-19,3,28.277,RAM,@,NYG,L 10-20,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,0,
77,1993,1993-09-26,4,28.284,RAM,@,HOU,W 28-13,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,0
78,1993,1993-10-03,5,28.291,RAM,,NOR,L 6-37,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,0,
79,1993,1993-10-14,6,28.302,RAM,@,ATL,L 24-30,1,0,0,,0,0.0%,0.00,1,4,4.00,0,0,0,,0,0,0,,0,0,0
80,1993,1993-10-24,7,28.312,RAM,,DET,L 13-16,2,2,25,12.50,2,100.0%,12.50,0,0,,0,0,0,,0,0,0,,0,2,12
81,1993,1993-10-31,8,28.319,RAM,@,SFO,L 17-40,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,0,
82,1993,1993-12-05,12,28.354,RAM,@,PHO,L 10-38,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,0,
83,1993,1993-12-12,13,28.361,RAM,@,NOR,W 23-20,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,0,
