ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1975,1975-09-21,1,22.107,CIN,,CLE,W 24-17,,,,,,
2,1975,1975-09-28,2,22.114,CIN,@,NOR,W 21-0,1,15,15.00,0,0,0
3,1975,1975-10-05,3,22.121,CIN,@,HOU,W 21-19,,,,,,
4,1975,1975-10-12,4,22.128,CIN,,NWE,W 27-10,1,19,19.00,0,0,0
5,1975,1975-10-19,5,22.135,CIN,,OAK,W 14-10,,,,,,
6,1975,1975-10-26,6,22.142,CIN,@,ATL,W 21-14,,,,,,
7,1975,1975-11-02,7,22.149,CIN,,PIT,L 24-30,,,,,,
8,1975,1975-11-09,8,22.156,CIN,@,DEN,W 17-16,,,,,,
9,1975,1975-11-17,9,22.164,CIN,,BUF,W 33-24,,,,,,
10,1975,1975-11-23,10,22.170,CIN,@,CLE,L 23-35,,,,,,
11,1975,1975-11-30,11,22.177,CIN,,HOU,W 23-19,,,,,,
12,1975,1975-12-07,12,22.184,CIN,@,PHI,W 31-0,,,,,,
13,1975,1975-12-13,13,22.190,CIN,@,PIT,L 14-35,,,,,,
14,1975,1975-12-21,14,22.198,CIN,,SDG,W 47-17,,,,,,
15,1976,1976-09-26,3,23.112,TAM,,BUF,L 9-14,,,,,,
16,1976,1976-10-03,4,23.119,TAM,@,BAL,L 17-42,1,22,22.00,0,0,0
17,1976,1976-10-10,5,23.126,TAM,@,CIN,L 0-21,,,,,,
18,1976,1976-10-17,6,23.133,TAM,,SEA,L 10-13,,,,,,
19,1976,1976-10-24,7,23.140,TAM,,MIA,L 20-23,,,,,,
20,1976,1976-10-31,8,23.147,TAM,,KAN,L 19-28,1,30,30.00,1,1,6
21,1976,1976-11-07,9,23.154,TAM,@,DEN,L 13-48,,,,,,
22,1976,1976-11-14,10,23.161,TAM,@,NYJ,L 0-34,,,,,,
23,1976,1976-11-21,11,23.168,TAM,,CLE,L 7-24,1,-7,-7.00,0,0,0
24,1976,1976-11-28,12,23.175,TAM,@,OAK,L 16-49,,,,,,
25,1976,1976-12-05,13,23.182,TAM,@,PIT,L 0-42,2,30,15.00,0,0,0
26,1976,1976-12-12,14,23.189,TAM,,NWE,L 14-31,3,55,18.33,0,0,0
27,1977,1977-09-18,1,24.104,TAM,@,PHI,L 3-13,,,,,,
28,1977,1977-10-30,7,24.146,TAM,@,SFO,L 10-20,,,,,,
29,1977,1977-11-06,8,24.153,TAM,@,RAM,L 0-31,,,,,,
30,1977,1977-11-13,9,24.160,TAM,,NYG,L 0-10,,,,,,
31,1977,1977-11-20,10,24.167,TAM,@,DET,L 7-16,,,,,,
32,1977,1977-11-27,11,24.174,TAM,,ATL,L 0-17,,,,,,
33,1977,1977-12-04,12,24.181,TAM,,CHI,L 0-10,1,9,9.00,0,0,0
34,1977,1977-12-11,13,24.188,TAM,@,NOR,W 33-14,,,,,,
35,1977,1977-12-18,14,24.195,TAM,,STL,W 17-7,1,15,15.00,0,0,0
