ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1980,1980-09-07,1,22.225,NWE,,CLE,W 34-17,0,0,,0,1,37,37.00,0
2,1980,1980-09-14,2,22.232,NWE,,ATL,L 21-37,0,0,,0,6,277,46.17,0
3,1980,1980-09-21,3,22.239,NWE,@,SEA,W 37-31,0,0,,0,4,129,32.25,0
4,1980,1980-09-29,4,22.247,NWE,,DEN,W 23-14,0,0,,0,3,116,38.67,0
5,1980,1980-10-05,5,22.253,NWE,@,NYJ,W 21-11,0,0,,0,6,245,40.83,0
6,1980,1980-10-12,6,22.260,NWE,,MIA,W 34-0,0,0,,0,4,191,47.75,0
7,1980,1980-10-19,7,22.267,NWE,@,BAL,W 37-21,0,0,,0,2,78,39.00,0
8,1980,1980-10-26,8,22.274,NWE,@,BUF,L 13-31,0,0,,0,8,225,28.13,0
9,1980,1980-11-02,9,22.281,NWE,,NYJ,W 34-21,0,0,,0,6,228,38.00,0
10,1980,1980-11-10,10,22.289,NWE,@,HOU,L 34-38,0,0,,0,2,69,34.50,0
11,1980,1980-11-16,11,22.295,NWE,,RAM,L 14-17,0,0,,0,7,294,42.00,0
12,1980,1980-11-23,12,22.302,NWE,,BAL,W 47-21,0,0,,0,4,163,40.75,0
13,1980,1980-11-30,13,22.309,NWE,@,SFO,L 17-21,0,0,,0,3,108,36.00,0
14,1980,1980-12-08,14,22.317,NWE,@,MIA,L 13-16,0,0,,0,3,93,31.00,0
15,1980,1980-12-14,15,22.323,NWE,,BUF,W 24-2,1,0,0.00,0,1,28,28.00,0
16,1980,1980-12-21,16,22.330,NWE,@,NOR,W 38-27,0,0,,0,3,111,37.00,0
17,1981,1981-09-06,1,23.223,NWE,,BAL,L 28-29,0,0,,0,3,111,37.00,0
18,1981,1981-09-13,2,23.230,NWE,@,PHI,L 3-13,0,0,,0,6,250,41.67,0
19,1981,1981-09-21,3,23.238,NWE,,DAL,L 21-35,0,0,,0,2,68,34.00,0
20,1981,1981-09-27,4,23.244,NWE,@,PIT,L 21-27,0,0,,0,7,276,39.43,0
21,1981,1981-10-04,5,23.251,NWE,,KAN,W 33-17,0,0,,0,1,21,21.00,0
