ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1972,1972-09-17,1,22.082,CHI,,ATL,L 21-37
2,1972,1972-09-24,2,22.089,CHI,,RAM,T 13-13
3,1972,1972-10-01,3,22.096,CHI,,DET,L 24-38
4,1972,1972-10-08,4,22.103,CHI,@,GNB,L 17-20
5,1972,1972-10-15,5,22.110,CHI,@,CLE,W 17-0
6,1972,1972-10-23,6,22.118,CHI,,MIN,W 13-10
7,1972,1972-10-29,7,22.124,CHI,@,STL,W 27-10
8,1972,1972-11-05,8,22.131,CHI,@,DET,L 0-14
9,1972,1972-11-12,9,22.138,CHI,,GNB,L 17-23
10,1972,1972-11-19,10,22.145,CHI,,SFO,L 21-34
11,1972,1972-11-26,11,22.152,CHI,,CIN,L 3-13
12,1972,1972-12-03,12,22.159,CHI,@,MIN,L 10-23
13,1972,1972-12-10,13,22.166,CHI,@,PHI,W 21-12
14,1972,1972-12-17,14,22.173,CHI,@,OAK,L 21-28
15,1973,1973-09-16,1,23.081,CHI,,DAL,L 17-20
16,1973,1973-09-23,2,23.088,CHI,,MIN,L 13-22
17,1973,1973-09-30,3,23.095,CHI,@,DEN,W 33-14
18,1973,1973-10-07,4,23.102,CHI,@,NOR,L 16-21
19,1973,1973-10-14,5,23.109,CHI,@,ATL,L 6-46
20,1973,1973-10-21,6,23.116,CHI,,NWE,L 10-13
21,1973,1973-10-28,7,23.123,CHI,,HOU,W 35-14
22,1973,1973-11-04,8,23.130,CHI,@,GNB,W 31-17
23,1973,1973-11-18,10,23.144,CHI,,DET,L 7-30
24,1973,1973-12-02,12,23.158,CHI,,RAM,L 0-26
25,1973,1973-12-09,13,23.165,CHI,@,DET,L 7-40
26,1973,1973-12-16,14,23.172,CHI,,GNB,L 0-21
27,1974,1974-09-15,1,24.080,CHI,,DET,W 17-9
28,1974,1974-09-22,2,24.087,CHI,,NYJ,L 21-23
29,1974,1974-09-29,3,24.094,CHI,@,MIN,L 7-11
30,1974,1974-10-06,4,24.101,CHI,,NOR,W 24-10
31,1974,1974-10-13,5,24.108,CHI,@,ATL,L 10-13
32,1974,1974-10-21,6,24.116,CHI,,GNB,W 10-9
33,1974,1974-11-03,8,24.129,CHI,,MIN,L 0-17
34,1974,1974-11-10,9,24.136,CHI,@,GNB,L 3-20
35,1974,1974-11-17,10,24.143,CHI,,SFO,L 0-34
36,1974,1974-12-01,12,24.157,CHI,,NYG,W 16-13
37,1974,1974-12-08,13,24.164,CHI,@,SDG,L 21-28
38,1974,1974-12-15,14,24.171,CHI,@,WAS,L 0-42
39,1975,1975-09-21,1,25.086,CHI,,BAL,L 7-35
40,1975,1975-09-28,2,25.093,CHI,,PHI,W 15-13
41,1975,1975-10-05,3,25.100,CHI,@,MIN,L 3-28
42,1975,1975-10-12,4,25.107,CHI,@,DET,L 7-27
43,1975,1975-10-19,5,25.114,CHI,@,PIT,L 3-34
44,1975,1975-10-27,6,25.122,CHI,,MIN,L 9-13
45,1975,1975-11-02,7,25.128,CHI,,MIA,L 13-46
46,1975,1975-11-09,8,25.135,CHI,,GNB,W 27-14
47,1975,1975-11-16,9,25.142,CHI,@,SFO,L 3-31
48,1975,1975-11-23,10,25.149,CHI,@,RAM,L 10-38
49,1975,1975-11-30,11,25.156,CHI,@,GNB,L 7-28
50,1975,1975-12-07,12,25.163,CHI,,DET,W 25-21
51,1975,1975-12-14,13,25.170,CHI,,STL,L 20-34
52,1975,1975-12-21,14,25.177,CHI,@,NOR,W 42-17
53,1977,1977-11-20,10,27.146,RAM,@,SFO,W 23-10
54,1977,1977-11-27,11,27.153,RAM,@,CLE,W 9-0
55,1977,1977-12-04,12,27.160,RAM,,OAK,W 20-14
56,1977,1977-12-11,13,27.167,RAM,,ATL,W 23-7
57,1977,1977-12-17,14,27.173,RAM,@,WAS,L 14-17
