ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,23.120,TAM,,PHI,L 14-41,,,,,,
2,1988,1988-09-11,2,23.127,TAM,@,GNB,W 13-10,,,,,,
3,1988,1988-09-18,3,23.134,TAM,,PHO,L 24-30,,,,,,
4,1988,1988-09-25,4,23.141,TAM,@,NOR,L 9-13,,,,,,
5,1988,1988-10-02,5,23.148,TAM,,GNB,W 27-24,0,0,0.5,0,0,0
6,1988,1988-10-09,6,23.155,TAM,@,MIN,L 13-14,,,,,,
7,1988,1988-10-16,7,23.162,TAM,@,IND,L 31-35,,,,,,
8,1988,1988-10-23,8,23.169,TAM,,MIN,L 20-49,0,0,0.5,0,0,0
9,1988,1988-10-30,9,23.176,TAM,,MIA,L 14-17,,,,,,
10,1988,1988-11-06,10,23.183,TAM,@,CHI,L 10-28,,,,,,
11,1988,1988-11-13,11,23.190,TAM,@,DET,W 23-20,,,,,,
12,1988,1988-11-20,12,23.197,TAM,,CHI,L 15-27,,,,,,
13,1988,1988-11-27,13,23.204,TAM,@,ATL,L 10-17,0,0,1.0,0,0,0
14,1988,1988-12-04,14,23.211,TAM,,BUF,W 10-5,0,0,1.0,0,0,0
15,1988,1988-12-11,15,23.218,TAM,@,NWE,L 7-10,,,,,,
16,1988,1988-12-18,16,23.225,TAM,,DET,W 21-10,,,,,,
17,1989,1989-09-10,1,24.126,TAM,@,GNB,W 23-21,0,0,1.0,0,0,0
18,1989,1989-09-17,2,24.133,TAM,,SFO,L 16-20,,,,,,
19,1989,1989-09-24,3,24.140,TAM,,NOR,W 20-10,,,,,,
20,1989,1989-10-01,4,24.147,TAM,@,MIN,L 3-17,,,,,,
21,1989,1989-10-08,5,24.154,TAM,,CHI,W 42-35,,,,,,
22,1989,1989-10-15,6,24.161,TAM,,DET,L 16-17,,,,,,
23,1989,1989-10-22,7,24.168,TAM,@,WAS,L 28-32,,,,,,
24,1989,1989-10-29,8,24.175,TAM,@,CIN,L 23-56,,,,,,
25,1989,1989-11-05,9,24.182,TAM,,CLE,L 31-42,,,,,,
26,1989,1989-11-12,10,24.189,TAM,,MIN,L 10-24,,,,,,
27,1989,1989-11-19,11,24.196,TAM,@,CHI,W 32-31,1,6,2.0,1,13,1
28,1989,1989-11-26,12,24.203,TAM,@,PHO,W 14-13,,,,,,
29,1989,1989-12-03,13,24.210,TAM,,GNB,L 16-17,,,,,,
30,1989,1989-12-10,14,24.217,TAM,@,HOU,L 17-20,,,,,,
31,1989,1989-12-17,15,24.224,TAM,@,DET,L 7-33,,,,,,
32,1989,1989-12-24,16,24.231,TAM,,PIT,L 22-31,,,,,,
33,1990,1990-09-09,1,25.125,TAM,@,DET,W 38-21,,,,,,
34,1990,1990-09-16,2,25.132,TAM,,RAM,L 14-35,,,,,,
35,1990,1990-09-23,3,25.139,TAM,,DET,W 23-20,0,0,1.0,0,0,0
36,1990,1990-09-30,4,25.146,TAM,@,MIN,W 23-20,,,,,,
37,1990,1990-10-07,5,25.153,TAM,@,DAL,L 10-14,,,,,,
38,1990,1990-10-14,6,25.160,TAM,,GNB,W 26-14,,,,,,
39,1990,1990-10-21,7,25.167,TAM,,DAL,L 13-17,,,,,,
40,1990,1990-10-28,8,25.174,TAM,@,SDG,L 10-41,,,,,,
41,1990,1990-11-04,9,25.181,TAM,,CHI,L 6-26,,,,,,
42,1990,1990-11-11,10,25.188,TAM,@,NOR,L 7-35,,,,,,
43,1990,1990-11-18,11,25.195,TAM,@,SFO,L 7-31,,,,,,
44,1990,1990-11-25,12,25.202,TAM,@,GNB,L 10-20,,,,,,
45,1990,1990-12-02,13,25.209,TAM,,ATL,W 23-17,,,,,,
46,1990,1990-12-16,14,25.223,TAM,,MIN,W 26-13,,,,,,
47,1990,1990-12-23,15,25.230,TAM,@,CHI,L 14-27,,,,,,
48,1990,1990-12-30,16,25.237,TAM,,NYJ,L 14-16,,,,,,
49,1991,1991-09-01,1,26.117,TAM,@,NYJ,L 13-16,,,,,,
50,1991,1991-09-08,2,26.124,TAM,,CHI,L 20-21,,,,,,
51,1991,1991-09-15,3,26.131,TAM,@,GNB,L 13-15,0,0,1.0,0,0,0
52,1991,1991-09-22,4,26.138,TAM,,BUF,L 10-17,0,0,1.0,0,0,0
53,1991,1991-09-29,5,26.145,TAM,@,DET,L 3-31,,,,,,
54,1991,1991-10-06,6,26.152,TAM,,PHI,W 14-13,,,,,,
55,1991,1991-10-20,7,26.166,TAM,@,NOR,L 7-23,,,,,,
56,1991,1991-10-27,8,26.173,TAM,,GNB,L 0-27,0,0,1.5,0,0,0
57,1991,1991-11-03,9,26.180,TAM,@,MIN,L 13-28,,,,,,
58,1991,1991-11-17,11,26.194,TAM,@,ATL,L 7-43,,,,,,
59,1991,1991-11-24,12,26.201,TAM,,NYG,L 14-21,,,,,,
60,1991,1991-12-01,13,26.208,TAM,@,MIA,L 14-33,,,,,,
61,1992,1992-09-06,1,27.122,TAM,,PHO,W 23-7,,,,,,
62,1992,1992-09-13,2,27.129,TAM,,GNB,W 31-3,,,,,,
63,1992,1992-09-20,3,27.136,TAM,@,MIN,L 20-26,,,,,,
64,1992,1992-09-27,4,27.143,TAM,@,DET,W 27-23,,,,,,
65,1992,1992-10-04,5,27.150,TAM,,IND,L 14-24,,,,,,
66,1992,1992-10-18,6,27.164,PHO,,NOR,L 21-30,,,,,,
67,1992,1992-10-25,7,27.171,PHO,@,PHI,L 3-7,0,0,1.0,0,0,0
68,1992,1992-11-01,8,27.178,PHO,,SFO,W 24-14,,,,,,
69,1992,1992-11-08,9,27.185,PHO,@,RAM,W 20-14,,,,,,
70,1992,1992-11-15,10,27.192,PHO,@,ATL,L 17-20,,,,,,
71,1992,1992-11-22,11,27.199,PHO,,DAL,L 10-16,,,,,,
72,1992,1992-11-29,12,27.206,PHO,@,WAS,L 3-41,,,,,,
73,1992,1992-12-06,13,27.213,PHO,,SDG,L 21-27,,,,,,
74,1992,1992-12-12,14,27.219,PHO,,NYG,W 19-0,,,,,,
75,1992,1992-12-20,15,27.227,PHO,@,IND,L 13-16,,,,,,
76,1992,1992-12-27,16,27.234,PHO,,TAM,L 3-7,0,0,1.0,0,0,0
77,1993,1993-09-05,1,28.121,PHO,@,PHI,L 17-23,,,,,,
78,1993,1993-09-12,2,28.128,PHO,@,WAS,W 17-10,,,,,,
79,1993,1993-09-19,3,28.135,PHO,,DAL,L 10-17,,,,,,
80,1993,1993-09-26,4,28.142,PHO,@,DET,L 20-26,,,,,,
81,1993,1993-10-10,5,28.156,PHO,,NWE,L 21-23,,,,,,
82,1993,1993-10-17,6,28.163,PHO,,WAS,W 36-6,,,,,,
83,1993,1993-10-24,7,28.170,PHO,@,SFO,L 14-28,,,,,,
84,1993,1993-10-31,8,28.177,PHO,,NOR,L 17-20,,,,,,
85,1993,1993-11-07,9,28.184,PHO,,PHI,W 16-3,,,,,,
86,1993,1993-11-14,10,28.191,PHO,@,DAL,L 15-20,,,,,,
87,1993,1993-11-28,11,28.205,PHO,@,NYG,L 17-19,,,,,,
88,1993,1993-12-05,12,28.212,PHO,,RAM,W 38-10,,,,,,
89,1993,1993-12-12,13,28.219,PHO,,DET,L 14-21,,,,,,
90,1993,1993-12-19,14,28.226,PHO,@,SEA,W 30-27,0,0,1.0,0,0,0
91,1993,1993-12-26,15,28.233,PHO,,NYG,W 17-6,,,,,,
92,1993,1994-01-02,16,28.240,PHO,@,ATL,W 27-10,,,,,,
93,1994,1994-09-04,1,29.120,SDG,@,DEN,W 37-34,,,,,,
94,1994,1994-09-11,2,29.127,SDG,,CIN,W 27-10,,,,,,
95,1994,1994-09-18,3,29.134,SDG,@,SEA,W 24-10,,,,,,
96,1994,1994-09-25,4,29.141,SDG,@,RAI,W 26-24,,,,,,
97,1994,1994-10-09,5,29.155,SDG,,KAN,W 20-6,,,,,,
98,1994,1994-10-16,6,29.162,SDG,@,NOR,W 36-22,,,,,,
99,1994,1994-10-23,7,29.169,SDG,,DEN,L 15-20,,,,,,
100,1994,1994-10-30,8,29.176,SDG,,SEA,W 35-15,,,,,,
101,1994,1994-11-06,9,29.183,SDG,@,ATL,L 9-10,,,,,,
102,1994,1994-11-13,10,29.190,SDG,@,KAN,W 14-13,,,,,,
103,1994,1994-11-20,11,29.197,SDG,@,NWE,L 17-23,,,,,,
104,1994,1994-11-27,12,29.204,SDG,,RAM,W 31-17,0,0,0.5,0,0,0
105,1994,1994-12-05,13,29.212,SDG,,RAI,L 17-24,,,,,,
106,1994,1994-12-11,14,29.218,SDG,,SFO,L 15-38,,,,,,
107,1994,1994-12-18,15,29.225,SDG,@,NYJ,W 21-6,,,,,,
108,1994,1994-12-24,16,29.231,SDG,,PIT,W 37-34,,,,,,
109,1995,1995-09-03,1,30.119,SDG,@,OAK,L 7-17,0,0,1.0,0,0,0
110,1995,1995-09-10,2,30.126,SDG,,SEA,W 14-10,0,0,1.0,0,0,0
111,1995,1995-09-17,3,30.133,SDG,@,PHI,W 27-21,,,,,,
112,1995,1995-09-24,4,30.140,SDG,,DEN,W 17-6,,,,,,
113,1995,1995-10-01,5,30.147,SDG,@,PIT,L 16-31,,,,,,
114,1995,1995-10-09,6,30.155,SDG,@,KAN,L 23-29,,,,,,
115,1995,1995-10-15,7,30.161,SDG,,DAL,L 9-23,0,0,1.0,0,0,0
116,1995,1995-10-22,8,30.168,SDG,@,SEA,W 35-25,0,0,0.5,0,0,0
117,1995,1995-11-05,9,30.182,SDG,,MIA,L 14-24,,,,,,
118,1995,1995-11-12,10,30.189,SDG,,KAN,L 7-22,,,,,,
119,1995,1995-11-19,11,30.196,SDG,@,DEN,L 27-30,,,,,,
120,1995,1995-11-27,12,30.204,SDG,,OAK,W 12-6,,,,,,
121,1995,1995-12-03,13,30.210,SDG,,CLE,W 31-13,,,,,,
122,1995,1995-12-09,14,30.216,SDG,,ARI,W 28-25,,,,,,
123,1995,1995-12-17,15,30.224,SDG,@,IND,W 27-24,,,,,,
124,1995,1995-12-23,16,30.230,SDG,@,NYG,W 27-17,,,,,,
125,1996,1996-09-01,1,31.117,SDG,,SEA,W 29-7,,,,,,
126,1996,1996-09-08,2,31.124,SDG,,CIN,W 27-14,,,,,,
127,1996,1996-09-15,3,31.131,SDG,@,GNB,L 10-42,,,,,,
128,1996,1996-09-22,4,31.138,SDG,@,OAK,W 40-34,0,0,1.0,0,0,0
129,1996,1996-09-29,5,31.145,SDG,,KAN,W 22-19,0,0,1.0,0,0,0
130,1996,1996-10-06,6,31.152,SDG,@,DEN,L 17-28,,,,,,
131,1996,1996-10-21,7,31.167,SDG,,OAK,L 14-23,0,0,1.0,0,0,0
132,1996,1996-10-27,8,31.173,SDG,@,SEA,L 13-32,,,,,,
133,1996,1996-11-03,9,31.180,SDG,@,IND,W 26-19,,,,,,
134,1996,1996-11-11,10,31.188,SDG,,DET,W 27-21,,,,,,
135,1996,1996-11-17,11,31.194,SDG,,TAM,L 17-25,,,,,,
136,1996,1996-11-24,12,31.201,SDG,@,KAN,W 28-14,,,,,,
137,1996,1996-12-01,13,31.208,SDG,,NWE,L 7-45,,,,,,
138,1996,1996-12-08,14,31.215,SDG,@,PIT,L 3-16,,,,,,
139,1996,1996-12-14,15,31.221,SDG,@,CHI,L 14-27,,,,,,
