ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1966,1966-09-03,1,24.237,DEN,@,HOU,L 7-45,4,144,36.00,1,0,0,,0,1,6,0,0,0
2,1966,1966-09-18,2,24.252,DEN,,BOS,L 10-24,1,22,22.00,0,0,0,,0,0,0,0,0,0
3,1966,1966-09-25,3,24.259,DEN,,NYJ,L 7-16,1,17,17.00,0,0,0,,0,0,0,2,0,0
4,1966,1966-10-02,4,24.266,DEN,,HOU,W 40-38,1,100,100.00,1,0,0,,0,1,6,0,0,0
5,1966,1966-10-08,5,24.272,DEN,@,KAN,L 10-37,3,66,22.00,0,1,7,7.00,0,0,0,0,0,0
6,1966,1966-10-16,6,24.280,DEN,@,MIA,L 7-24,1,9,9.00,0,1,16,16.00,0,0,0,0,0,0
7,1966,1966-10-30,8,24.294,DEN,@,SDG,L 17-24,2,85,42.50,0,0,0,,0,0,0,0,0,0
8,1966,1966-11-06,9,24.301,DEN,@,BOS,W 17-10,1,13,13.00,0,0,0,,0,0,0,0,0,0
9,1966,1966-12-04,12,24.329,DEN,,MIA,W 17-7,1,3,3.00,0,3,9,3.00,0,0,0,0,0,0
10,1966,1966-12-11,13,24.336,DEN,@,OAK,L 10-28,3,82,27.33,0,1,17,17.00,0,0,0,1,24,0
11,1966,1966-12-18,14,24.343,DEN,@,BUF,L 21-38,1,0,0.00,0,0,0,,0,0,0,0,0,0
12,1967,1967-09-03,1,25.237,DEN,,BOS,W 26-21,0,0,,0,1,6,6.00,0,1,6,2,24,1
13,1967,1967-09-10,2,25.244,DEN,@,OAK,L 0-51,3,42,14.00,0,1,17,17.00,0,0,0,0,0,0
14,1967,1967-09-17,3,25.251,DEN,@,MIA,L 21-35,1,22,22.00,0,0,0,,0,0,0,0,0,0
15,1967,1967-09-24,4,25.258,DEN,,NYJ,L 24-38,2,56,28.00,0,1,1,1.00,0,0,0,1,0,0
16,1967,1967-10-01,5,25.265,DEN,@,HOU,L 6-10,0,0,,0,0,0,,0,0,0,1,5,0
17,1967,1967-11-05,9,25.300,DEN,,OAK,L 17-21,0,0,,0,0,0,,0,0,0,1,0,0
18,1967,1967-11-12,10,25.307,DEN,,HOU,L 18-20,0,0,,0,0,0,,0,0,0,1,2,0
19,1967,1967-12-03,13,25.328,DEN,@,NYJ,W 33-24,0,0,,0,0,0,,0,0,0,1,47,0
20,1967,1967-12-17,14,25.342,DEN,,KAN,L 24-38,0,0,,0,1,0,0.00,0,0,0,0,0,0
21,1968,1968-11-17,11,26.313,KAN,,BOS,W 31-17,1,15,15.00,0,4,110,27.50,1,1,6,1,0,0
22,1968,1968-11-28,12,26.324,KAN,,HOU,W 24-10,1,25,25.00,0,2,11,5.50,0,0,0,0,0,0
23,1968,1968-12-08,13,26.334,KAN,@,SDG,W 40-3,0,0,,0,1,8,8.00,0,0,0,2,19,0
24,1969,1969-10-26,7,27.290,KAN,,CIN,W 42-22,0,0,,0,1,8,8.00,0,0,0,0,0,0
25,1969,1969-11-02,8,27.297,KAN,@,BUF,W 29-7,0,0,,0,1,7,7.00,0,0,0,0,0,0
