ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-14,2,22.335,BUF,@,JAX,W 38-17,,,,,,,,,,,,,
2,2003,2003-09-21,3,22.342,BUF,@,MIA,L 7-17,,1,17,17.00,0,0,0,0.0,,,0,0,0
3,2003,2003-09-28,4,22.349,BUF,,PHI,L 13-23,,1,23,23.00,0,0,0,0.0,,,0,0,0
4,2003,2003-10-05,5,22.356,BUF,,CIN,W 22-16,,3,53,17.67,0,0,0,0.0,,,0,0,0
5,2003,2003-10-19,7,23.005,BUF,,WAS,W 24-7,,,,,,,,,,,,,
6,2003,2003-10-26,8,23.012,BUF,@,KAN,L 5-38,,1,23,23.00,0,0,0,0.0,,,0,0,0
7,2003,2003-11-09,9,23.026,BUF,@,DAL,L 6-10,,,,,,,,,,,,,
8,2003,2003-11-16,10,23.033,BUF,,HOU,L 10-12,,0,0,,0,0,0,1.0,,,0,0,0
9,2003,2003-11-23,11,23.040,BUF,,IND,L 14-17,,1,26,26.00,0,0,0,0.0,,,0,0,0
10,2003,2003-11-30,12,23.047,BUF,@,NYG,W 24-7,*,1,18,18.00,0,0,0,0.0,,,0,0,0
11,2003,2003-12-07,13,23.054,BUF,,NYJ,W 17-6,,0,0,,0,0,0,0.0,,,1,3,0
12,2003,2003-12-14,14,23.061,BUF,@,TEN,L 26-28,,,,,,,,,,,,,
13,2003,2003-12-21,15,23.068,BUF,,MIA,L 3-20,,0,0,,0,0,0,0.0,,,1,2,0
14,2003,2003-12-27,16,23.074,BUF,@,NWE,L 0-31,*,,,,,,,,,,,,
15,2004,2004-09-12,1,23.334,BUF,,JAX,L 10-13,,2,43,21.50,0,0,0,0.0,,,0,0,0
16,2004,2004-09-19,2,23.341,BUF,@,OAK,L 10-13,,2,48,24.00,0,0,0,1.0,,,0,0,0
17,2004,2004-10-03,3,23.355,BUF,,NWE,L 17-31,,4,176,44.00,1,1,6,0.0,,,0,0,0
