ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2014,2014-09-28,4,23.111,GNB,@,CHI,W 38-17,,,,,,,0.0%,,,,,,,,,,,
2,2014,2014-10-02,5,23.115,GNB,,MIN,W 42-10,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
3,2014,2014-10-12,6,23.125,GNB,@,MIA,W 27-24,,,,,,,0.0%,,,,,,,,,,,
4,2015,2015-09-13,1,24.096,GNB,@,CHI,W 31-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
5,2015,2015-09-20,2,24.103,GNB,,SEA,W 27-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
6,2015,2015-09-28,3,24.111,GNB,,KAN,W 38-28,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
7,2015,2015-10-04,4,24.117,GNB,@,SFO,W 17-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
8,2015,2015-10-11,5,24.124,GNB,,STL,W 24-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
9,2015,2015-10-18,6,24.131,GNB,,SDG,W 27-20,,4,2,79,39.50,0,50.0%,19.75,0,0,,0,0,0,,0,0,0
10,2015,2015-11-01,7,24.145,GNB,@,DEN,L 10-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
11,2015,2015-11-08,8,24.152,GNB,@,CAR,L 29-37,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
12,2015,2015-11-15,9,24.159,GNB,,DET,L 16-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
13,2015,2015-11-22,10,24.166,GNB,@,MIN,W 30-13,,2,0,0,,0,0.0%,0.00,0,0,,0,2,83,41.50,0,0,0
14,2015,2015-11-26,11,24.170,GNB,,CHI,L 13-17,,0,0,0,,0,0.0%,,0,0,,0,2,82,41.00,0,0,0
15,2015,2015-12-03,12,24.177,GNB,@,DET,W 27-23,,1,0,0,,0,0.0%,0.00,0,0,,0,2,46,23.00,0,0,0
16,2015,2015-12-13,13,24.187,GNB,,DAL,W 28-7,,0,0,0,,0,0.0%,,0,0,,0,2,40,20.00,0,0,0
17,2015,2015-12-20,14,24.194,GNB,@,OAK,W 30-20,,4,0,0,,0,0.0%,0.00,0,0,,0,4,108,27.00,0,0,0
18,2015,2015-12-27,15,24.201,GNB,@,ARI,L 8-38,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0
19,2015,2016-01-03,16,24.208,GNB,,MIN,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,1,26,26.00,0,0,0
20,2016,2016-09-11,1,25.094,GNB,@,JAX,W 27-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
21,2016,2016-09-18,2,25.101,GNB,@,MIN,L 14-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
22,2016,2016-09-25,3,25.108,GNB,,DET,W 34-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
23,2016,2016-10-09,4,25.122,GNB,,NYG,W 23-16,,0,0,0,,0,0.0%,,0,0,,0,1,18,18.00,0,0,0
24,2016,2016-10-16,5,25.129,GNB,,DAL,L 16-30,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
25,2016,2016-10-20,6,25.133,GNB,,CHI,W 26-10,,5,2,9,4.50,0,40.0%,1.80,0,0,,0,1,17,17.00,0,0,0
26,2016,2016-10-30,7,25.143,GNB,@,ATL,L 32-33,,4,4,30,7.50,1,100.0%,7.50,0,0,,0,0,0,,0,1,6
27,2016,2016-11-06,8,25.150,GNB,,IND,L 26-31,*,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,0,0
28,2016,2016-11-13,9,25.157,GNB,@,TEN,L 25-47,,3,0,0,,0,0.0%,0.00,0,0,,0,1,28,28.00,0,0,0
29,2016,2016-11-20,10,25.164,GNB,@,WAS,L 24-42,,1,0,0,,0,0.0%,0.00,0,0,,0,1,7,7.00,0,0,0
30,2016,2016-11-28,11,25.172,GNB,@,PHI,W 27-13,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
31,2016,2016-12-04,12,25.178,GNB,,HOU,W 21-13,,0,0,0,,0,0.0%,,1,19,19.00,0,1,28,28.00,0,0,0
32,2016,2016-12-11,13,25.185,GNB,,SEA,W 38-10,,0,0,0,,0,0.0%,,1,19,19.00,1,0,0,,0,1,6
33,2016,2016-12-18,14,25.192,GNB,@,CHI,W 30-27,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0
34,2016,2016-12-24,15,25.198,GNB,,MIN,W 38-25,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
35,2016,2017-01-01,16,25.206,GNB,@,DET,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
36,2017,2017-09-10,1,26.093,GNB,,SEA,W 17-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
37,2017,2017-09-17,2,26.100,GNB,@,ATL,L 23-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
38,2017,2017-09-24,3,26.107,GNB,,CIN,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
39,2017,2017-09-28,4,26.111,GNB,,CHI,W 35-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
40,2017,2017-10-08,5,26.121,GNB,@,DAL,W 35-31,,0,0,0,,0,0.0%,,0,0,,0,1,17,17.00,0,0,0
41,2017,2017-10-15,6,26.128,GNB,@,MIN,L 10-23,,0,0,0,,0,0.0%,,0,0,,0,1,11,11.00,0,0,0
42,2017,2017-10-22,7,26.135,GNB,,NOR,L 17-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
43,2017,2017-11-06,8,26.150,GNB,,DET,L 17-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
44,2017,2017-11-12,9,26.156,GNB,@,CHI,W 23-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
45,2017,2017-11-19,10,26.163,GNB,,BAL,L 0-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
46,2017,2017-11-26,11,26.170,GNB,@,PIT,L 28-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
47,2017,2017-12-03,12,26.177,GNB,,TAM,W 26-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
48,2017,2017-12-10,13,26.184,GNB,@,CLE,W 27-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
49,2017,2017-12-17,14,26.191,GNB,@,CAR,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
50,2017,2017-12-23,15,26.197,GNB,,MIN,L 0-16,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,1,15,15.00,0,0,0
51,2017,2017-12-31,16,26.205,GNB,@,DET,L 11-35,,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,0,0
