ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1998,1998-09-13,2,22.034,TEN,,SDG,L 7-13,,,,,,,,,,,,,,,,,
2,1998,1998-09-20,3,22.041,TEN,@,NWE,L 16-27,,,,,,,,,,,,,,,,,
3,1998,1998-09-27,4,22.048,TEN,,JAX,L 22-27,,,,,,,,,,,,,,,,,
4,1998,1998-10-18,6,22.069,TEN,,CIN,W 44-14,,,,,,,,,,,,,,,,,
5,1998,1998-10-25,7,22.076,TEN,,CHI,L 20-23,,,,,,,,,,,,,,,,,
6,1998,1998-11-01,8,22.083,TEN,@,PIT,W 41-31,,,,,,,,,,,,,,,,,
7,1998,1998-11-08,9,22.090,TEN,@,TAM,W 31-22,,,,,,,,,,,,,,,,,
8,1998,1998-11-15,10,22.097,TEN,,PIT,W 23-14,,,,,,,,,,,,,,,,,
9,1998,1998-11-22,11,22.104,TEN,,NYJ,L 3-24,,,,,,,,,,,,,,,,,
10,1998,1998-11-29,12,22.111,TEN,@,SEA,L 18-20,,,,,,,,,,,,,,,,,
11,1998,1998-12-06,13,22.118,TEN,,BAL,W 16-14,,0,0,,0,0,0,,0,0,0,2.0,,,0,0,0
12,1998,1998-12-13,14,22.125,TEN,@,JAX,W 16-13,,,,,,,,,,,,,,,,,
13,1998,1998-12-20,15,22.132,TEN,@,GNB,L 22-30,,,,,,,,,,,,,,,,,
14,1998,1998-12-26,16,22.138,TEN,,MIN,L 16-26,,,,,,,,,,,,,,,,,
15,1999,1999-09-12,1,23.033,TEN,,CIN,W 36-35,*,0,0,,0,1,23,23.00,0,0,0,0.0,,,0,0,0
16,1999,1999-09-19,2,23.040,TEN,,CLE,W 26-9,*,0,0,,0,0,0,,0,0,0,0.5,,,0,0,0
17,1999,1999-09-26,3,23.047,TEN,@,JAX,W 20-19,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
18,1999,1999-10-03,4,23.054,TEN,@,SFO,L 22-24,*,,,,,,,,,,,,,,,,
19,1999,1999-10-10,5,23.061,TEN,,BAL,W 14-11,*,0,0,,0,0,0,,0,0,0,1.5,,,0,0,0
20,1999,1999-10-17,6,23.068,TEN,@,NOR,W 24-21,*,,,,,,,,,,,,,,,,
21,1999,1999-10-31,7,23.082,TEN,,STL,W 24-21,*,,,,,,,,,,,,,,,,
22,1999,1999-11-07,8,23.089,TEN,@,MIA,L 0-17,*,,,,,,,,,,,,,,,,
23,1999,1999-11-14,9,23.096,TEN,@,CIN,W 24-14,*,,,,,,,,,,,,,,,,
24,1999,1999-11-21,10,23.103,TEN,,PIT,W 16-10,*,,,,,,,,,,,,,,,,
25,1999,1999-11-28,11,23.110,TEN,@,CLE,W 33-21,*,0,0,,0,0,0,,0,0,0,1.0,,,0,0,0
26,1999,1999-12-05,12,23.117,TEN,@,BAL,L 14-41,*,,,,,,,,,,,,,,,,
27,1999,1999-12-09,13,23.121,TEN,,OAK,W 21-14,*,,,,,,,,,,,,,,,,
28,1999,1999-12-19,14,23.131,TEN,,ATL,W 30-17,*,,,,,,,,,,,,,,,,
29,1999,1999-12-26,15,23.138,TEN,,JAX,W 41-14,*,0,0,,0,0,0,,0,0,0,0.0,,,3,66,0
30,1999,2000-01-02,16,23.145,TEN,@,PIT,W 47-36,*,,,,,,,,,,,,,,,,
31,2000,2000-09-03,1,24.024,TEN,@,BUF,L 13-16,*,0,0,,0,0,0,,0,0,0,1.0,,,0,0,0
32,2000,2000-09-10,2,24.031,TEN,,KAN,W 17-14,*,,,,,,,,,,,,,,,,
33,2000,2000-09-24,3,24.045,TEN,@,PIT,W 23-20,*,,,,,,,,,,,,,,,,
34,2000,2000-10-01,4,24.052,TEN,,NYG,W 28-14,*,0,0,,0,0,0,,0,0,0,0.0,,,1,41,0
35,2000,2000-10-08,5,24.059,TEN,@,CIN,W 23-14,,,,,,,,,,,,,,,,,
36,2000,2000-10-16,6,24.067,TEN,,JAX,W 27-13,*,,,,,,,,,,,,,,,,
37,2000,2000-10-30,8,24.081,TEN,@,WAS,W 27-21,*,0,0,,0,0,0,,0,1,6,0.0,,,2,81,1
38,2000,2000-11-05,9,24.087,TEN,,PIT,W 9-7,,0,0,,0,0,0,,0,0,0,0.0,,,1,2,0
39,2000,2000-11-12,10,24.094,TEN,,BAL,L 23-24,*,,,,,,,,,,,,,,,,
40,2000,2000-11-19,11,24.101,TEN,,CLE,W 24-10,*,0,0,,0,0,0,,0,0,0,0.0,,,1,17,0
41,2000,2000-11-26,12,24.108,TEN,@,JAX,L 13-16,*,0,0,,0,0,0,,0,0,0,0.0,,,2,-1,0
42,2000,2000-12-03,13,24.115,TEN,@,PHI,W 15-13,,,,,,,,,,,,,,,,,
43,2000,2000-12-10,14,24.122,TEN,,CIN,W 35-3,*,,,,,,,,,,,,,,,,
44,2000,2000-12-17,15,24.129,TEN,@,CLE,W 24-0,*,,,,,,,,,,,,,,,,
45,2000,2000-12-25,16,24.137,TEN,,DAL,W 31-0,*,0,0,,0,0,0,,0,0,0,0.5,,,0,0,0
46,2001,2001-09-09,1,25.030,TEN,,MIA,L 23-31,*,,,,,,,,,,,,,,,,
47,2001,2001-09-23,2,25.044,TEN,@,JAX,L 6-13,*,0,0,,0,0,0,,0,0,0,1.0,,,0,0,0
48,2001,2001-10-07,3,25.058,TEN,@,BAL,L 7-26,*,,,,,,,,,,,,,,,,
49,2001,2001-10-29,6,25.080,TEN,@,PIT,L 7-34,*,0,0,,0,0,0,,0,0,0,1.0,,,0,0,0
50,2001,2001-11-04,7,25.086,TEN,,JAX,W 28-24,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
51,2001,2001-11-12,8,25.094,TEN,,BAL,L 10-16,*,,,,,,,,,,,,,,,,
52,2001,2001-11-18,9,25.100,TEN,@,CIN,W 20-7,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
53,2001,2001-11-25,10,25.107,TEN,,PIT,L 24-34,*,,,,,,,,,,,,,,,,
54,2001,2001-12-02,11,25.114,TEN,@,CLE,W 31-15,*,,,,,,,,,,,,,,,,
55,2001,2001-12-09,12,25.121,TEN,@,MIN,L 24-42,*,,,,,,,,,,,,,,,,
56,2001,2001-12-16,13,25.128,TEN,,GNB,W 26-20,*,,,,,,,,,,,,,,,,
57,2001,2001-12-22,14,25.134,TEN,@,OAK,W 13-10,*,,,,,,,,,,,,,,,,
58,2001,2001-12-30,15,25.142,TEN,,CLE,L 38-41,*,,,,,,,,,,,,,,,,
59,2001,2002-01-06,16,25.149,TEN,,CIN,L 21-23,*,1,3,3.00,0,0,0,,0,0,0,0.0,,,1,3,0
60,2002,2002-09-08,1,26.029,TEN,,PHI,W 27-24,*,,,,,,,,,,,,,,,,
61,2002,2002-09-15,2,26.036,TEN,@,DAL,L 13-21,*,,,,,,,,,,,,,,,,
62,2002,2002-09-22,3,26.043,TEN,,CLE,L 28-31,*,,,,,,,,,,,,,,,,
63,2002,2002-09-29,4,26.050,TEN,@,OAK,L 25-52,*,,,,,,,,,,,,,,,,
64,2002,2002-10-06,5,26.057,TEN,,WAS,L 14-31,*,,,,,,,,,,,,,,,,
65,2002,2002-10-13,6,26.064,TEN,,JAX,W 23-14,*,,,,,,,,,,,,,,,,
66,2002,2002-10-27,7,26.078,TEN,@,CIN,W 30-24,*,,,,,,,,,,,,,,,,
67,2002,2002-11-03,8,26.085,TEN,@,IND,W 23-15,*,,,,,,,,,,,,,,,,
68,2002,2002-11-10,9,26.092,TEN,,HOU,W 17-10,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
69,2002,2002-11-17,10,26.099,TEN,,PIT,W 31-23,*,,,,,,,,,,,,,,,,
70,2002,2002-11-24,11,26.106,TEN,@,BAL,L 12-13,*,,,,,,,,,,,,,,,,
71,2002,2002-12-01,12,26.113,TEN,@,NYG,W 32-29,*,,,,,,,,,,,,,,,,
72,2002,2002-12-08,13,26.120,TEN,,IND,W 27-17,*,,,,,,,,,,,,,,,,
73,2002,2002-12-16,14,26.128,TEN,,NWE,W 24-7,*,,,,,,,,,,,,,,,,
74,2002,2002-12-22,15,26.134,TEN,@,JAX,W 28-10,*,,,,,,,,,,,,,,,,
75,2002,2002-12-29,16,26.141,TEN,@,HOU,W 13-3,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
76,2003,2003-09-07,1,27.028,TEN,,OAK,W 25-20,*,,,,,,,,,,,,,,,,
77,2003,2003-09-14,2,27.035,TEN,@,IND,L 7-33,*,,,,,,,,,,,,,,,,
78,2003,2003-09-21,3,27.042,TEN,,NOR,W 27-12,*,,,,,,,,,,,,,,,,
79,2003,2003-09-28,4,27.049,TEN,@,PIT,W 30-13,*,0,0,,0,0,0,,0,0,0,0.0,,,1,49,0
80,2003,2003-10-05,5,27.056,TEN,@,NWE,L 30-38,*,,,,,,,,,,,,,,,,
81,2003,2003-11-09,9,27.091,TEN,,MIA,W 31-7,*,0,0,,0,0,0,,0,0,0,0.0,,,1,36,0
82,2003,2003-11-16,10,27.098,TEN,,JAX,W 10-3,*,0,0,,0,0,0,,0,0,0,0.0,,,1,52,0
83,2003,2003-11-23,11,27.105,TEN,@,ATL,W 38-31,*,,,,,,,,,,,,,,,,
84,2003,2003-12-01,12,27.113,TEN,@,NYJ,L 17-24,*,0,0,,0,0,0,,0,0,0,0.0,,,1,4,0
85,2003,2003-12-07,13,27.119,TEN,,IND,L 27-29,*,,,,,,,,,,,,,,,,
86,2003,2003-12-14,14,27.126,TEN,,BUF,W 28-26,*,,,,,,,,,,,,,,,,
87,2003,2003-12-21,15,27.133,TEN,@,HOU,W 27-24,*,0,0,,0,0,0,,0,0,0,0.0,,,2,0,0
88,2003,2003-12-28,16,27.140,TEN,,TAM,W 33-13,*,,,,,,,,,,,,,,,,
89,2004,2004-09-11,1,28.032,TEN,@,MIA,W 17-7,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
90,2004,2004-09-19,2,28.040,TEN,,IND,L 17-31,*,,,,,,,,,,,,,,,,
91,2004,2004-09-26,3,28.047,TEN,,JAX,L 12-15,*,,,,,,,,,,,,,,,,
92,2004,2004-10-03,4,28.054,TEN,@,SDG,L 17-38,*,,,,,,,,,,,,,,,,
93,2004,2004-10-11,5,28.062,TEN,@,GNB,W 48-27,*,,,,,,,,,,,,,,,,
94,2004,2004-10-17,6,28.068,TEN,,HOU,L 10-20,*,,,,,,,,,,,,,,,,
95,2004,2004-10-24,7,28.075,TEN,@,MIN,L 3-20,*,,,,,,,,,,,,,,,,
96,2004,2004-10-31,8,28.082,TEN,,CIN,W 27-20,*,,,,,,,,,,,,,,,,
97,2004,2004-11-14,9,28.096,TEN,,CHI,L 17-19,*,,,,,,,,,,,,,,,,
98,2004,2004-11-21,10,28.103,TEN,@,JAX,W 18-15,*,,,,,,,,,,,,,,,,
99,2004,2004-11-28,11,28.110,TEN,@,HOU,L 21-31,*,,,,,,,,,,,,,,,,
100,2004,2004-12-05,12,28.117,TEN,@,IND,L 24-51,,,,,,,,,,,,,,,,,
101,2005,2005-09-11,1,29.032,BAL,,IND,L 7-24,*,,,,,,,,,,,,,,,,
102,2005,2005-09-18,2,29.039,BAL,@,TEN,L 10-25,*,,,,,,,,,,,,,,,,
103,2005,2005-10-02,3,29.053,BAL,,NYJ,W 13-3,*,,,,,,,,,,,,,,,,
104,2005,2005-10-09,4,29.060,BAL,@,DET,L 17-35,*,,,,,,,,,,,,,,,,
105,2005,2005-10-16,5,29.067,BAL,,CLE,W 16-3,*,,,,,,,,,,,,,,,,
106,2005,2005-10-23,6,29.074,BAL,@,CHI,L 6-10,*,,,,,,,,,,,,,,,,
107,2005,2005-10-31,7,29.082,BAL,@,PIT,L 19-20,*,,,,,,,,,,,,,,,,
108,2005,2005-11-06,8,29.088,BAL,,CIN,L 9-21,*,,,,,,,,,,,,,,,,
109,2005,2005-11-13,9,29.095,BAL,@,JAX,L 3-30,*,,,,,,,,,,,,,,,,
110,2005,2005-11-20,10,29.102,BAL,,PIT,W 16-13,*,,,,,,,,,,,,,,,,
111,2005,2005-11-27,11,29.109,BAL,@,CIN,L 29-42,*,,,,,,,,,,,,,,,,
112,2005,2005-12-04,12,29.116,BAL,,HOU,W 16-15,*,,,,,,,,,,,,,,,,
113,2005,2005-12-11,13,29.123,BAL,@,DEN,L 10-12,*,,,,,,,,,,,,,,,,
114,2005,2005-12-19,14,29.131,BAL,,GNB,W 48-3,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
115,2005,2005-12-25,15,29.137,BAL,,MIN,W 30-23,*,,,,,,,,,,,,,,,,
116,2005,2006-01-01,16,29.144,BAL,@,CLE,L 16-20,*,,,,,,,,,,,,,,0,11,0
117,2006,2006-09-10,1,30.031,BAL,@,TAM,W 27-0,*,,,,,,,,,,,,,,,,
118,2006,2006-09-17,2,30.038,BAL,,OAK,W 28-6,*,,,,,,,,,,,,,,,,
119,2006,2006-09-24,3,30.045,BAL,@,CLE,W 15-14,*,,,,,,,,,,,,,,,,
120,2006,2006-10-01,4,30.052,BAL,,SDG,W 16-13,*,,,,,,,,,,,,,,,,
