ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1970,1970-09-20,1,23.146,WAS,@,SFO,L 17-26,,,,,,,,,,
2,1970,1970-09-27,2,23.153,WAS,@,STL,L 17-27,,,,,,,,,,
3,1970,1970-10-04,3,23.160,WAS,@,PHI,W 33-21,,,,,,,,,,
4,1970,1970-11-22,10,23.209,WAS,,DAL,L 21-45,,,,,,,,,,
5,1970,1970-11-29,11,23.216,WAS,,NYG,L 24-27,,,,,,,,,,
6,1970,1970-12-06,12,23.223,WAS,@,DAL,L 0-34,,,,,,,,,,
7,1970,1970-12-13,13,23.230,WAS,,PHI,W 24-6,,,,,,,,,,
8,1970,1970-12-20,14,23.237,WAS,,STL,W 28-27,,,,,,,,,,
9,1971,1971-09-19,1,24.145,WAS,@,STL,W 24-17,,,,,,,,,,
10,1971,1971-09-26,2,24.152,WAS,@,NYG,W 30-3,,,,,,,,,,
11,1971,1971-10-03,3,24.159,WAS,@,DAL,W 20-16,,,,,,,,,,
12,1971,1971-10-10,4,24.166,WAS,,HOU,W 22-13,,,,,,,,,,
13,1971,1971-10-17,5,24.173,WAS,,STL,W 20-0,1,21,21.00,0,0,0,,0,0,0
14,1971,1971-10-24,6,24.180,WAS,@,KAN,L 20-27,2,29,14.50,0,0,0,,0,0,0
15,1971,1971-10-31,7,24.187,WAS,,NOR,W 24-14,1,20,20.00,0,0,0,,0,0,0
16,1971,1971-11-07,8,24.194,WAS,,PHI,T 7-7,1,17,17.00,0,0,0,,0,0,0
17,1971,1971-11-14,9,24.201,WAS,@,CHI,L 15-16,,,,,,,,,,
18,1971,1971-11-21,10,24.208,WAS,,DAL,L 0-13,,,,,,,,,,
19,1971,1971-11-28,11,24.215,WAS,@,PHI,W 20-13,,,,,,,,,,
20,1971,1971-12-05,12,24.222,WAS,,NYG,W 23-7,,,,,,,,,,
21,1972,1972-09-18,1,25.144,WAS,@,MIN,W 24-21,,,,,,,,,,
22,1972,1972-09-24,2,25.150,WAS,,STL,W 24-10,,,,,,,,,,
23,1972,1972-10-01,3,25.157,WAS,@,NWE,L 23-24,1,36,36.00,0,0,0,,0,0,0
24,1972,1972-10-08,4,25.164,WAS,,PHI,W 14-0,,,,,,,,,,
25,1972,1972-10-15,5,25.171,WAS,@,STL,W 33-3,,,,,,,,,,
26,1972,1972-10-22,6,25.178,WAS,,DAL,W 24-20,,,,,,,,,,
27,1972,1972-10-29,7,25.185,WAS,@,NYG,W 23-16,,,,,,,,,,
28,1972,1972-11-05,8,25.192,WAS,@,NYJ,W 35-17,,,,,,,,,,
29,1972,1972-11-12,9,25.199,WAS,,NYG,W 27-13,,,,,,,,,,
30,1972,1972-11-20,10,25.207,WAS,,ATL,W 24-13,,,,,,,,,,
31,1972,1972-11-26,11,25.213,WAS,,GNB,W 21-16,,,,,,,,,,
32,1972,1972-12-03,12,25.220,WAS,@,PHI,W 23-7,,,,,,,,,,
33,1972,1972-12-09,13,25.226,WAS,@,DAL,L 24-34,,,,,,,,,,
