ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1982,1982-09-12,1,22.153,RAM,@,GNB,L 23-35,,,,
2,1982,1982-09-19,2,22.160,RAM,,DET,L 14-19,,,,
3,1982,1982-11-21,3,22.223,RAM,@,ATL,L 17-34,,,,
4,1982,1982-11-28,4,22.230,RAM,,KAN,W 20-14,,,,
5,1982,1982-12-02,5,22.234,RAM,,SFO,L 24-30,,,,
6,1982,1982-12-12,6,22.244,RAM,,DEN,L 24-27,,,,
7,1982,1982-12-18,7,22.250,RAM,@,RAI,L 31-37,,,,
8,1982,1982-12-26,8,22.258,RAM,,CHI,L 26-34,,,,
9,1982,1983-01-02,9,22.265,RAM,@,SFO,W 21-20,,,,
10,1983,1983-09-04,1,23.145,RAM,@,NYG,W 16-6,0,0,,0
11,1983,1983-09-11,2,23.152,RAM,,NOR,W 30-27,0,0,,0
12,1983,1983-09-18,3,23.159,RAM,@,GNB,L 24-27,0,0,,0
13,1983,1983-09-25,4,23.166,RAM,@,NYJ,L 24-27,0,0,,0
14,1983,1983-10-02,5,23.173,RAM,,DET,W 21-10,0,0,,0
15,1983,1983-10-09,6,23.180,RAM,@,SFO,W 10-7,0,0,,0
16,1983,1983-10-16,7,23.187,RAM,,ATL,W 27-21,0,0,,0
17,1983,1983-10-23,8,23.194,RAM,,SFO,L 35-45,0,0,,0
18,1983,1983-10-30,9,23.201,RAM,@,MIA,L 14-30,0,0,,0
19,1983,1983-11-06,10,23.208,RAM,,CHI,W 21-14,1,0,0.00,0
20,1983,1983-11-14,11,23.216,RAM,@,ATL,W 36-13,0,0,,0
21,1983,1983-11-20,12,23.222,RAM,,WAS,L 20-42,0,0,,0
22,1983,1983-11-27,13,23.229,RAM,,BUF,W 41-17,0,0,,0
23,1983,1983-12-04,14,23.236,RAM,@,PHI,L 9-13,0,0,,0
24,1983,1983-12-11,15,23.243,RAM,,NWE,L 7-21,0,0,,0
25,1983,1983-12-18,16,23.250,RAM,@,NOR,W 26-24,0,0,,0
26,1985,1985-10-07,5,25.178,WAS,,STL,W 27-10,,,,
27,1985,1985-10-13,6,25.184,WAS,,DET,W 24-3,,,,
28,1987,1987-09-13,1,27.154,ATL,@,TAM,L 10-48,,,,
29,1987,1987-09-20,2,27.161,ATL,,WAS,W 21-20,,,,
30,1987,1987-10-25,6,27.196,ATL,@,HOU,L 33-37,,,,
31,1987,1987-11-01,7,27.203,ATL,,NOR,L 0-38,,,,
32,1987,1987-11-08,8,27.210,ATL,@,CLE,L 3-38,,,,
33,1987,1987-11-15,9,27.217,ATL,,CIN,L 10-16,,,,
34,1987,1987-11-22,10,27.224,ATL,@,MIN,L 13-24,,,,
35,1987,1987-11-29,11,27.231,ATL,,STL,L 21-34,,,,
36,1987,1987-12-06,12,27.238,ATL,@,DAL,W 21-10,,,,
37,1987,1987-12-13,13,27.245,ATL,@,RAM,L 0-33,,,,
