ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1994,1994-09-11,2,22.309,CLE,,PIT,L 10-17,,6,2,32,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0,,0,0,0
2,1994,1994-09-18,3,22.316,CLE,,ARI,W 32-0,,8,6,136,22.67,1,75.0%,17.00,0,0,,0,0,0,,0,0,0,,0,1,6
3,1994,1994-09-25,4,22.323,CLE,@,IND,W 21-14,,4,2,27,13.50,0,50.0%,6.75,1,11,11.00,0,0,0,,0,0,0,,0,0,0
4,1994,1994-10-02,5,22.330,CLE,,NYJ,W 27-7,,10,7,105,15.00,0,70.0%,10.50,1,25,25.00,0,0,0,,0,0,0,,0,0,0
5,1994,1994-10-13,6,22.341,CLE,@,HOU,W 11-8,,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,0
6,1994,1994-10-23,7,22.351,CLE,,CIN,W 37-13,,7,3,77,25.67,0,42.9%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0
7,1994,1994-10-30,8,22.358,CLE,@,DEN,L 14-26,,8,5,76,15.20,0,62.5%,9.50,1,0,0.00,0,0,0,,0,0,0,,0,0,0
8,1994,1994-11-06,9,23.000,CLE,,NWE,W 13-6,,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0
9,1994,1994-11-20,11,23.014,CLE,@,KAN,L 13-20,,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,0,
10,1994,1994-11-27,12,23.021,CLE,,HOU,W 34-10,,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0
11,1994,1994-12-04,13,23.028,CLE,,NYG,L 13-16,,9,7,171,24.43,0,77.8%,19.00,0,0,,0,0,0,,0,0,0,,0,0,0
12,1994,1994-12-10,14,23.034,CLE,@,DAL,W 19-14,,2,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,0,
13,1994,1994-12-18,15,23.042,CLE,@,PIT,L 7-17,,9,5,74,14.80,0,55.6%,8.22,0,0,,0,0,0,,0,0,0,,0,0,0
14,1994,1994-12-24,16,23.048,CLE,,SEA,W 35-9,,7,5,47,9.40,1,71.4%,6.71,1,2,2.00,0,0,0,,0,0,0,,0,1,6
15,1995,1995-09-03,1,23.301,CLE,@,NWE,L 14-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,
16,1995,1995-09-10,2,23.308,CLE,,TAM,W 22-6,,5,3,92,30.67,0,60.0%,18.40,0,0,,0,0,0,,0,0,0,,0,0,0
17,1995,1995-09-17,3,23.315,CLE,@,HOU,W 14-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,
18,1995,1995-09-24,4,23.322,CLE,,KAN,W 35-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,5,5.00,0,0,0
19,1995,1995-10-02,5,23.330,CLE,,BUF,L 19-22,,3,1,10,10.00,0,33.3%,3.33,1,29,29.00,0,0,0,,0,1,69,69.00,1,1,6
