ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,22.314,HOU,,NYJ,W 20-0,4,23,5.75,0,0,0,,0,0,0,,0,0,0
2,1977,1977-09-25,2,22.321,HOU,@,GNB,W 16-10,5,59,11.80,0,1,-10,-10.00,0,0,0,,0,0,0
3,1977,1977-10-02,3,22.328,HOU,@,MIA,L 7-27,2,19,9.50,0,0,0,,0,0,0,,0,0,0
4,1977,1977-10-09,4,22.335,HOU,,PIT,W 27-10,1,11,11.00,0,0,0,,0,0,0,,0,0,0
5,1977,1977-10-16,5,22.342,HOU,,CLE,L 23-24,1,4,4.00,0,0,0,,0,0,0,,0,0,0
6,1977,1977-10-23,6,22.349,HOU,@,PIT,L 10-27,,,,,,,,,,,,,,
7,1977,1977-10-30,7,22.356,HOU,@,CIN,L 10-13,,,,,,,,,,,,,,
8,1977,1977-11-06,8,22.363,HOU,,CHI,W 47-0,1,12,12.00,0,0,0,,0,0,0,,0,0,0
9,1977,1977-11-13,9,23.005,HOU,@,OAK,L 29-34,,,,,,,,,,,,,,
10,1977,1977-11-20,10,23.012,HOU,@,SEA,W 22-10,2,13,6.50,0,0,0,,0,0,0,,0,0,0
11,1977,1977-11-27,11,23.019,HOU,,KAN,W 34-20,,,,,,,,,,,,,,
12,1977,1977-12-04,12,23.026,HOU,,DEN,L 14-24,1,6,6.00,0,0,0,,0,0,0,,0,0,0
13,1977,1977-12-11,13,23.033,HOU,@,CLE,W 19-15,,,,,,,,,,,,,,
14,1977,1977-12-18,14,23.040,HOU,,CIN,W 21-16,,,,,,,,,,,,,,
15,1978,1978-09-02,1,23.298,TAM,,NYG,L 13-19,5,57,11.40,0,1,-1,-1.00,0,0,0,,0,0,0
16,1978,1978-09-09,2,23.305,TAM,,DET,L 7-15,2,37,18.50,0,0,0,,0,0,0,,0,0,0
17,1978,1978-09-17,3,23.313,TAM,@,MIN,W 16-10,1,21,21.00,0,0,0,,0,0,0,,0,0,0
18,1978,1978-09-24,4,23.320,TAM,,ATL,W 14-9,,,,,,,,,,,,,,
19,1978,1978-10-01,5,23.327,TAM,,MIN,L 7-24,3,36,12.00,0,0,0,,0,0,0,,0,0,0
20,1978,1978-10-08,6,23.334,TAM,@,KAN,W 30-13,1,38,38.00,0,0,0,,0,0,0,,0,0,0
21,1978,1978-10-15,7,23.341,TAM,@,NYG,L 14-17,,,,,,,,,,,,,,
22,1978,1978-10-22,8,23.348,TAM,,CHI,W 33-19,,,,,,,,,,,,,,
23,1978,1978-10-29,9,23.355,TAM,@,GNB,L 7-9,,,,,,,,,,,,,,
24,1978,1978-11-05,10,23.362,TAM,@,RAM,L 23-26,2,25,12.50,0,0,0,,0,1,9,9.00,0,0,0
25,1978,1978-11-12,11,24.004,TAM,@,DET,L 23-34,2,19,9.50,0,0,0,,0,1,17,17.00,0,0,0
26,1978,1978-11-19,12,24.011,TAM,,BUF,W 31-10,1,33,33.00,1,0,0,,0,0,0,,0,1,6
27,1978,1978-11-26,13,24.018,TAM,@,CHI,L 3-14,,,,,,,,,,,,,,
28,1978,1978-12-03,14,24.025,TAM,,GNB,L 7-17,2,25,12.50,0,0,0,,0,1,10,10.00,0,0,0
29,1978,1978-12-10,15,24.032,TAM,@,SFO,L 3-6,2,14,7.00,0,0,0,,0,0,0,,0,0,0
