ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-09-06,1,22.225,CIN,@,SEA,W 21-3,,0,0,,0,0.0%,,0,0,,0,,
2,1992,1992-09-13,2,22.232,CIN,,RAI,W 24-21,,0,0,,0,0.0%,,1,24,24.00,0,0,0
3,1992,1992-09-20,3,22.239,CIN,@,GNB,L 23-24,1,0,0,,0,0.0%,0.00,0,0,,0,,
4,1992,1992-09-27,4,22.246,CIN,,MIN,L 7-42,1,0,0,,0,0.0%,0.00,1,15,15.00,0,0,0
5,1992,1992-10-11,5,22.260,CIN,,HOU,L 24-38,2,2,22,11.00,1,100.0%,11.00,4,46,11.50,0,1,6
6,1992,1992-10-19,6,22.268,CIN,@,PIT,L 0-20,1,0,0,,0,0.0%,0.00,3,73,24.33,0,0,0
7,1992,1992-10-25,7,22.274,CIN,@,HOU,L 10-26,,0,0,,0,0.0%,,4,91,22.75,0,0,0
8,1992,1992-11-01,8,22.281,CIN,,CLE,W 30-10,,0,0,,0,0.0%,,2,39,19.50,0,0,0
9,1992,1992-11-08,9,22.288,CIN,@,CHI,W 31-28,,0,0,,0,0.0%,,1,12,12.00,0,0,0
10,1992,1992-11-15,10,22.295,CIN,@,NYJ,L 14-17,,0,0,,0,0.0%,,0,0,,0,,
11,1992,1992-11-22,11,22.302,CIN,,DET,L 13-19,,0,0,,0,0.0%,,0,0,,0,,
12,1992,1992-11-29,12,22.309,CIN,,PIT,L 9-21,,0,0,,0,0.0%,,1,21,21.00,0,0,0
13,1992,1992-12-06,13,22.316,CIN,@,CLE,L 21-37,,0,0,,0,0.0%,,6,81,13.50,0,0,0
14,1992,1992-12-13,14,22.323,CIN,@,SDG,L 10-27,2,1,13,13.00,0,50.0%,6.50,2,28,14.00,0,0,0
15,1992,1992-12-20,15,22.330,CIN,,NWE,W 20-10,,0,0,,0,0.0%,,0,0,,0,,
16,1992,1992-12-27,16,22.337,CIN,,IND,L 17-21,,0,0,,0,0.0%,,0,0,,0,,
17,1993,1993-09-05,1,23.223,CIN,@,CLE,L 14-27,1,0,0,,0,0.0%,0.00,,,,,,
18,1993,1993-09-12,2,23.230,CIN,,IND,L 6-9,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
19,1993,1993-10-24,7,23.272,CIN,@,HOU,L 12-28,1,0,0,,0,0.0%,0.00,,,,,,
20,1993,1993-11-14,9,23.293,CIN,,HOU,L 3-38,,0,0,,0,0.0%,,,,,,,
21,1994,1994-10-23,7,24.271,CIN,@,CLE,L 13-37,0,0,0,,0,0.0%,,1,16,16.00,0,0,0
