ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2009,2009-09-13,1,28.346,IND,,JAX,W 14-12,,,,,,,,,
2,2009,2009-10-11,5,29.009,TAM,@,PHI,L 14-33,,2,2,100.0,,,,0,2
3,2009,2009-10-18,6,29.016,TAM,,CAR,L 21-28,,3,3,100.0,,1,0.0,0,3
4,2009,2009-10-25,7,29.023,TAM,,NWE,L 7-35,,1,1,100.0,,,,0,1
5,2009,2010-01-03,16,29.093,SFO,@,STL,W 28-6,,4,4,100.0,,,,0,4
6,2010,2010-11-29,11,30.058,SFO,@,ARI,W 27-6,,3,3,100.0,2,4,50.0,0,9
