ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,24.076,MIN,@,BUF,L 10-13,0,0,1,22,0
2,1988,1988-11-13,11,24.146,MIN,@,DAL,W 43-3,0,0,1,36,0
3,1988,1988-11-24,13,24.157,MIN,@,DET,W 23-0,0,0,1,5,0
4,1989,1989-10-15,6,25.117,MIN,,GNB,W 26-14,0,0,2,7,0
5,1990,1990-09-16,2,26.088,MIN,,NOR,W 32-3,0,0,1,5,0
6,1990,1990-10-07,5,26.109,MIN,,DET,L 27-34,0,0,1,16,0
7,1991,1991-09-22,4,27.094,MIN,@,NOR,L 0-26,0,0,1,7,0
8,1991,1991-11-11,11,27.144,MIN,,CHI,L 17-34,0,0,1,0,0
9,1991,1991-12-15,15,27.178,MIN,,RAM,W 20-14,1,6,1,97,1
10,1993,1993-10-10,5,29.112,CLE,,MIA,L 14-24,1,6,1,97,1
