ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-11,1,27.191,NYT,,BUF,W 27-3,0,0,1,0,0
2,1960,1960-12-18,14,27.289,NYT,@,LAC,L 43-50,0,0,1,7,0
3,1961,1961-09-24,3,28.204,NYT,,DEN,W 35-28,0,0,1,3,0
4,1961,1961-11-11,9,28.252,NYT,,OAK,W 23-12,0,0,2,30,0
5,1961,1961-11-23,11,28.264,NYT,,BUF,W 21-14,1,6,1,55,1
6,1962,1962-09-16,2,29.196,BOS,,HOU,W 34-21,0,0,2,15,0
7,1962,1962-10-26,7,29.236,BOS,,OAK,W 26-16,0,0,1,5,0
8,1962,1962-11-11,9,29.252,BOS,@,DEN,W 33-29,0,0,1,22,0
9,1962,1962-11-18,10,29.259,BOS,@,HOU,L 17-21,0,0,1,31,0
10,1963,1963-09-08,1,30.188,BOS,,NYJ,W 38-14,0,0,2,61,0
11,1963,1963-12-08,13,30.279,BOS,@,HOU,W 46-28,0,0,1,20,0
12,1964,1964-09-27,3,31.207,BOS,,NYJ,W 26-10,0,0,2,10,0
13,1966,1966-09-18,2,33.198,BOS,@,DEN,W 24-10,0,0,1,32,0
14,1966,1966-09-25,3,33.205,BOS,,KAN,L 24-43,0,0,1,3,0
