ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
170,1994,1994-11-06,9,34.225,KAN,,RAI,W 13-3,15,62,4.13,0,7,5,30,6.00,0,71.4%,4.29,0,0,,0,0,0,,,,,,0,0
171,1994,1994-12-04,13,34.253,KAN,,DEN,L 17-20,16,49,3.06,1,6,2,12,6.00,0,33.3%,2.00,0,0,,0,0,0,,,,,,1,6
172,1994,1994-12-12,14,34.261,KAN,@,MIA,L 28-45,7,19,2.71,1,6,5,49,9.80,0,83.3%,8.17,0,0,,0,0,0,,,,,,1,6
173,1994,1994-12-18,15,34.267,KAN,,HOU,W 31-9,10,42,4.20,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,0,0
174,1994,1994-12-24,16,34.273,KAN,@,RAI,W 19-9,33,132,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
175,1995,1995-09-03,1,35.161,KAN,@,SEA,W 34-10,4,19,4.75,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0
176,1995,1995-09-10,2,35.168,KAN,,NYG,W 20-17,19,86,4.53,1,5,2,-1,-0.50,0,40.0%,-0.20,0,0,,0,0,0,,,,,,1,6
177,1995,1995-09-17,3,35.175,KAN,,OAK,W 23-17,17,53,3.12,0,4,4,37,9.25,0,100.0%,9.25,0,0,,0,0,0,,,,,,0,0
178,1995,1995-09-24,4,35.182,KAN,@,CLE,L 17-35,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
179,1995,1995-10-01,5,35.189,KAN,@,ARI,W 24-3,11,62,5.64,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0
180,1995,1995-10-09,6,35.197,KAN,,SDG,W 29-23,14,26,1.86,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,,,,,0,0
181,1995,1995-10-15,7,35.203,KAN,,NWE,W 31-26,13,61,4.69,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0
182,1995,1995-10-22,8,35.210,KAN,@,DEN,W 21-7,21,121,5.76,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,1,6
183,1995,1995-11-05,9,35.224,KAN,,WAS,W 24-3,9,34,3.78,1,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,1,6
184,1995,1995-11-12,10,35.231,KAN,@,SDG,W 22-7,16,63,3.94,1,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,,,,,1,6
185,1995,1995-11-19,11,35.238,KAN,,HOU,W 20-13,16,49,3.06,0,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,,,,,0,0
186,1995,1995-11-23,12,35.242,KAN,@,DAL,L 12-24,3,4,1.33,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0
187,1995,1995-12-03,13,35.252,KAN,@,OAK,W 29-23,21,124,5.90,1,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,1,6
188,1995,1995-12-11,14,35.260,KAN,@,MIA,L 6-13,16,88,5.50,0,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,,,,,0,0
189,1995,1995-12-17,15,35.266,KAN,,DEN,W 20-17,16,54,3.38,0,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,,,,,0,0
190,1995,1995-12-24,16,35.273,KAN,,SEA,W 26-3,10,43,4.30,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
191,1996,1996-09-01,1,36.159,KAN,@,HOU,W 20-19,6,18,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
192,1996,1996-09-08,2,36.166,KAN,,OAK,W 19-3,12,34,2.83,0,2,1,29,29.00,0,50.0%,14.50,0,0,,0,0,0,,0,,,,0,0
193,1996,1996-09-15,3,36.173,KAN,@,SEA,W 35-17,12,52,4.33,2,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,,,,2,12
194,1996,1996-09-22,4,36.180,KAN,,DEN,W 17-14,17,55,3.24,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,1,6
195,1996,1996-09-29,5,36.187,KAN,@,SDG,L 19-22,9,35,3.89,0,6,6,88,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,,,,0,0
196,1996,1996-10-07,6,36.195,KAN,,PIT,L 7-17,18,69,3.83,1,4,4,29,7.25,0,100.0%,7.25,0,0,,0,0,0,,0,,,,1,6
197,1996,1996-10-17,7,36.205,KAN,,SEA,W 34-16,14,39,2.79,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,12
198,1996,1996-10-27,8,36.215,KAN,@,DEN,L 7-34,7,22,3.14,0,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,,,,0,0
199,1996,1996-11-03,9,36.222,KAN,@,MIN,W 21-6,18,89,4.94,1,1,1,2,2.00,0,100.0%,2.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,6
200,1996,1996-11-10,10,36.229,KAN,,GNB,W 27-20,10,48,4.80,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0
201,1996,1996-11-17,11,36.236,KAN,,CHI,W 14-10,16,64,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
202,1996,1996-11-24,12,36.243,KAN,,SDG,L 14-28,6,30,5.00,0,8,7,60,8.57,0,87.5%,7.50,0,0,,0,0,0,,0,,,,0,0
203,1996,1996-11-28,13,36.247,KAN,@,DET,W 28-24,15,73,4.87,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,12
204,1996,1996-12-09,14,36.258,KAN,@,OAK,L 7-26,14,64,4.57,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0
205,1996,1996-12-15,15,36.264,KAN,,IND,L 19-24,12,51,4.25,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0
206,1996,1996-12-22,16,36.271,KAN,@,BUF,L 9-20,20,87,4.35,0,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,,,,0,0
207,1997,1997-08-31,1,37.158,KAN,@,DEN,L 3-19,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
208,1997,1997-09-08,2,37.166,KAN,@,OAK,W 28-27,3,13,4.33,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,,,,0,0
209,1997,1997-09-14,3,37.172,KAN,,BUF,W 22-16,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
210,1997,1997-09-21,4,37.179,KAN,@,CAR,W 35-14,9,31,3.44,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,6
211,1997,1997-09-28,5,37.186,KAN,,SEA,W 20-17,19,78,4.11,2,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,,,2,12
212,1997,1997-10-05,6,37.193,KAN,@,MIA,L 14-17,7,25,3.57,0,2,2,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,,,,0,0
213,1997,1997-10-16,7,37.204,KAN,,SDG,W 31-3,7,29,4.14,1,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,,,1,6
214,1997,1997-10-26,8,37.214,KAN,@,STL,W 28-20,3,7,2.33,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,,,1,6
215,1997,1997-11-03,9,37.222,KAN,,PIT,W 13-10,10,49,4.90,0,0,0,0,,0,0.0%,,1,1,100.00,14,1,0,158.3,0,0,14.00,34.00,0,0
216,1997,1997-11-09,10,37.228,KAN,@,JAX,L 10-24,3,37,12.33,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,,,0,0
217,1997,1997-11-16,11,37.235,KAN,,DEN,W 24-22,16,43,2.69,2,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,,,,2,12
218,1997,1997-11-23,12,37.242,KAN,@,SEA,W 19-14,7,19,2.71,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,6
219,1997,1997-11-30,13,37.249,KAN,,SFO,W 44-9,13,48,3.69,1,0,0,0,,0,0.0%,,1,1,100.00,1,1,0,118.7,0,0,1.00,21.00,1,6
220,1997,1997-12-07,14,37.256,KAN,,OAK,W 30-0,6,26,4.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
221,1997,1997-12-14,15,37.263,KAN,@,SDG,W 29-7,8,44,5.50,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,1,6
222,1997,1997-12-21,16,37.270,KAN,,NOR,W 25-13,9,50,5.56,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,1,6
