ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
32,1996,1996-12-22,16,24.214,JAX,,ATL,W 19-17,,1,1,100.0,4,4,100.0,0,13
33,1997,1997-08-31,1,25.101,JAX,@,BAL,W 28-27,,4,4,100.0,,1,0.0,0,4
34,1997,1997-09-07,2,25.108,JAX,,NYG,W 40-13,,4,4,100.0,4,4,100.0,0,16
35,1997,1997-09-22,3,25.123,JAX,,PIT,W 30-21,,3,3,100.0,3,5,60.0,0,12
36,1997,1997-09-28,4,25.129,JAX,@,WAS,L 12-24,,,,,4,4,100.0,0,12
37,1997,1997-10-05,5,25.136,JAX,,CIN,W 21-13,,3,3,100.0,,1,0.0,0,3
38,1997,1997-10-12,6,25.143,JAX,,PHI,W 38-21,,5,5,100.0,1,1,100.0,0,8
39,1997,1997-10-19,7,25.150,JAX,@,DAL,L 22-26,,2,2,100.0,,,,0,2
40,1997,1997-10-26,8,25.157,JAX,@,PIT,L 17-23,,2,2,100.0,1,1,100.0,0,5
41,1997,1997-11-02,9,25.164,JAX,@,TEN,W 30-24,,3,3,100.0,3,3,100.0,0,12
42,1997,1997-11-09,10,25.171,JAX,,KAN,W 24-10,,3,3,100.0,1,1,100.0,0,6
43,1997,1997-11-16,11,25.178,JAX,,TEN,W 17-9,,2,2,100.0,1,1,100.0,0,5
44,1997,1997-11-23,12,25.185,JAX,@,CIN,L 26-31,,2,2,100.0,4,4,100.0,0,14
45,1997,1997-11-30,13,25.192,JAX,,BAL,W 29-27,,2,2,100.0,5,5,100.0,0,17
46,1997,1997-12-07,14,25.199,JAX,,NWE,L 20-26,,2,2,100.0,,1,0.0,0,2
47,1997,1997-12-14,15,25.206,JAX,@,BUF,W 20-14,,2,2,100.0,2,2,100.0,0,8
48,1997,1997-12-21,16,25.213,JAX,@,OAK,W 20-9,,2,2,100.0,2,2,100.0,0,8
49,1998,1998-09-06,1,26.107,JAX,@,CHI,W 24-23,,3,3,100.0,1,1,100.0,0,6
50,1998,1998-09-13,2,26.114,JAX,,KAN,W 21-16,,3,3,100.0,,2,0.0,0,3
51,1998,1998-09-20,3,26.121,JAX,,BAL,W 24-10,,3,3,100.0,1,2,50.0,0,6
52,1998,1998-09-27,4,26.128,JAX,@,TEN,W 27-22,,3,3,100.0,2,2,100.0,0,9
53,1998,1998-10-12,5,26.143,JAX,,MIA,W 28-21,,4,4,100.0,,1,0.0,0,4
54,1998,1998-10-18,6,26.149,JAX,@,BUF,L 16-17,,1,1,100.0,3,3,100.0,0,10
55,1998,1998-10-25,7,26.156,JAX,@,DEN,L 24-37,,3,3,100.0,1,2,50.0,0,6
56,1998,1998-11-01,8,26.163,JAX,@,BAL,W 45-19,,6,6,100.0,1,1,100.0,0,9
57,1998,1998-11-08,9,26.170,JAX,,CIN,W 24-11,,3,3,100.0,1,1,100.0,0,6
58,1998,1998-11-15,10,26.177,JAX,,TAM,W 29-24,,2,2,100.0,3,3,100.0,0,11
59,1998,1998-11-22,11,26.184,JAX,@,PIT,L 15-30,,1,1,100.0,,,,0,1
60,1998,1998-11-29,12,26.191,JAX,@,CIN,W 34-17,,4,4,100.0,2,2,100.0,0,10
61,1998,1998-12-06,13,26.198,JAX,,DET,W 37-22,,4,4,100.0,3,3,100.0,0,13
62,1998,1998-12-13,14,26.205,JAX,,TEN,L 13-16,,1,1,100.0,2,2,100.0,0,7
63,1998,1998-12-20,15,26.212,JAX,@,MIN,L 10-50,,1,1,100.0,1,1,100.0,0,4
64,1998,1998-12-28,16,26.220,JAX,,PIT,W 21-3,,3,3,100.0,,,,0,3
65,1999,1999-09-12,1,27.113,JAX,,SFO,W 41-3,,3,3,100.0,4,4,100.0,0,15
66,1999,1999-09-19,2,27.120,JAX,@,CAR,W 22-20,,1,1,100.0,3,4,75.0,0,10
67,1999,1999-09-26,3,27.127,JAX,,TEN,L 19-20,,2,2,100.0,1,1,100.0,0,5
68,1999,1999-10-03,4,27.134,JAX,@,PIT,W 17-3,,1,1,100.0,2,2,100.0,0,7
69,1999,1999-10-11,5,27.142,JAX,@,NYJ,W 16-6,,1,1,100.0,3,3,100.0,0,10
70,1999,1999-10-17,6,27.148,JAX,,CLE,W 24-7,,1,1,100.0,3,3,100.0,0,10
71,1999,1999-10-31,7,27.162,JAX,@,CIN,W 41-10,,5,5,100.0,2,2,100.0,0,11
72,1999,1999-11-07,8,27.169,JAX,@,ATL,W 30-7,,3,3,100.0,3,4,75.0,0,12
73,1999,1999-11-14,9,27.176,JAX,,BAL,W 6-3,,,,,2,3,66.7,0,6
74,1999,1999-11-21,10,27.183,JAX,,NOR,W 41-23,,5,5,100.0,2,2,100.0,0,11
75,1999,1999-11-28,11,27.190,JAX,@,BAL,W 30-23,,2,2,100.0,,,,0,2
76,1999,1999-12-02,12,27.194,JAX,,PIT,W 20-6,,2,2,100.0,2,2,100.0,0,8
77,1999,1999-12-13,13,27.205,JAX,,DEN,W 27-24,,3,3,100.0,2,2,100.0,0,9
78,1999,1999-12-19,14,27.211,JAX,@,CLE,W 24-14,,3,3,100.0,1,3,33.3,0,6
79,1999,1999-12-26,15,27.218,JAX,@,TEN,L 14-41,,2,2,100.0,,,,0,2
80,1999,2000-01-02,16,27.225,JAX,,CIN,W 24-7,,3,3,100.0,1,3,33.3,0,6
81,2000,2000-09-03,1,28.104,JAX,@,CLE,W 27-7,,3,3,100.0,2,2,100.0,0,9
82,2000,2000-09-10,2,28.111,JAX,@,BAL,L 36-39,,3,3,100.0,5,5,100.0,0,18
83,2000,2000-10-16,7,28.147,JAX,@,TEN,L 13-27,,1,1,100.0,2,2,100.0,0,7
84,2000,2000-10-22,8,28.153,JAX,,WAS,L 16-35,,1,1,100.0,3,3,100.0,0,10
85,2000,2000-10-29,9,28.160,JAX,@,DAL,W 23-17,,2,2,100.0,1,2,50.0,0,5
86,2000,2000-11-12,10,28.174,JAX,,SEA,L 21-28,,3,3,100.0,,,,0,3
87,2000,2000-11-19,11,28.181,JAX,@,PIT,W 34-24,,4,4,100.0,2,2,100.0,0,10
88,2000,2000-11-26,12,28.188,JAX,,TEN,W 16-13,,1,1,100.0,3,3,100.0,0,10
89,2000,2000-12-03,13,28.195,JAX,,CLE,W 48-0,,6,6,100.0,2,2,100.0,0,12
90,2000,2000-12-10,14,28.202,JAX,,ARI,W 44-10,,5,5,100.0,3,3,100.0,0,14
91,2000,2000-12-17,15,28.209,JAX,@,CIN,L 14-17,,2,2,100.0,,1,0.0,0,2
92,2000,2000-12-23,16,28.215,JAX,@,NYG,L 25-28,,2,2,100.0,1,1,100.0,0,5
93,2001,2001-09-09,1,29.110,JAX,,PIT,W 21-3,,3,3,100.0,,1,0.0,0,3
94,2001,2001-09-23,2,29.124,JAX,,TEN,W 13-6,,1,1,100.0,2,3,66.7,0,7
95,2001,2001-09-30,3,29.131,JAX,,CLE,L 14-23,,2,2,100.0,,1,0.0,0,2
96,2001,2001-10-07,4,29.138,JAX,@,SEA,L 15-24,,,,,3,4,75.0,0,9
97,2001,2001-10-18,5,29.149,JAX,,BUF,L 10-13,,1,1,100.0,1,1,100.0,0,4
98,2001,2001-10-28,6,29.159,JAX,@,BAL,L 17-18,,2,2,100.0,1,1,100.0,0,5
99,2001,2001-11-04,7,29.166,JAX,@,TEN,L 24-28,,3,3,100.0,1,1,100.0,0,6
100,2001,2001-11-11,8,29.173,JAX,,CIN,W 30-13,,4,4,100.0,,,,0,4
101,2001,2001-11-18,9,29.180,JAX,@,PIT,L 7-20,,1,1,100.0,,1,0.0,0,1
102,2001,2001-11-25,10,29.187,JAX,,BAL,L 21-24,,3,3,100.0,,1,0.0,0,3
103,2001,2001-12-03,11,29.195,JAX,,GNB,L 21-28,,1,1,100.0,2,3,66.7,0,7
104,2001,2001-12-09,12,29.201,JAX,@,CIN,W 14-10,,2,2,100.0,,1,0.0,0,2
105,2001,2001-12-16,13,29.208,JAX,@,CLE,W 15-10,,,1,0.0,3,3,100.0,0,9
106,2001,2001-12-23,14,29.215,JAX,@,MIN,W 33-3,,3,3,100.0,4,4,100.0,0,15
107,2001,2001-12-30,15,29.222,JAX,,KAN,L 26-30,,3,3,100.0,1,2,50.0,0,6
108,2001,2002-01-06,16,29.229,JAX,@,CHI,L 13-33,,,1,0.0,,1,0.0,0,0
109,2002,2002-09-08,1,30.109,BUF,,NYJ,L 31-37,,4,4,100.0,1,2,50.0,0,7
110,2002,2002-09-15,2,30.116,BUF,@,MIN,W 45-39,,3,3,100.0,4,5,80.0,0,15
111,2002,2002-09-22,3,30.123,BUF,@,DEN,L 23-28,,2,2,100.0,1,1,100.0,0,5
112,2002,2002-09-29,4,30.130,BUF,,CHI,W 33-27,,3,3,100.0,2,3,66.7,0,9
113,2002,2002-10-06,5,30.137,BUF,,OAK,L 31-49,,4,4,100.0,1,1,100.0,0,7
114,2002,2002-10-13,6,30.144,BUF,@,HOU,W 31-24,,4,4,100.0,1,1,100.0,0,7
115,2002,2002-10-20,7,30.151,BUF,@,MIA,W 23-10,,2,2,100.0,3,3,100.0,0,11
116,2002,2002-10-27,8,30.158,BUF,,DET,W 24-17,,3,3,100.0,1,1,100.0,0,6
117,2002,2002-11-03,9,30.165,BUF,,NWE,L 7-38,,1,1,100.0,,3,0.0,0,1
118,2002,2002-11-17,10,30.179,BUF,@,KAN,L 16-17,,1,1,100.0,3,3,100.0,0,10
119,2002,2002-11-24,11,30.186,BUF,@,NYJ,L 13-31,,1,1,100.0,2,2,100.0,0,7
120,2002,2002-12-01,12,30.193,BUF,,MIA,W 38-21,,5,5,100.0,1,2,50.0,0,8
121,2002,2002-12-08,13,30.200,BUF,@,NWE,L 17-27,,2,2,100.0,1,1,100.0,0,5
122,2002,2002-12-15,14,30.207,BUF,,SDG,W 20-13,,2,2,100.0,2,2,100.0,0,8
123,2002,2002-12-22,15,30.214,BUF,@,GNB,L 0-10,,,,,,1,0.0,0,0
124,2002,2002-12-29,16,30.221,BUF,,CIN,W 27-9,,3,3,100.0,2,2,100.0,0,9
