ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-09-05,1,22.295,SDG,,SEA,W 18-12,,0,0,,0,2,16,8.00,0,0,0,0.0,0,0,0
2,1993,1993-09-12,2,22.302,SDG,@,DEN,L 17-34,,0,0,,0,2,19,9.50,0,0,0,0.0,0,0,0
3,1993,1993-09-19,3,22.309,SDG,,HOU,W 18-17,,0,0,,0,3,19,6.33,0,0,0,0.0,0,0,0
4,1993,1993-10-03,4,22.323,SDG,@,SEA,L 14-31,,0,0,,0,2,4,2.00,0,0,0,0.0,0,0,0
5,1993,1993-10-10,5,22.330,SDG,@,PIT,L 3-16,,0,0,,0,4,79,19.75,0,0,0,0.0,0,0,0
6,1993,1993-10-17,6,22.337,SDG,,KAN,L 14-17,,0,0,,0,1,54,54.00,0,0,0,0.0,0,0,0
7,1993,1993-10-31,7,22.351,SDG,@,RAI,W 30-23,,,,,,0,0,,0,,,,,,
8,1993,1993-11-07,8,22.358,SDG,@,MIN,W 30-17,,0,0,,0,4,50,12.50,0,0,0,0.0,0,0,0
9,1993,1993-11-14,9,23.000,SDG,,CHI,L 13-16,,,,,,0,0,,0,,,,,,
10,1993,1993-11-21,10,23.007,SDG,,RAI,L 7-12,,,,,,0,0,,0,,,,,,
11,1993,1993-11-29,11,23.015,SDG,@,IND,W 31-0,,0,0,,0,3,9,3.00,0,0,0,0.0,0,0,0
12,1993,1993-12-05,12,23.021,SDG,,DEN,W 13-10,,0,0,,0,4,94,23.50,0,0,0,0.0,0,0,0
13,1993,1993-12-12,13,23.028,SDG,,GNB,L 13-20,,0,0,,0,3,38,12.67,0,0,0,0.0,0,0,0
14,1993,1993-12-19,14,23.035,SDG,@,KAN,L 24-28,,0,0,,0,2,11,5.50,0,0,0,0.0,0,0,0
15,1993,1993-12-27,15,23.043,SDG,,MIA,W 45-20,,0,0,,0,1,2,2.00,0,0,0,0.0,0,0,0
16,1993,1994-01-02,16,23.049,SDG,@,TAM,W 32-17,,0,0,,0,0,0,,0,0,0,0.0,1,3,0
17,1994,1994-09-04,1,23.294,SDG,@,DEN,W 37-34,,0,0,,0,1,8,8.00,0,0,0,0.0,0,0,0
18,1994,1994-09-11,2,23.301,SDG,,CIN,W 27-10,,0,0,,0,1,11,11.00,0,0,0,0.0,0,0,0
19,1994,1994-09-18,3,23.308,SDG,@,SEA,W 24-10,,0,0,,0,1,3,3.00,0,0,0,0.0,0,0,0
20,1994,1994-09-25,4,23.315,SDG,@,RAI,W 26-24,,0,0,,0,3,95,31.67,1,1,6,0.0,0,0,0
21,1994,1994-10-09,5,23.329,SDG,,KAN,W 20-6,,0,0,,0,3,34,11.33,0,0,0,0.0,1,23,0
22,1994,1994-10-16,6,23.336,SDG,@,NOR,W 36-22,,0,0,,0,2,8,4.00,0,0,0,0.0,0,0,0
23,1994,1994-10-23,7,23.343,SDG,,DEN,L 15-20,,0,0,,0,2,9,4.50,0,0,0,0.0,0,0,0
24,1994,1994-10-30,8,23.350,SDG,,SEA,W 35-15,,0,0,,0,2,22,11.00,0,0,0,0.0,0,0,0
25,1994,1994-11-06,9,23.357,SDG,@,ATL,L 9-10,,0,0,,0,2,14,7.00,0,0,0,0.0,0,0,0
26,1994,1994-11-13,10,23.364,SDG,@,KAN,W 14-13,,0,0,,0,6,52,8.67,0,0,0,0.0,0,0,0
27,1994,1994-11-20,11,24.006,SDG,@,NWE,L 17-23,,0,0,,0,0,0,,0,0,0,0.0,2,-7,0
28,1994,1994-11-27,12,24.013,SDG,,RAM,W 31-17,,0,0,,0,6,128,21.33,1,1,6,0.0,1,16,0
29,1994,1994-12-05,13,24.021,SDG,,RAI,L 17-24,,0,0,,0,2,26,13.00,0,0,0,0.0,0,0,0
30,1994,1994-12-11,14,24.027,SDG,,SFO,L 15-38,,0,0,,0,1,11,11.00,0,0,0,0.0,0,0,0
31,1994,1994-12-18,15,24.034,SDG,@,NYJ,W 21-6,,0,0,,0,2,30,15.00,0,0,0,0.0,0,0,0
32,1994,1994-12-24,16,24.040,SDG,,PIT,W 37-34,,0,0,,0,2,24,12.00,0,0,0,0.0,0,0,0
33,1996,1996-09-01,1,25.292,SDG,,SEA,W 29-7,,0,0,,0,3,62,20.67,0,0,0,0.0,0,0,0
34,1996,1996-09-08,2,25.299,SDG,,CIN,W 27-14,,0,0,,0,4,96,24.00,0,0,0,0.0,0,0,0
35,1996,1996-09-15,3,25.306,SDG,@,GNB,L 10-42,,,,,,0,0,,0,,,,,,
36,1996,1996-09-22,4,25.313,SDG,@,OAK,W 40-34,,0,0,,0,4,68,17.00,0,0,0,0.0,0,0,0
37,1996,1996-09-29,5,25.320,SDG,,KAN,W 22-19,,0,0,,0,3,84,28.00,1,1,6,0.0,0,0,0
38,1996,1996-10-06,6,25.327,SDG,@,DEN,L 17-28,,0,0,,0,2,2,1.00,0,0,0,0.0,0,0,0
39,1996,1996-10-21,7,25.342,SDG,,OAK,L 14-23,,0,0,,0,2,7,3.50,0,0,0,0.0,0,0,0
40,1996,1996-10-27,8,25.348,SDG,@,SEA,L 13-32,,0,0,,0,4,38,9.50,0,0,0,0.0,0,0,0
41,1996,1996-11-03,9,25.355,SDG,@,IND,W 26-19,,0,0,,0,1,13,13.00,0,0,0,0.0,0,0,0
42,1996,1996-11-11,10,25.363,SDG,,DET,W 27-21,,0,0,,0,2,33,16.50,0,0,0,2.0,0,0,0
43,1996,1996-11-17,11,26.003,SDG,,TAM,L 17-25,,0,0,,0,1,3,3.00,0,0,0,0.0,0,0,0
44,1996,1996-11-24,12,26.010,SDG,@,KAN,W 28-14,,0,0,,0,2,17,8.50,0,0,0,0.0,0,0,0
45,1996,1996-12-01,13,26.017,SDG,,NWE,L 7-45,,0,0,,0,3,28,9.33,0,0,0,0.0,0,0,0
46,1996,1996-12-08,14,26.024,SDG,@,PIT,L 3-16,,0,0,,0,2,53,26.50,0,0,0,0.0,2,55,0
47,1996,1996-12-14,15,26.030,SDG,@,CHI,L 14-27,,0,0,,0,3,33,11.00,0,0,0,0.0,0,0,0
48,1996,1996-12-22,16,26.038,SDG,,DEN,W 16-10,,,,,,0,0,,0,,,,,,
49,1997,1997-08-31,1,26.290,DEN,,KAN,W 19-3,,0,0,,0,2,43,21.50,0,0,0,1.0,0,0,0
