ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,25.215,CIN,,DEN,L 7-12,,1,-6,-6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
2,2009,2009-09-20,2,25.222,CIN,@,GNB,W 31-24,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
3,2009,2009-09-27,3,25.229,CIN,,PIT,W 23-20,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
4,2009,2009-10-04,4,25.236,CIN,@,CLE,W 23-20,,6,41,6.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,52,26.00,0,0,0,0.0,0,0
5,2009,2009-10-11,5,25.243,CIN,@,BAL,W 17-14,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,3,,0,0,0,0.0,0,0
6,2009,2009-10-18,6,25.250,CIN,,HOU,L 17-28,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
7,2009,2009-10-25,7,25.257,CIN,,CHI,W 45-10,,6,17,2.83,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
8,2009,2009-11-08,8,25.271,CIN,,BAL,W 17-7,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
9,2009,2009-11-15,9,25.278,CIN,@,PIT,W 18-12,,13,33,2.54,0,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,,,,,5,206,41.20,1,1,6,0.0,0,0
10,2009,2009-11-22,10,25.285,CIN,@,OAK,L 17-20,,21,119,5.67,0,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,,,,,1,15,15.00,0,0,0,0.0,0,0
11,2009,2009-11-29,11,25.292,CIN,,CLE,W 16-7,*,18,87,4.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,49,24.50,0,0,0,0.0,0,0
