ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1987,1987-09-14,1,26.098,CHI,,NYG,W 34-19,
2,1987,1987-09-20,2,26.104,CHI,,TAM,W 20-3,
3,1987,1987-10-04,3,26.118,CHI,@,PHI,W 35-3,1.0
4,1987,1987-10-11,4,26.125,CHI,,MIN,W 27-7,
5,1987,1987-10-18,5,26.132,CHI,,NOR,L 17-19,
6,1987,1987-10-25,6,26.139,CHI,@,TAM,W 27-26,
7,1987,1987-11-01,7,26.146,CHI,,KAN,W 31-28,
8,1987,1987-11-08,8,26.153,CHI,@,GNB,W 26-24,
9,1987,1987-11-16,9,26.161,CHI,@,DEN,L 29-31,
10,1987,1987-11-22,10,26.167,CHI,,DET,W 30-10,
11,1987,1987-11-29,11,26.174,CHI,,GNB,W 23-10,
12,1987,1987-12-06,12,26.181,CHI,@,MIN,W 30-24,
13,1987,1987-12-14,13,26.189,CHI,@,SFO,L 0-41,
14,1987,1987-12-20,14,26.195,CHI,,SEA,L 21-34,
15,1987,1987-12-27,15,26.202,CHI,@,RAI,W 6-3,
