ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1989,1989-12-10,14,25.149,CIN,,SEA,L 17-24,0,0,,0,0,0,,0,0,0,,0
2,1989,1989-12-17,15,25.156,CIN,,HOU,W 61-7,11,20,1.82,0,2,18,9.00,0,0,0,,0
3,1989,1989-12-25,16,25.164,CIN,@,MIN,L 21-29,0,0,,0,0,0,,0,1,0,0.00,0
