ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1985,1985-09-22,3,22.243,ATL,,DEN,L 28-44,,,
2,1985,1985-09-29,4,22.250,ATL,@,RAM,L 6-17,,,
3,1985,1985-10-06,5,22.257,ATL,,SFO,L 17-38,,,
4,1985,1985-10-13,6,22.264,ATL,@,SEA,L 26-30,,,
5,1985,1985-10-20,7,22.271,ATL,,NOR,W 31-24,1,0,0
6,1985,1985-10-27,8,22.278,ATL,@,DAL,L 10-24,1,22,0
7,1985,1985-11-03,9,22.285,ATL,,WAS,L 10-44,,,
8,1985,1985-11-10,10,22.292,ATL,@,PHI,L 17-23,,,
9,1985,1985-11-17,11,22.299,ATL,,RAM,W 30-14,,,
10,1985,1985-11-24,12,22.306,ATL,@,CHI,L 0-36,,,
11,1985,1985-12-01,13,22.313,ATL,,RAI,L 24-34,,,
12,1985,1985-12-08,14,22.320,ATL,@,KAN,L 10-38,,,
13,1985,1985-12-15,15,22.327,ATL,,MIN,W 14-13,1,8,0
14,1985,1985-12-22,16,22.334,ATL,@,NOR,W 16-10,,,
15,1986,1986-09-07,1,23.228,ATL,@,NOR,W 31-10,,,
16,1986,1986-09-14,2,23.235,ATL,,STL,W 33-13,,,
17,1986,1986-09-21,3,23.242,ATL,@,DAL,W 37-35,,,
18,1986,1986-09-28,4,23.249,ATL,@,TAM,W 23-20,1,10,0
19,1986,1986-10-05,5,23.256,ATL,,PHI,L 0-16,,,
20,1986,1986-10-12,6,23.263,ATL,,RAM,W 26-14,,,
21,1986,1986-10-19,7,23.270,ATL,,SFO,T 10-10,,,
22,1986,1986-10-26,8,23.277,ATL,@,RAM,L 7-14,,,
23,1986,1986-11-02,9,23.284,ATL,@,NWE,L 17-25,,,
24,1986,1986-11-09,10,23.291,ATL,,NYJ,L 14-28,,,
25,1986,1986-11-16,11,23.298,ATL,,CHI,L 10-13,,,
26,1986,1986-11-23,12,23.305,ATL,@,SFO,L 0-20,,,
27,1986,1986-11-30,13,23.312,ATL,@,MIA,W 20-14,,,
28,1986,1986-12-07,14,23.319,ATL,,IND,L 23-28,,,
29,1986,1986-12-14,15,23.326,ATL,,NOR,L 9-14,,,
30,1986,1986-12-21,16,23.333,ATL,@,DET,W 20-6,,,
31,1987,1987-09-13,1,24.234,ATL,@,TAM,L 10-48,,,
32,1987,1987-09-20,2,24.241,ATL,,WAS,W 21-20,,,
33,1987,1987-10-25,6,24.276,ATL,@,HOU,L 33-37,,,
